case_id,wall_id,wall_name,opening_id,opening_name,climate_id,climate_name,status,duration_sec,start_time,end_time,error_message
w01-base_o01-base_okinawa,w01-base,RC単体,o01-base,基準換気,okinawa,沖縄,FAILED,26446.85,2025-12-24 18:03:24,2025-12-25 01:24:11,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w01-base_o02-low_okinawa,w01-base,RC単体,o02-low,低換気,okinawa,沖縄,FAILED,22576.891,2025-12-25 01:24:12,2025-12-25 07:40:29,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w01-base_o03-high_okinawa,w01-base,RC単体,o03-high,高換気,okinawa,沖縄,FAILED,22148.787,2025-12-25 07:40:29,2025-12-25 13:49:38,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w01-base_o04-none_okinawa,w01-base,RC単体,o04-none,無換気,okinawa,沖縄,FAILED,32392.283,2025-12-25 13:49:38,2025-12-25 22:49:30,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w01-base_o05-storage_okinawa,w01-base,RC単体,o05-storage,蔵換気,okinawa,沖縄,FAILED,30403.463,2025-12-25 22:49:30,2025-12-26 07:16:13,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
