  , room2 , room2 , room2 , wall1_IM , wall1_IM , wall1_IM , wall1_IM , wall1_IM , wall1_IM , room1 , room1 , room1 , opening1 , opening1 , Heat source , Moisture source , 
2023/01/14 23:40,2.633313834317164,0.5472613726423056,0.0024910723126324607,0.9854147391403671,0.5324825631066937,0.002152961007996852,49.84562212110462,8.750681693554645e-6,-0.0,0.535000000000025,0.5470358276503564,0.0021409980889143163,-4.565664524991007,-8.547666500910416e-6,0.0,0.0,
2023/01/14 23:50,2.5648807771243014,0.5468144286981946,0.002476897700995705,0.9495400286066911,0.5303445813439484,0.0021387308374156287,48.51628330226561,8.789036801433732e-6,-0.0,0.5183333333333167,0.5436902618163164,0.002125286951088691,-4.585703884179566,-8.602522937062275e-6,0.0,0.0,
2023/01/15 00:00,2.4965399894135203,0.5463613242847976,0.00246278405518592,0.9161611124276305,0.527966394936156,0.0021239728059285873,47.235253334215486,8.82908957334688e-6,-0.0,0.5016666666666652,0.540335917887386,0.0021095766042177983,-4.6065280434513625,-8.658776931590864e-6,0.0,0.0,
2023/01/15 00:10,2.427915707774389,0.5459864768137849,0.0024490455656736936,0.8771908089470344,0.526073699661584,0.0021103734877366367,46.5887653127146,8.758896608254653e-6,-0.0,0.4549999999999841,0.5400143328240737,0.0021011854050861805,-4.536788735781556,-8.529668807713657e-6,0.0,0.0,
2023/01/15 00:20,2.3597288392678024,0.5456639134696116,0.0024356866732493988,0.831976604804936,0.5250988906320182,0.0020995673028244015,46.149793427372856,8.62338872467294e-6,-0.0,0.4049999999999727,0.5400243908824486,0.002093607571081781,-4.461392229678495,-8.388433743841166e-6,0.0,0.0,
2023/01/15 00:30,2.2923848328092618,0.545355124832643,0.002422601075554404,0.7838996167157006,0.5246072706167108,0.00209030559979303,45.75893385754171,8.49163141868134e-6,-0.0,0.3550000000000182,0.5400282241875654,0.002086029921095204,-4.389557630745912,-8.253919729685712e-6,0.0,0.0,
2023/01/15 00:40,2.2259951828549447,0.5450578790752098,0.0024097948026976595,0.7341646397971999,0.5243681592518217,0.0020818360908573647,45.40430845096182,8.36615348247766e-6,-0.0,0.3050000000000068,0.5400257820884686,0.0020784524551197485,-4.321363583686434,-8.126264302056569e-6,0.0,0.0,
2023/01/15 00:50,2.1605760405880687,0.5447710232447962,0.002397262173069282,0.6834557445549763,0.5242618904297215,0.0020737784049837628,45.075498343477996,8.246944131419602e-6,-0.0,0.25499999999999545,0.540017013596353,0.002070875173148712,-4.256735989095432,-8.005326262741178e-6,0.0,0.0,
2023/01/15 01:00,2.096081517919913,0.5444935808373514,0.0023849877957291005,0.6321718556974361,0.5242255501564358,0.0020659391419084326,44.76512889800233,8.13372888354151e-6,-0.0,0.20499999999998408,0.5400018673824479,0.0020632980751753914,-4.195474118564562,-7.89072879010126e-6,0.0,0.0,
2023/01/15 01:10,2.031584903668147,0.5444495847057692,0.0023737914580730297,0.5747186993775699,0.5259604546985238,0.0020641799328169415,45.26259982786372,7.676539761437608e-6,-0.0,0.11000000000001364,0.547284342687518,0.0020768054421280648,-3.873288650095674,-7.249857074555429e-6,0.0,0.0,
2023/01/15 01:20,1.967723929901922,0.5445667116248083,0.0023634518124725614,0.5058136070911132,0.5302487094557753,0.0020706863159649642,45.984373313154954,7.046946053884784e-6,-0.0,0.009999999999990905,0.5554659876370741,0.0020926562810520493,-3.531712612829324,-6.568860059961206e-6,0.0,0.0,
2023/01/15 01:30,1.9046053501271558,0.5447502529440784,0.0023535650851204764,0.42951892883644405,0.5358323154336948,0.002081004157429229,46.71189136175656,6.4218518912255026e-6,-0.0,-0.08999999999997499,0.5637411797101541,0.0021085079251829367,-3.1960330293331936,-5.8988812474321814e-6,0.0,0.0,
2023/01/15 01:40,1.8420703873386515,0.5449961097135756,0.0023440814110358642,0.34866234275750685,0.542109006222756,0.00209313030626151,47.43706364269827,5.805310910371831e-6,-0.0,-0.18999999999999773,0.5721109525307259,0.0021243603745820868,-2.8655995602202893,-5.238683687870565e-6,0.0,0.0,
2023/01/15 01:50,1.7799264946688709,0.5453025257406503,0.002334956154938981,0.2649286188074029,0.5487835390712565,0.0021061275089899003,48.14928242917688,5.19635565781141e-6,-0.0,-0.29000000000002046,0.5805763513534844,0.00214021362931086,-2.5398300718170503,-4.587170388391725e-6,0.0,0.0,
2023/01/15 02:00,1.7179536082742857,0.5456679588125295,0.002326141664640262,0.17931649229649338,0.5557064507121954,0.002119543173778023,48.840241851573865,4.5939174237068096e-6,-0.0,-0.38999999999998636,0.589138433199403,0.0021560676894306283,-2.218103083945607,-3.943171091744599e-6,0.0,0.0,
2023/01/15 02:10,1.6586819182065256,0.5457117910634486,0.0023164343936627387,0.11981440679863908,0.5602835169952427,0.002127822927918414,47.19038158640388,4.500401902424719e-6,-0.0,-0.37000000000000455,0.5839323708978889,0.0021400771254496674,-2.30004972846109,-4.124754529058702e-6,0.0,0.0,
2023/01/15 02:20,1.6001151528627133,0.5455515825697741,0.002306014358306852,0.08756574507879122,0.5608831428537265,0.0021251107953840927,44.89743373454929,4.707610042243576e-6,-0.0,-0.3366666666666447,0.5772187051828895,0.002120549381598843,-2.418832371577082,-4.381984379750623e-6,0.0,0.0,
2023/01/15 02:30,1.5413613422477397,0.5453560276637902,0.0022954562949221236,0.06968348460225116,0.5591353540885876,0.0021157082986498366,42.59001543497505,4.922715923698038e-6,-0.0,-0.30333333333334167,0.57053455329722,0.0021010228596559316,-2.535798918407636,-4.635438683642362e-6,0.0,0.0,
