period_days,w01-base_o01-base_kyoto,w01-base_o02-low_kyoto,w01-base_o03-high_kyoto,w01-base_o04-none_kyoto,w01-base_o05-storage_kyoto,w02-inner_o01-base_kyoto,w02-inner_o02-low_kyoto,w02-inner_o03-high_kyoto,w02-inner_o04-none_kyoto,w02-inner_o05-storage_kyoto,w03-outer_o01-base_kyoto,w03-outer_o02-low_kyoto,w03-outer_o03-high_kyoto,w03-outer_o04-none_kyoto,w03-outer_o05-storage_kyoto,w04-hygro_o01-base_kyoto,w04-hygro_o02-low_kyoto,w04-hygro_o03-high_kyoto,w04-hygro_o04-none_kyoto,w04-hygro_o05-storage_kyoto
0.1,0.0015139418948456,0.0015356807283854,0.0015091778185489,0.0015286748628079,0.0015091778185489,0.0015139418948456,0.0015103367672643,0.0015154730875447,0.0015259013635234,0.0015139418948456,0.0015228819423869,0.0015228819423869,0.0015228819423869,0.0015228819423869,0.0015228819423869,0.0017107215072269,0.0017457880211589,0.0017122693945606,0.0016892455102043,0.0017387441774941
0.2,0.0059465062038608,0.0057637200157769,0.005975518812689,0.0058870433032364,0.005975518812689,0.0059465062038608,0.005966422562357,0.0059353358429408,0.0059504248633403,0.0059465062038608,0.0058164066463906,0.0058164066463906,0.0058164066463906,0.0058164066463906,0.0058164066463906,0.006548424280967,0.0066050376995926,0.0065828293276871,0.0064201053099634,0.0066112547322861
0.5,0.0309464632535219,0.0321340762356411,0.030566802794737,0.0315070785949834,0.030566802794737,0.0309464632535219,0.0306964099948552,0.031065624871804,0.0290052765864502,0.0309464632535219,0.025628053300504,0.025628053300504,0.025628053300504,0.025628053300504,0.025628053300504,0.0319498868071874,0.0322114867120813,0.0331612111428025,0.0323827455029816,0.0314563792691827
1.0,0.0478537601734468,0.0517562287927004,0.047014576961346,0.0492769845514381,0.047014576961346,0.0478537601734468,0.0472913261982162,0.0481377533685518,0.044517436846024,0.0478537601734468,0.0587259953318462,0.0587259953318462,0.0587259953318462,0.0587259953318462,0.0587259953318462,0.0663493123664907,0.0673755197011907,0.0664914302704308,0.0656669631439278,0.0656608932925274
2.0,0.0728889534234452,0.0728769311263735,0.0728871290207115,0.0728889946354467,0.0728871290207115,0.0728889534234452,0.0728878377660717,0.0728893454389899,0.072877472004551,0.0728889534234452,0.0720877973283186,0.0720877973283186,0.0720877973283186,0.0720877973283186,0.0720877973283186,0.0722457885991301,0.0800078782631701,0.0709374501138418,0.0721917651381767,0.0748407685772718
7.0,0.139292899256526,0.1393692658235929,0.1392399953602091,0.1393510623458159,0.1392399953602091,0.139292899256526,0.13925928564838,0.139307219590731,0.138914574426733,0.139292899256526,0.1328610711880297,0.1328610711880297,0.1328610711880297,0.1328610711880297,0.1328610711880297,0.1649679150523989,0.1167404078127281,0.1564613064064839,0.1648901914413517,0.1372607438805947
14.0,0.1415807500927726,0.1412343481401258,0.1416578431702135,0.1414538987761406,0.1416578431702135,0.1415807500927726,0.1416320924099427,0.1415551773970798,0.1419416273444585,0.1415807500927726,0.1481095778261918,0.1481095778261918,0.1481095778261918,0.1481095778261918,0.1481095778261918,0.169919848698408,0.1873998201739376,0.1850927561234996,0.1700233442802922,0.1629088783612305
30.0,0.1377512639266391,0.1376676025469022,0.1377645123201263,0.1377251795496232,0.1377645123201263,0.1377512639266391,0.1377603261969129,0.1377463914259742,0.1377942278480518,0.1377512639266391,0.1380706716486667,0.1380706716486667,0.1380706716486667,0.1380706716486667,0.1380706716486667,0.2203503397529187,0.2316534989785461,0.2407665238110568,0.220260661269105,0.2123635866371753
90.0,1.6950168250480515,1.69492662732035,1.6950342513589602,1.694986173219914,1.6950342513589602,1.6950168250480515,1.6950285347653735,1.695010832537673,1.6950906462757065,1.6950168250480515,1.6961827327029435,1.6961827327029435,1.6961827327029435,1.6961827327029435,1.6961827327029435,2.1428014441035192,2.098720527774782,2.058634263380664,2.1429031812449577,2.1962988679845323
365.0,,,,,,,,,,,,,,,,,,,,
