period_days,w01-base_o01-base_kyoto,w01-base_o02-low_kyoto,w01-base_o03-high_kyoto,w01-base_o04-none_kyoto,w01-base_o05-storage_kyoto,w02-inner_o01-base_kyoto,w02-inner_o02-low_kyoto,w02-inner_o03-high_kyoto,w02-inner_o04-none_kyoto,w02-inner_o05-storage_kyoto,w03-outer_o01-base_kyoto,w03-outer_o02-low_kyoto,w03-outer_o03-high_kyoto,w03-outer_o04-none_kyoto,w03-outer_o05-storage_kyoto,w04-hygro_o01-base_kyoto,w04-hygro_o02-low_kyoto,w04-hygro_o03-high_kyoto,w04-hygro_o04-none_kyoto,w04-hygro_o05-storage_kyoto
0.1,-1.5015577337568449,-1.30314537319156,-1.4998373826784452,-0.6344067767170203,-1.4998373826784452,-1.5015577337568449,-1.6195873928478317,-1.399190534849281,0.5388476684420732,-1.5015577337568449,-1.352549725550851,-1.352549725550851,-1.352549725550851,-1.352549725550851,-1.352549725550851,-1.6251704675822014,-1.368238707653802,-1.303283884063907,-1.308943385882506,-1.5788203610981324
0.2,-2.308107822335601,-1.611001811071148,-2.9864899613918108,-1.398011863971078,-2.9864899613918108,-2.308107822335601,-3.013389671536852,-1.8729388443327424,-2.1704811196311815,-2.308107822335601,-1.7465339945364184,-1.7465339945364184,-1.7465339945364184,-1.7465339945364184,-1.7465339945364184,-2.216626201186759,-2.0935927940363457,-2.0478583203671548,-1.81966187149838,-2.272185498374239
0.5,-1.7444134876553343,-1.7227031359448672,-1.759586631680758,-1.7073495352578547,-1.759586631680758,-1.7444134876553343,-1.760303345604271,-1.726892204252431,-1.6943156277416285,-1.7444134876553343,-2.477569053909955,-2.477569053909955,-2.477569053909955,-2.477569053909955,-2.477569053909955,-1.8351054021808433,-1.882442865368668,-1.9410185370163149,-1.8323030256643096,-1.7235167067032726
1.0,1.4585981698004458,1.286018732885314,1.4953478978369128,1.4025790629299757,1.4953478978369128,1.4585981698004458,1.4831825560586598,1.446677334247393,1.5690378420786082,1.4585981698004458,-0.0694559801071375,-0.0694559801071375,-0.0694559801071375,-0.0694559801071375,-0.0694559801071375,0.7700674204213938,0.4156811481900763,0.6772038234119987,0.7061292972198845,0.4427808026728101
2.0,1.263772335831605,1.2430416395253463,1.2629929249729992,1.2655826870306957,1.2629929249729992,1.263772335831605,1.2632166355232133,1.2640824428148678,1.2563398576739735,1.263772335831605,-3.048860676456143,-3.048860676456143,-3.048860676456143,-3.048860676456143,-3.048860676456143,1.4556753502047968,2.8837529558645176,1.3523502274167096,1.5817653963657523,1.123074672239888
7.0,-0.9699112020954443,-1.0334526228616865,-0.9560928321926324,-0.9931232540966286,-0.9560928321926324,-0.9699112020954443,-0.9606867524137176,-0.974533512339066,-0.902744669328268,-0.9699112020954443,0.0455992424286741,0.0455992424286741,0.0455992424286741,0.0455992424286741,0.0455992424286741,-1.3582540267225378,1.2974898676532771,-1.5067489989390854,-1.336520448343988,2.7065036016484063
14.0,-1.5723334827910682,-1.6031985881704225,-1.5657405529763897,-1.5835462611852829,-1.5657405529763897,-1.5723334827910682,-1.5679250115576813,-1.5745523980190972,-1.54033407075768,-1.5723334827910682,-1.2079557280284006,-1.2079557280284006,-1.2079557280284006,-1.2079557280284006,-1.2079557280284006,-0.5939459317649148,-0.8783183429815911,-0.7722803808704637,-0.5889758371924353,-0.4995084309478779
30.0,1.372998825987437,1.3890504293372683,1.3694699920071542,1.3791262675162486,1.3694699920071542,1.372998825987437,1.3706308816129094,1.3741980819214277,1.35434922621805,1.372998825987437,1.3691443295554586,1.3691443295554586,1.3691443295554586,1.3691443295554586,1.3691443295554586,1.333871826305674,1.719238408574386,1.1484858127137658,1.3369337580958809,1.471515273103934
90.0,2.5175398410402177,2.518259485055754,2.5173736198206607,2.51784930496317,2.5173736198206607,2.5175398410402177,2.517426981674973,2.517598282693354,2.516461277695998,2.5175398410402177,2.539867875792421,2.539867875792421,2.539867875792421,2.539867875792421,2.539867875792421,1.7716389900183844,1.7472800854160633,1.7092230792681375,1.7730693378870006,1.8543942241706797
365.0,,,,,,,,,,,,,,,,,,,,
