period_days,w01-base_o01-base_kyoto,w01-base_o02-low_kyoto,w01-base_o03-high_kyoto,w01-base_o04-none_kyoto,w01-base_o05-storage_kyoto,w02-inner_o01-base_kyoto,w02-inner_o02-low_kyoto,w02-inner_o03-high_kyoto,w02-inner_o04-none_kyoto,w02-inner_o05-storage_kyoto,w03-outer_o01-base_kyoto,w03-outer_o02-low_kyoto,w03-outer_o03-high_kyoto,w03-outer_o04-none_kyoto,w03-outer_o05-storage_kyoto,w04-hygro_o01-base_kyoto,w04-hygro_o02-low_kyoto,w04-hygro_o03-high_kyoto,w04-hygro_o04-none_kyoto,w04-hygro_o05-storage_kyoto
0.1,1.2754043634927184e-06,1.2872518007564074e-06,1.2780737290379682e-06,1.2787352397197906e-06,1.2804449770492777e-06,1.2754043634927184e-06,1.2780737290379682e-06,1.2752783273246183e-06,1.2819156418069614e-06,1.2754043634927184e-06,1.2884828816798709e-06,1.2884828816798709e-06,1.2884828816798709e-06,1.2884828816798709e-06,1.2884828816798709e-06,1.5564162845032443e-06,1.6028354850845546e-06,1.6056878332408783e-06,1.5584127657796896e-06,1.5472055237609672e-06
0.2,3.897180199907799e-06,3.871572358491983e-06,3.901933370684594e-06,3.887791983622367e-06,3.904756175182586e-06,3.897180199907799e-06,3.901933370684594e-06,3.895917086936467e-06,3.905161610729868e-06,3.897180199907799e-06,3.876052789438899e-06,3.876052789438899e-06,3.876052789438899e-06,3.876052789438899e-06,3.876052789438899e-06,4.751453783189484e-06,4.84013453667172e-06,4.862360918732393e-06,4.759988599102562e-06,4.6883352144317265e-06
0.5,1.1425438812805852e-05,1.1467307270611286e-05,1.1414077013485942e-05,1.1448673781038e-05,1.140805690550089e-05,1.1425438812805852e-05,1.1414077013485942e-05,1.1430965711031616e-05,1.1357155539920998e-05,1.1425438812805852e-05,1.1163631413766158e-05,1.1163631413766158e-05,1.1163631413766158e-05,1.1163631413766158e-05,1.1163631413766158e-05,1.3197276149183831e-05,1.337882879754252e-05,1.3627358447471297e-05,1.315064792409374e-05,1.3101955570102624e-05
1.0,2.2134664797044995e-05,2.230426531145226e-05,2.211648123239037e-05,2.218711006598853e-05,2.210775683062377e-05,2.2134664797044995e-05,2.211648123239037e-05,2.2144178496176065e-05,2.206641247750773e-05,2.2134664797044995e-05,2.240612573308151e-05,2.240612573308151e-05,2.240612573308151e-05,2.240612573308151e-05,2.240612573308151e-05,2.594990714444584e-05,2.625410397388091e-05,2.68148158371582e-05,2.58775266405309e-05,2.5291510240215004e-05
2.0,5.7341279344566154e-05,5.749237223832837e-05,5.731803249291448e-05,5.7397861760680874e-05,5.7306307829514696e-05,5.7341279344566154e-05,5.731803249291448e-05,5.735278517356184e-05,5.717739738435688e-05,5.7341279344566154e-05,5.630244919177945e-05,5.630244919177945e-05,5.630244919177945e-05,5.630244919177945e-05,5.630244919177945e-05,6.674733076865002e-05,6.938755625341427e-05,6.877717603100518e-05,6.674447012505337e-05,6.689594530038104e-05
7.0,0.000106535620257,0.0001068914091323,0.0001064801761475,0.0001066674554184,0.0001064518005453,0.000106535620257,0.0001064801761475,0.0001065626933423,0.0001061266104609,0.000106535620257,0.0001051486486056,0.0001051486486056,0.0001051486486056,0.0001051486486056,0.0001051486486056,0.0001328272344053,0.0001344315700439,0.0001346060362812,0.0001326016008538,0.0001363788440278
14.0,9.501948704053231e-05,9.455015152758802e-05,9.508631190914676e-05,9.48509645774293e-05,9.511952524576982e-05,9.501948704053231e-05,9.508631190914676e-05,9.49858946849729e-05,9.54844631284126e-05,9.501948704053231e-05,9.6391038118239e-05,9.6391038118239e-05,9.6391038118239e-05,9.6391038118239e-05,9.6391038118239e-05,0.0001231949219235,0.0001254022536763,0.0001228787797391,0.0001231732831989,0.0001149577620557
30.0,0.0001136910374218,0.0001137296384257,0.0001136851269753,0.0001137049293962,0.0001136820742497,0.0001136910374218,0.0001136851269753,0.0001136938984011,0.0001136478194132,0.0001136910374218,0.0001127716435345,0.0001127716435345,0.0001127716435345,0.0001127716435345,0.0001127716435345,0.0001474738845711,0.0001476784957158,0.0001483380498366,0.0001474809785412,0.0001474564155698
90.0,0.0010907957767851,0.0010908267088154,0.0010907947005779,0.0010908035105895,0.0010907946464002,0.0010907957767851,0.0010907947005779,0.0010907968000697,0.0010908019990997,0.0010907957767851,0.0010923856744037,0.0010923856744037,0.0010923856744037,0.0010923856744037,0.0010923856744037,0.0012325265249408,0.0012174944678669,0.0012020527681082,0.0012326877689169,0.0012494453949292
365.0,,,,,,,,,,,,,,,,,,,,
