period_days,w01-base_o01-base_kyoto,w01-base_o02-low_kyoto,w01-base_o03-high_kyoto,w01-base_o04-none_kyoto,w01-base_o05-storage_kyoto,w02-inner_o01-base_kyoto,w02-inner_o02-low_kyoto,w02-inner_o03-high_kyoto,w02-inner_o04-none_kyoto,w02-inner_o05-storage_kyoto,w03-outer_o01-base_kyoto,w03-outer_o02-low_kyoto,w03-outer_o03-high_kyoto,w03-outer_o04-none_kyoto,w03-outer_o05-storage_kyoto,w04-hygro_o01-base_kyoto,w04-hygro_o02-low_kyoto,w04-hygro_o03-high_kyoto,w04-hygro_o04-none_kyoto,w04-hygro_o05-storage_kyoto
0.1,0.0001265811195977,0.0001273916840176,0.0001269179635294,0.0001268442163224,0.0001269179635294,0.0001265811195977,0.0001268107380081,0.0001265474240197,0.0001270606556962,0.0001265811195977,0.0001270501459659,0.0001270501459659,0.0001270501459659,0.0001270501459659,0.0001270501459659,0.0001383463614757,0.0001415395027825,0.000142500371481,0.000137626068202,0.0001370229445004
0.2,0.0004083671203025,0.0003980471282603,0.0004098014697801,0.0004045649922738,0.0004098014697801,0.0004083671203025,0.0004093182295087,0.0004078075133882,0.0004103193640975,0.0004083671203025,0.0003997680378363,0.0003997680378363,0.0003997680378363,0.0003997680378363,0.0003997680378363,0.0004366412121372,0.0004418868285228,0.0004490647893204,0.0004363030582135,0.0004355795651547
0.5,0.0016057324370413,0.0016545028941431,0.0015916279899063,0.0016279590751234,0.0015916279899063,0.0016057324370413,0.0015963663475842,0.0016104353718143,0.0015319555505358,0.0016057324370413,0.0013658019510341,0.0013658019510341,0.0013658019510341,0.0013658019510341,0.0013658019510341,0.0016159418313524,0.0016348035436994,0.0016506099023912,0.0016398510395969,0.0015941965179613
1.0,0.0026825594606043,0.0028592918618384,0.0026485122300165,0.0027438615675505,0.0026485122300165,0.0026825594606043,0.0026596014946432,0.0026944045703679,0.0025525328801619,0.0026825594606043,0.0031074293089394,0.0031074293089394,0.0031074293089394,0.0031074293089394,0.0031074293089394,0.003362258294216,0.0033456091166497,0.0034133453869888,0.0033315776007718,0.0032999302289792
2.0,0.0038492810500721,0.0038448671049088,0.0038498037267929,0.003848026597049,0.0038498037267929,0.0038492810500721,0.0038496487374373,0.0038490685756779,0.0038507292439736,0.0038492810500721,0.0038357384347321,0.0038357384347321,0.0038357384347321,0.0038357384347321,0.0038357384347321,0.00431933921644,0.0043595018058726,0.0043093515755737,0.0043179252409724,0.0042202765953993
7.0,0.00580133342203,0.0058213602995915,0.0057970845152494,0.005808365510238,0.0057970845152494,0.00580133342203,0.0057985042726975,0.0058027451865191,0.005782339442681,0.00580133342203,0.0056517246904389,0.0056517246904389,0.0056517246904389,0.0056517246904389,0.0056517246904389,0.0069283818926594,0.0065232277590572,0.0070260371896679,0.0069162856920633,0.0068828695758293
14.0,0.0047514554555656,0.004728992349398,0.0047562701367212,0.0047434406424965,0.0047562701367212,0.0047514554555656,0.0047546649725355,0.0047498512745921,0.0047740176658499,0.0047514554555656,0.0048311889886475,0.0048311889886475,0.0048311889886475,0.0048311889886475,0.0048311889886475,0.0047198615817989,0.0046770906116408,0.0045731127508959,0.0047135863994829,0.0048417654493236
30.0,0.0054707148806876,0.0054742656524378,0.0054700341991556,0.005471856527257,0.0054700341991556,0.0054707148806876,0.0054702614457882,0.005470942644403,0.0054681933624033,0.0054707148806876,0.0053898687018407,0.0053898687018407,0.0053898687018407,0.0053898687018407,0.0053898687018407,0.0073306949873812,0.0070346911950683,0.0073391565591422,0.0073346988737418,0.0075213047594561
90.0,0.0118143100172342,0.0118399441863722,0.0118087442040832,0.0118239045073521,0.0118087442040832,0.0118143100172342,0.0118105798404195,0.0118161951687446,0.011785751994425,0.0118143100172342,0.0117542396193377,0.0117542396193377,0.0117542396193377,0.0117542396193377,0.0117542396193377,0.0140731697496183,0.0140126018564279,0.0139007694706617,0.0140756101875539,0.0142123734311317
365.0,,,,,,,,,,,,,,,,,,,,
