Frequency (Hz),Period (Day),Amplitude,Phase (radians)
0.0,inf,25.185078741165622,0.0
4.267813855030899e-08,271.19444444444446,2.1536547398947627,-3.0388172856057802
8.535627710061798e-08,135.59722222222223,0.35083121872191,-3.0796580990732636
1.2803441565092697e-07,90.39814814814815,0.15241404650727508,-2.6427589717995423
1.7071255420123597e-07,67.79861111111111,0.21656794018660988,-2.6864087096346796
2.1339069275154497e-07,54.23888888888889,0.163950476045704,-2.754722256815706
2.5606883130185394e-07,45.199074074074076,0.1559832512809711,-2.769995130482047
2.9874696985216296e-07,38.74206349206349,0.128349689209911,-1.6714993707013661
3.4142510840247194e-07,33.89930555555556,0.14716699661298419,-1.6669263701566543
3.841032469527809e-07,30.132716049382715,0.20575918180599143,-1.937342527447703
4.2678138550308993e-07,27.119444444444444,0.20055049541339004,2.982524039946891
4.694595240533989e-07,24.6540404040404,0.14384984505283085,2.576882706245305
5.121376626037079e-07,22.599537037037038,0.09825317888284253,2.73142125234776
5.548158011540169e-07,20.86111111111111,0.0500449915100379,-1.7952276539398766
5.974939397043259e-07,19.371031746031743,0.048018383163244936,-2.28696020928301
6.401720782546349e-07,18.079629629629625,0.08310930688150285,-1.0159993998118777
6.828502168049439e-07,16.94965277777778,0.07203359712996744,0.844027940081196
7.255283553552528e-07,15.952614379084968,0.1969886217400088,-2.662122383863885
7.682064939055618e-07,15.066358024691358,0.17124603217744783,-2.6726024341022825
8.108846324558709e-07,14.273391812865496,0.11806779636348001,2.639828382876273
8.535627710061799e-07,13.559722222222222,0.04941612149121917,3.087015729299323
8.962409095564888e-07,12.914021164021163,0.09542242237473389,-1.7509178976093294
9.389190481067978e-07,12.3270202020202,0.10203247179107167,-2.980366304889608
9.815971866571068e-07,11.791062801932368,0.08631713218190097,-2.9889890633489022
1.0242753252074158e-06,11.299768518518519,0.03232718645899693,0.9285692486399884
1.0669534637577247e-06,10.847777777777777,0.06489041401845955,0.326048857687368
1.1096316023080337e-06,10.430555555555555,0.0484292805363283,1.8384168163821546
1.1523097408583429e-06,10.04423868312757,0.07086733398303749,-2.9256748263283114
1.1949878794086519e-06,9.685515873015872,0.08842761084897394,2.5403437512249085
1.2376660179589608e-06,9.351532567049809,0.1591954908175536,2.966482496446517
1.2803441565092698e-06,9.039814814814813,0.0388479797590506,1.416206057885646
1.3230222950595788e-06,8.748207885304659,0.11497284966018445,0.9416253504905385
1.3657004336098877e-06,8.47482638888889,0.10829757794562463,-0.4602707535958946
1.4083785721601967e-06,8.218013468013469,0.06366999582763634,-0.3432413793459482
1.4510567107105057e-06,7.976307189542484,0.0378513813306403,-0.9743594188310397
1.4937348492608147e-06,7.748412698412698,0.06719811997437315,-1.708614857125813
1.5364129878111236e-06,7.533179012345679,0.07377648347464505,-1.404589922996877
1.5790911263614326e-06,7.329579579579581,0.1243200926851898,-1.328829703581833
1.6217692649117418e-06,7.136695906432748,0.0700297346276453,-0.9551402452975609
1.6644474034620508e-06,6.953703703703702,0.09297932097155756,0.033479287943137946
1.7071255420123597e-06,6.779861111111111,0.14977216204451502,-0.016899628460052447
1.7498036805626687e-06,6.614498644986449,0.12682612165716473,0.6489504104369707
1.7924818191129777e-06,6.457010582010581,0.1272340769984559,0.9605770234583397
1.8351599576632867e-06,6.306847545219638,0.09965286764596697,1.4532718236745572
1.8778380962135956e-06,6.1635101010101,0.06823728551728177,2.1931248772813277
1.9205162347639046e-06,6.026543209876543,0.030341886249469825,2.4291175172677804
1.9631943733142136e-06,5.895531400966184,0.04799657341819345,-2.8155077941438265
2.0058725118645225e-06,5.7700945626477536,0.05627770901503986,2.793595543127279
2.0485506504148315e-06,5.6498842592592595,0.08411195298538508,2.791839456852632
2.0912287889651405e-06,5.534580498866213,0.06121804580806835,1.790991178341996
2.1339069275154495e-06,5.4238888888888885,0.03657835268306423,1.1641674840537186
2.1765850660657584e-06,5.317538126361655,0.036015353643743704,2.895651211561624
2.2192632046160674e-06,5.215277777777778,0.048773221118271606,-2.482179606578961
2.2619413431663764e-06,5.116876310272537,0.09148723110351073,0.48008252497539133
2.3046194817166858e-06,5.022119341563785,0.17341410751892064,0.43735021644628647
2.3472976202669947e-06,4.93080808080808,0.10584976367823883,0.37296080745593807
2.3899757588173037e-06,4.842757936507936,0.031071994767834288,1.528413519285155
2.4326538973676127e-06,4.757797270955165,0.04693328579232373,3.11663893169828
2.4753320359179217e-06,4.675766283524904,0.06315707171622145,-2.2986761441240153
2.5180101744682306e-06,4.596516007532957,0.06092073225652196,-1.7706551406536422
2.5606883130185396e-06,4.519907407407406,0.023240509485173207,-0.7684887492961386
2.6033664515688486e-06,4.445810564663024,0.0356347323189878,1.1974615285867247
2.6460445901191575e-06,4.374103942652329,0.026095777580815445,1.9610267137146806
2.6887227286694665e-06,4.304673721340388,0.027028326813751048,1.3056315813425385
2.7314008672197755e-06,4.237413194444445,0.02817306613359872,-0.23214574899647775
2.7740790057700845e-06,4.1722222222222225,0.014221189671874834,-0.7286908902355597
2.8167571443203934e-06,4.109006734006734,0.04525856888915775,-3.097048015457132
2.8594352828707024e-06,4.047678275290216,0.016079103120580588,-0.9084801987982485
2.9021134214210114e-06,3.988153594771242,0.015173288030421674,0.40970084315300365
2.9447915599713204e-06,3.930354267310789,0.024885808909396154,2.4065996060396024
2.9874696985216293e-06,3.874206349206349,0.05917142589531939,2.9680533573947048
3.0301478370719383e-06,3.819640062597809,0.05091958349813988,2.6149676171225593
3.0728259756222473e-06,3.7665895061728394,0.027562322163071574,-2.170614729931523
3.1155041141725562e-06,3.714992389649924,0.03344371423352593,-2.0980715659462885
3.1581822527228652e-06,3.6647897897897903,0.01045552843644885,2.9892732703694835
3.2008603912731746e-06,3.615925925925925,0.0308470441616546,3.0258153118523228
3.2435385298234836e-06,3.568347953216374,0.049281639568905224,2.2713206791502216
3.2862166683737926e-06,3.5220057720057714,0.03032786817351734,1.9105123975476037
3.3288948069241015e-06,3.476851851851851,0.002489696828690826,0.3662203688848628
3.3715729454744105e-06,3.4328410689170177,0.060220835009026585,-1.39442951115471
3.4142510840247195e-06,3.3899305555555554,0.07862286270060799,-0.3124947073411519
3.4569292225750284e-06,3.348079561042524,0.04469890464887949,-0.17567862818149885
3.4996073611253374e-06,3.3072493224932247,0.06821335713882384,0.605335847198057
3.5422854996756464e-06,3.2674029451137883,0.0525234216908813,1.1825288467348307
3.5849636382259554e-06,3.2285052910052907,0.034529296219649654,0.012831787458766187
3.6276417767762643e-06,3.190522875816993,0.046829036821217224,0.2893721680583946
3.6703199153265733e-06,3.153423772609819,0.0052138711014491695,1.2299642928852594
3.7129980538768823e-06,3.117177522349936,0.03642893081488486,-2.495228447564084
3.7556761924271912e-06,3.08175505050505,0.041490023231962464,3.0529582653835283
3.7983543309775002e-06,3.047128589263421,0.03879246847916646,-2.8184060306871843
3.841032469527809e-06,3.0132716049382715,0.0269299483808919,1.0586546063175244
3.883710608078119e-06,2.98015873015873,0.049849971248668946,0.9199129866556306
3.926388746628427e-06,2.947765700483092,0.021588071179771216,0.8598372419472559
3.9690668851787365e-06,2.9160692951015528,0.01039289436685388,-0.493736830321102
4.011745023729045e-06,2.8850472813238768,0.018904638233252728,2.776616527516084
4.0544231622793545e-06,2.854678362573099,0.03189916126852978,1.6155891372593285
4.097101300829663e-06,2.8249421296296298,0.02978380005574853,0.8375427622575204
4.139779439379972e-06,2.7958190148911797,0.022113982467857115,0.8150852390678905
4.182457577930281e-06,2.7672902494331066,0.008070307396414709,2.737340738696736
4.22513571648059e-06,2.7393378226711556,0.022195636457249895,1.8417723132746784
4.267813855030899e-06,2.7119444444444443,0.01887353727197115,2.509142397927778
4.310491993581208e-06,2.685093509350935,0.037379223407123435,3.0508484426032907
4.353170132131517e-06,2.6587690631808276,0.025235755334230815,-2.987079926973116
4.395848270681826e-06,2.632955771305286,0.001668938671789778,-2.2392711067368167
4.438526409232135e-06,2.607638888888889,0.042244302371796216,0.5894986140717361
4.481204547782444e-06,2.5828042328042327,0.04020751633688739,0.7449722816671208
4.523882686332753e-06,2.5584381551362685,0.01029276950122133,0.051854307714244874
4.566560824883062e-06,2.534527518172378,0.014679151710793602,-0.6678154028190804
4.6092389634333715e-06,2.5110596707818926,0.01716961398143622,-1.2309151381388357
4.65191710198368e-06,2.4880224260958204,0.02426111846824055,0.733308298782145
4.6945952405339895e-06,2.46540404040404,0.0074851216260920445,1.0247002236439655
4.737273379084298e-06,2.4431931931931934,0.031092530237536182,-1.2512256328756877
4.7799515176346074e-06,2.421378968253968,0.015644596904054616,-2.8458042186624386
4.822629656184916e-06,2.3999508357915436,0.015261470072159033,-1.2759837962990133
4.865307794735225e-06,2.3788986354775825,0.007462132019418325,-2.833055218102292
4.907985933285534e-06,2.358212560386473,0.028869118239775147,-1.053762129463502
4.950664071835843e-06,2.337883141762452,0.036196641478030214,-0.8223012713919543
4.993342210386152e-06,2.317901234567901,0.01846239910331107,0.13207776529730572
5.036020348936461e-06,2.2982580037664784,0.008434248510077973,-2.818755053118026
5.07869848748677e-06,2.2789449112978524,0.00940850700872807,-2.004318416706259
5.121376626037079e-06,2.259953703703703,0.021636472067832504,-0.49767381645437675
5.164054764587388e-06,2.2412764003673096,0.042219952175187515,-0.5925147284724327
5.206732903137697e-06,2.222905282331512,0.023966420577700532,-0.41836399606365077
5.249411041688006e-06,2.20483288166215,0.011714437257402947,1.8556158129595626
5.292089180238315e-06,2.1870519713261647,0.039913061029206734,1.166248252854487
5.334767318788624e-06,2.1695555555555557,0.02176291061801705,1.2677791488830281
5.377445457338933e-06,2.152336860670194,0.012192649059853233,-2.6443393000183484
5.420123595889242e-06,2.1353893263342085,0.005287136259645383,-0.6339719393704393
5.462801734439551e-06,2.1187065972222223,0.03255506310179955,0.8598590775450771
5.50547987298986e-06,2.1022825150732123,0.006222767493153303,0.5153976905438663
5.548158011540169e-06,2.0861111111111112,0.02141055171316287,2.8675665800843273
5.590836150090478e-06,2.070186598812553,0.015421240133518364,2.2172217562597636
5.633514288640787e-06,2.054503367003367,0.04501885942982274,1.1399372760308526
5.676192427191096e-06,2.0390559732664997,0.013667065178201996,-0.7723899312728514
5.718870565741405e-06,2.023839137645108,0.02307342785165607,-0.9697843574530461
5.761548704291714e-06,2.008847736625514,0.035107929191202134,-0.8655363377993143
5.804226842842023e-06,1.994076797385621,0.019159758160874552,-1.351618876782683
5.846904981392332e-06,1.9795214922952147,0.014640363212338811,-0.4663423856089302
5.889583119942641e-06,1.9651771336553945,0.017516381298709884,-0.3759347577452468
5.93226125849295e-06,1.9510391686650679,0.008252681176213217,0.07507117775713353
5.974939397043259e-06,1.9371031746031746,0.006265960211197764,-2.2016453645107528
6.017617535593568e-06,1.923364854215918,0.022867528728754964,2.5443636381334245
6.060295674143877e-06,1.9098200312989044,0.01279673648447492,0.543065814995199
6.102973812694186e-06,1.8964646464646464,0.025695570826570258,0.6851733104944696
6.1456519512444945e-06,1.8832947530864197,0.003569149468308028,2.716816241536279
6.188330089794804e-06,1.8703065134099615,0.034246103282626006,1.8077872180520311
6.2310082283451125e-06,1.857496194824962,0.011699702109519735,2.976844829942231
6.273686366895422e-06,1.8448601662887376,0.03458172908576298,-1.8560066350332278
6.3163645054457304e-06,1.8323948948948952,0.03902352839130561,-1.4076420611431926
6.35904264399604e-06,1.820096942580164,0.009876990698701045,-0.9949321452860024
6.401720782546349e-06,1.8079629629629625,0.028983419552874437,-0.8207857869562991
6.444398921096658e-06,1.795989698307579,0.03382730424391017,-1.4480006329312047
6.487077059646967e-06,1.784173976608187,0.014665247844909959,-2.6108697279272515
6.529755198197276e-06,1.7725127087872186,0.022801346293045716,1.4490673756168528
6.572433336747585e-06,1.7610028860028857,0.026410974568210885,1.2294161522817386
6.615111475297894e-06,1.749641577060932,0.018128806456296116,1.578184179886431
6.657789613848203e-06,1.7384259259259256,0.015356587775518682,1.74601622077185
6.700467752398512e-06,1.7273531493276715,0.007470789763827086,1.1153398785804178
6.743145890948821e-06,1.7164205344585088,0.015422310843729784,-1.4387976335978616
6.7858240294991295e-06,1.7056254367575123,0.01623161465824099,0.4905242597689221
6.828502168049439e-06,1.6949652777777777,0.014534160737921627,-0.4575029156899916
6.8711803065997475e-06,1.6844375431331955,0.011271906168184928,0.04049459639503322
6.913858445150057e-06,1.674039780521262,0.022128164918368335,-1.91250694459588
6.9565365837003654e-06,1.6637695978186777,0.004500215651202286,-0.7969926292609519
6.999214722250675e-06,1.6536246612466123,0.011496464544943257,-2.4225160873443388
7.041892860800983e-06,1.6436026936026937,0.016176346543232724,-1.994218639902955
7.084570999351293e-06,1.6337014725568941,0.00965814361368939,3.0283726548770957
7.127249137901601e-06,1.6239188290086495,0.0233031359199021,2.3795151468256064
7.169927276451911e-06,1.6142526455026454,0.042851451546975526,-0.5177362732000438
7.212605415002219e-06,1.6047008547008548,0.018151490236373954,-0.007638343704451677
7.255283553552529e-06,1.5952614379084964,0.006845565741132252,-2.528369027721985
7.297961692102838e-06,1.5859324236517218,0.020442879623025996,1.5579267767728244
7.340639830653147e-06,1.5767118863049094,0.02772723731026377,1.2702511747457124
7.383317969203456e-06,1.5675979447655748,0.01712881476270336,-2.795562115083218
7.4259961077537646e-06,1.558588761174968,0.022581778130900267,2.617130378287746
