,room1,room1,room1,room2,room2,room2,
 ,temp,rh,ah,temp,rh,ah,
2022/04/01 00:00,10.9,0.89,0.00721,25.0,0.5,0.00988,
2022/04/01 00:10,10.705,0.893,0.00714,22.089,0.488,0.00808,
2022/04/01 00:20,10.488,0.897,0.00706,21.267,0.487,0.00765,
2022/04/01 00:30,10.272,0.9,0.00699,20.697,0.487,0.00739,
2022/04/01 00:40,10.055,0.903,0.00691,20.273,0.488,0.00721,
2022/04/01 00:50,9.838,0.907,0.00683,19.94,0.49,0.00709,
2022/04/01 01:00,9.622,0.91,0.00676,19.668,0.492,0.007,
2022/04/01 01:10,9.45,0.91,0.00668,19.437,0.494,0.00692,
2022/04/01 01:20,9.283,0.91,0.00661,19.233,0.496,0.00686,
2022/04/01 01:30,9.117,0.91,0.00654,19.047,0.497,0.0068,
2022/04/01 01:40,8.95,0.91,0.00646,18.871,0.498,0.00674,
2022/04/01 01:50,8.783,0.91,0.00639,18.702,0.499,0.00668,
2022/04/01 02:00,8.617,0.91,0.00631,18.535,0.5,0.00662,
2022/04/01 02:10,8.345,0.916,0.00624,18.368,0.5,0.00655,
2022/04/01 02:20,8.062,0.923,0.00616,18.198,0.5,0.00649,
2022/04/01 02:30,7.778,0.93,0.00609,18.024,0.5,0.00642,
2022/04/01 02:40,7.495,0.936,0.00601,17.847,0.501,0.00635,
2022/04/01 02:50,7.212,0.943,0.00594,17.667,0.5,0.00627,
2022/04/01 03:00,6.928,0.949,0.00587,17.484,0.5,0.0062,
2022/04/01 03:10,6.795,0.949,0.00581,17.3,0.5,0.00613,
2022/04/01 03:20,6.678,0.947,0.00575,17.119,0.5,0.00605,
2022/04/01 03:30,6.562,0.946,0.00569,16.938,0.5,0.00598,
2022/04/01 03:40,6.445,0.944,0.00564,16.757,0.5,0.00591,
2022/04/01 03:50,6.328,0.942,0.00558,16.576,0.499,0.00584,
2022/04/01 04:00,6.212,0.94,0.00553,16.394,0.499,0.00577,
2022/04/01 04:10,5.99,0.942,0.00545,16.209,0.499,0.00569,
2022/04/01 04:20,5.757,0.944,0.00537,16.02,0.498,0.00562,
2022/04/01 04:30,5.523,0.946,0.0053,15.827,0.498,0.00555,
2022/04/01 04:40,5.29,0.947,0.00522,15.632,0.498,0.00548,
