temp,rh,miu,pv,phi,dphi,crow,lam,dw,dp,ldml,ldmg,ldtg
20.0,0.0034000000000000037,-769626.3759664637,7.951932580251546,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,2.2401476850078064e-12,2.466943023862616e-8
20.0,0.003500000000000001,-765701.3844022665,8.185812950258937,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,2.3060343816256813e-12,2.5364126173013863e-8
20.0,0.003600000000000003,-761886.9708170836,8.41969332026634,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,2.371921078243559e-12,2.6057952493833038e-8
20.0,0.0037000000000000045,-758177.0749737,8.653573690273742,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,2.4378077748614364e-12,2.675093336332097e-8
20.0,0.003800000000000003,-754566.1215737236,8.887454060281136,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,2.503694471479312e-12,2.7443091637157227e-8
20.0,0.0038999999999999994,-751048.9698593676,9.121334430288526,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,2.569581168097186e-12,2.8134448967662664e-8
20.0,0.004000000000000002,-747620.8695969407,9.35521480029593,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,2.6354678647150643e-12,2.8825025896407755e-8
20.0,0.004100000000000005,-744277.4224962444,9.589095170303334,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,2.7013545613329433e-12,2.9514841937554818e-8
20.0,0.004200000000000002,-741014.548279674,9.822975540310727,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,2.767241257950818e-12,3.0203915653065353e-8
20.0,0.004300000000000002,-737828.4547443658,10.056855910318124,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,2.833127954568694e-12,3.0892264720741137e-8
20.0,0.0044000000000000055,-734715.6112664446,10.29073628032553,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,2.8990146511865737e-12,3.157990599593272e-8
20.0,0.004500000000000003,-731672.7252831191,10.524616650332923,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,2.9649013478044486e-12,3.226685556763567e-8
20.0,0.004600000000000004,-728696.7213598236,10.758497020340325,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.030788044422326e-12,3.295312880959849e-8
20.0,0.004700000000000004,-725784.7225087564,10.992377390347722,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.0966747410402024e-12,3.363874042698416e-8
20.0,0.004799999999999999,-722934.0334743483,11.226257760355107,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.1625614376580745e-12,3.432370449905924e-8
20.0,0.004900000000000002,-720142.1257422643,11.460138130362512,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.2284481342759535e-12,3.5008034518324205e-8
20.0,0.005000000000000006,-717406.6240629761,11.694018500369921,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.2943348308938332e-12,3.5691743426447916e-8
20.0,0.0051000000000000064,-714725.2943099067,11.92789887037732,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.36022152751171e-12,3.637484364732679e-8
20.0,0.005200000000000003,-712096.0325166321,12.16177924038471,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.4261082241295847e-12,3.7057347117550075e-8
20.0,0.0053000000000000035,-709516.8549583572,12.39565961039211,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.4919949207474616e-12,3.773926531452087e-8
20.0,0.0054000000000000055,-706985.8891605266,12.629539980399512,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.557881617365339e-12,3.842060928245403e-8
20.0,0.005500000000000007,-704501.3657324801,12.863420350406914,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.6237683139832163e-12,3.9101389656447916e-8
20.0,0.0056000000000000025,-702061.6109369386,13.097300720414301,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.68965501060109e-12,3.9781616684804904e-8
20.0,0.005700000000000001,-699665.0399171666,13.331181090421696,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.755541707218966e-12,4.046130024975719e-8
20.0,0.005799999999999999,-697310.1505131703,13.565061460429089,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.821428403836841e-12,4.114044988673757e-8
20.0,0.005900000000000002,-694995.5176065055,13.798941830436494,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.887315100454719e-12,4.181907480232112e-8
20.0,0.005999999999999998,-692719.7879403838,14.032822200443885,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,3.953201797072594e-12,4.249718389094988e-8
20.0,0.0061000000000000065,-690481.6753679272,14.266702570451303,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.019088493690476e-12,4.3174785750542834e-8
20.0,0.006200000000000001,-688279.9564868007,14.500582940458687,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.0849751903083495e-12,4.385188869708111e-8
20.0,0.006300000000000005,-686113.466623117,14.734463310466095,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.1508618869262285e-12,4.452850077825326e-8
20.0,0.006400000000000004,-683981.0961316128,14.96834368047349,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.216748583544104e-12,4.520462978623266e-8
20.0,0.006499999999999998,-681881.7869826676,15.202224050480874,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.282635280161976e-12,4.588028326965721e-8
20.0,0.006600000000000003,-679814.5296098876,15.436104420488286,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.348521976779857e-12,4.655546854487117e-8
20.0,0.006700000000000004,-677778.3599947412,15.669984790495684,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.414408673397734e-12,4.723019270648532e-8
20.0,0.006800000000000002,-675772.3569671713,15.903865160503079,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.4802953700156095e-12,4.7904462637307244e-8
20.0,0.0069000000000000025,-673795.6397032666,16.13774553051048,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.546182066633487e-12,4.857828501768674e-8
20.0,0.007000000000000009,-671847.365402974,16.37162590051789,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.612068763251367e-12,4.9251666334319645e-8
20.0,0.0071000000000000065,-669926.727132531,16.605506270525282,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.677955459869242e-12,4.992461288854833e-8
20.0,0.007200000000000007,-668032.9518177912,16.83938664053268,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.743842156487118e-12,5.0597130804194866e-8
20.0,0.007300000000000005,-666165.2983759553,17.073267010540075,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.809728853104993e-12,5.126922603495841e-8
20.0,0.00740000000000001,-664323.0559744075,17.307147380547484,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.875615549722873e-12,5.194090437140763e-8
20.0,0.007500000000000004,-662505.5424064192,17.54102775055487,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,4.941502246340747e-12,5.2612171447594695e-8
20.0,0.0076,-660712.1025744312,17.77490812056226,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.007388942958621e-12,5.328303274731702e-8
20.0,0.007700000000000009,-658942.1070724779,18.00878849056968,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.073275639576503e-12,5.39534936100489e-8
20.0,0.007800000000000007,-657194.9508600751,18.24266886057707,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.139162336194378e-12,5.462355923656491e-8
20.0,0.007900000000000008,-655470.0520205797,18.47654923058447,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.2050490328122545e-12,5.529323469427556e-8
20.0,0.008000000000000004,-653766.8505976483,18.71042960059186,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.270935729430129e-12,5.5962524922291934e-8
20.0,0.00810000000000001,-652084.8075039695,18.944309970599274,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.33682242604801e-12,5.6631434736237734e-8
20.0,0.00820000000000001,-650423.403496952,19.17819034060667,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.4027091226658866e-12,5.729996883282299e-8
20.0,0.00830000000000001,-648782.1382164946,19.41207071061407,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.468595819283764e-12,5.796813179419532e-8
20.0,0.008399999999999998,-647160.5292803816,19.64595108062144,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.534482515901632e-12,5.863592809208092e-8
20.0,0.008500000000000002,-645558.1114332068,19.87983145062885,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.600369212519511e-12,5.9303362091729e-8
20.0,0.008600000000000005,-643974.4357450734,20.11371182063625,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.6662559091373894e-12,5.997043805566944e-8
20.0,0.0087,-642409.0688566132,20.34759219064364,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.732142605755263e-12,6.063716014729687e-8
20.0,0.008800000000000004,-640861.5922671522,20.581472560651047,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.798029302373142e-12,6.130353243428948e-8
20.0,0.008899999999999998,-639331.6016630939,20.81535293065843,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.863915998991015e-12,6.196955889187184e-8
20.0,0.009,-637818.7062838267,21.049233300665833,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.929802695608893e-12,6.263524340593228e-8
20.0,0.009099999999999997,-636322.5283226655,21.283113670673224,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,5.995689392226768e-12,6.330058977600043e-8
20.0,0.009200000000000002,-634842.7023605312,21.516994040680633,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.061576088844647e-12,6.396560171809483e-8
20.0,0.009300000000000003,-633378.8748302436,21.750874410688034,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.127462785462524e-12,6.463028286744601e-8
20.0,0.0094,-631930.703509464,21.984754780695425,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.1933494820803984e-12,6.529463678110307e-8
20.0,0.0095,-630497.8570404666,22.218635150702823,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.259236178698276e-12,6.595866694042885e-8
20.0,0.009600000000000008,-629080.0144750557,22.45251552071024,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.325122875316156e-12,6.662237675349027e-8
20.0,0.0097,-627676.8648430626,22.68639589071762,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.391009571934028e-12,6.728576955734877e-8
20.0,0.009800000000000003,-626288.1067429719,22.920276260725025,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.456896268551907e-12,6.794884862025703e-8
20.0,0.009900000000000008,-624913.4479533306,23.154156630732434,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.522782965169787e-12,6.861161714376495e-8
20.0,0.010000000000000004,-623552.6050636837,23.38803700073982,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.58866966178766e-12,6.92740782647413e-8
20.0,0.010100000000000003,-622205.3031238733,23.62191737074722,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.654556358405537e-12,6.993623505731449e-8
20.0,0.010200000000000006,-620871.2753106143,23.855797740754625,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.7204430550234155e-12,7.059809053473599e-8
20.0,0.01030000000000001,-619550.2626103347,24.089678110762033,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.786329751641295e-12,7.125964765117099e-8
20.0,0.010399999999999998,-618242.0135173397,24.323558480769403,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.852216448259164e-12,7.192090930341946e-8
20.0,0.010500000000000006,-616946.283746417,24.55743885077682,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.918103144877045e-12,7.258187833257142e-8
20.0,0.010599999999999998,-615662.8359590648,24.7913192207842,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,6.983989841494917e-12,7.324255752559796e-8
20.0,0.010699999999999996,-614391.4395025715,25.02519959079159,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.049876538112792e-12,7.390294961688376e-8
20.0,0.010800000000000002,-613131.8701612342,25.259079960799006,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.115763234730674e-12,7.456305728970118e-8
20.0,0.010899999999999998,-611883.9099190405,25.492960330806394,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.181649931348546e-12,7.522288317763006e-8
20.0,0.011000000000000005,-610647.3467331877,25.726840700813806,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.247536627966428e-12,7.588242986592586e-8
20.0,0.011100000000000007,-609421.9743178505,25.96072107082121,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.313423324584306e-12,7.654169989283724e-8
20.0,0.011200000000000005,-608207.5919376462,26.194601440828603,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.37931002120218e-12,7.720069575087681e-8
20.0,0.011300000000000003,-607004.0042102778,26.428481810835997,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.445196717820056e-12,7.785941988804633e-8
20.0,0.011400000000000002,-605811.0209178742,26.66236218084339,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.511083414437932e-12,7.85178747090183e-8
20.0,0.011500000000000002,-604628.4568265666,26.89624255085079,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.576970111055809e-12,7.917606257627638e-8
20.0,0.01160000000000001,-603456.1315138778,27.130122920858206,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.64285680767369e-12,7.983398581121602e-8
20.0,0.011700000000000012,-602293.869203518,27.36400329086561,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.708743504291568e-12,8.049164669520705e-8
20.0,0.011800000000000005,-601141.498607213,27.59788366087299,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.77463020090944e-12,8.114904747061997e-8
20.0,0.011900000000000003,-599998.8527732047,27.831764030880386,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.840516897527316e-12,8.180619034181793e-8
20.0,0.012000000000000009,-598865.7689410913,28.0656444008878,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.906403594145196e-12,8.246307747611451e-8
20.0,0.012100000000000003,-597742.0884026916,28.299524770895182,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,7.97229029076307e-12,8.311971100469991e-8
20.0,0.012200000000000003,-596627.6563686348,28.53340514090258,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.038176987380946e-12,8.377609302353715e-8
20.0,0.012299999999999995,-595522.3218403951,28.76728551090996,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.104063683998816e-12,8.443222559422783e-8
20.0,0.012400000000000013,-594425.9374875082,29.0011658809174,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.169950380616706e-12,8.508811074485076e-8
20.0,0.012500000000000016,-593338.3595297191,29.235046250924807,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.235837077234584e-12,8.57437504707722e-8
20.0,0.0126,-592259.4476238246,29.468926620932166,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.301723773852449e-12,8.639914673543181e-8
20.0,0.01270000000000001,-591189.0647549884,29.70280699093959,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.367610470470332e-12,8.705430147110285e-8
20.0,0.012799999999999997,-590127.0771323204,29.936687360946955,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.4334971670882e-12,8.770921657962755e-8
20.0,0.012899999999999998,-589073.3540885163,30.170567730954357,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.499383863706078e-12,8.836389393313142e-8
20.0,0.013000000000000008,-588027.7679833751,30.404448100961776,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.565270560323961e-12,8.90183353747137e-8
20.0,0.013100000000000007,-586990.1941110111,30.638328470969174,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.631157256941836e-12,8.967254271911728e-8
20.0,0.013200000000000009,-585960.5106105952,30.872208840976576,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.697043953559715e-12,9.032651775337845e-8
20.0,0.0133,-584938.5983804645,31.106089210983953,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.762930650177586e-12,9.098026223745626e-8
20.0,0.013399999999999997,-583924.3409954488,31.339969580991344,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.828817346795461e-12,9.163377790484362e-8
20.0,0.013500000000000003,-582917.6246272697,31.573849950998756,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.894704043413341e-12,9.228706646315961e-8
20.0,0.013600000000000017,-581918.3379678788,31.807730321006186,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,8.960590740031225e-12,9.29401295947245e-8
20.0,0.013700000000000014,-580926.3721556028,32.04161069101358,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,9.026477436649102e-12,9.359296895711784e-8
20.0,0.013800000000000005,-579941.6207039742,32.27549106102096,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,9.092364133266974e-12,9.424558618372031e-8
20.0,0.013899999999999997,-578963.9794331321,32.509371431028335,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,9.158250829884844e-12,9.489798288423998e-8
20.0,0.014000000000000007,-577993.3464036817,32.743251801035754,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,9.224137526502725e-12,9.555016064522297e-8
20.0,0.014100000000000015,-577029.621852907,32.97713217104317,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,9.29002422312061e-12,9.620212103054969e-8
20.0,0.014200000000000015,-576072.7081332386,33.21101254105057,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,9.355910919738485e-12,9.685386558191734e-8
20.0,0.014300000000000009,-575122.5096528791,33.444892911057956,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,9.421797616356358e-12,9.750539581930862e-8
20.0,0.014400000000000001,-574178.9328184987,33.67877328106533,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,9.487684312974228e-12,9.815671324144723e-8
20.0,0.014499999999999997,-573241.8859799133,33.91265365107272,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,9.553571009592105e-12,9.880781932624073e-8
20.0,0.014599999999999998,-572311.2793766629,34.14653402108012,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,9.61945770620998e-12,9.945871553121125e-8
20.0,0.014699999999999996,-571387.025086415,34.38041439108752,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,9.685344402827856e-12,1.001094032939143e-7
20.0,0.014799999999999995,-570469.0369751152,34.61429476109492,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,9.751231099445733e-12,1.0075988403234651e-7
20.0,0.014900000000000002,-569557.2306488178,34.84817513110233,0.0,0.0,1300.758,11.11111111111111,0.0,3.814445156746236e-8,0.0,9.817117796063612e-12,1.014101591453419e-7
