period_days,w01_o01_kyoto,w01_o01_okinawa,w01_o02_kyoto,w01_o02_okinawa,w01_o03_kyoto,w01_o03_okinawa,w01_o04_kyoto,w01_o04_okinawa,w01_o05_kyoto,w01_o05_okinawa,w02_o01_kyoto,w02_o01_sapporo,w02_o02_kyoto,w02_o02_sapporo,w02_o03_kyoto,w02_o03_sapporo,w02_o04_kyoto,w02_o04_sapporo,w02_o05_kyoto,w02_o05_sapporo,w04_o01_kyoto,w04_o01_sapporo,w04_o02_kyoto,w04_o02_sapporo,w04_o03_kyoto,w04_o03_sapporo,w04_o04_kyoto,w04_o04_sapporo,w04_o05_kyoto,w04_o05_sapporo,w05_o01_kyoto,w05_o01_sapporo,w05_o02_kyoto,w05_o02_sapporo,w05_o03_kyoto,w05_o03_sapporo,w05_o04_kyoto,w05_o04_sapporo,w05_o05_kyoto,w05_o05_sapporo
0.1,0.03139825422770388,0.09697105870284534,0.033813389283556705,0.09174647296491176,0.048462256307891194,0.09546281786511683,0.02051354624558776,0.02429539268168623,0.03187639382206865,0.0940261231173503,0.11115544971009135,0.08518739885754027,0.0732525723172172,0.0631853552056867,0.20743001929178062,0.16416328694424961,0.012629196361993993,0.011097256136492104,0.149558776468471,0.10960926569198495,0.07390275095716178,0.07437208642457505,0.05693484620072803,0.06024594761080185,0.12745416068484552,0.09723814908208435,0.010500513263768274,0.011814291332045717,0.09376685296338487,0.0803903064157041,0.0414104312186115,0.07754917467406126,0.04893828614498011,0.07817505091760167,0.07239733551725176,0.08880641256244055,0.05760065347625833,0.07849893118923838,0.04668966726616979,0.07851572146709436
0.2,0.019963201813296978,0.0827145587168093,0.020142614488285766,0.07865731435764996,0.04779849157672922,0.08190097691753623,0.007776652944929127,0.01741850238747563,0.02667429035180311,0.08101826625819263,0.09670121578766279,0.08116372292224364,0.052940427656663645,0.0473858207573984,0.2518638741033357,0.2232898262755997,0.013106148081921305,0.013811660452398046,0.15397932241634207,0.13098045552765858,0.06171566154234782,0.05907506151531519,0.04075873332742897,0.04313169982069894,0.15255731730993027,0.12035737250577506,0.006199670836315967,0.007415309966455611,0.09394248162351411,0.07800178730492459,0.04062348157601905,0.05934614218984467,0.0344181185183301,0.05631735643720703,0.1163827238536017,0.09992886570910942,0.03909414065640755,0.05559633936938121,0.06443663004552962,0.06916573422068285
0.5,0.014155673815809065,0.0669310442350173,0.01232968024885253,0.0628534446667882,0.04167037985287021,0.07670650772364156,0.0076360694134855085,0.010125379307999527,0.0219887445733984,0.0701675587352117,0.09455125591742346,0.10974542443036159,0.04176466553559945,0.06178640504581747,0.3141927393166732,0.29999419228297286,0.024726252439106602,0.03125439292594335,0.17785496957688635,0.17730022220189895,0.06269124297123245,0.07470844813765479,0.03995165005309521,0.047598383539415604,0.16645600657629803,0.17444602183207025,0.025794634093749852,0.026992597546789284,0.09789646404213793,0.11145152792292763,0.05377763127999645,0.07022683801988788,0.028336171689617225,0.052242591313159344,0.18814450775340455,0.1738772590631158,0.029772544953011973,0.04743569217729427,0.10189883638980445,0.10433280426273667
1.0,0.02124756217459213,0.06683252771867956,0.015049741636738749,0.06400391417787216,0.07093745614704204,0.08557017057471576,0.010599472492989597,0.01194093750478272,0.03695476465813566,0.06708704254413189,0.18414757357494682,0.1998987841563877,0.07019904118539648,0.09307182307699557,0.47961465795645153,0.4786251203386289,0.026783383672927295,0.034722089617404875,0.31249518355986755,0.31961017534449593,0.10507815579122763,0.13172706310739835,0.06081552168019638,0.0801018218146385,0.2787634611092813,0.2872293240077474,0.041098289554935594,0.04473605603575181,0.17060019424379225,0.1930213647575417,0.10409247990049955,0.10945854390933889,0.04105701829673676,0.06961572668878088,0.31772244940926586,0.2828755429583608,0.03391236577662135,0.06049153813564143,0.18872615287457356,0.1734341634382876
2.0,0.0715438000406444,0.11062139787336406,0.03554230828439556,0.09021803382899134,0.22465179128362495,0.2413826960747905,0.018343337052413408,0.018925697474960115,0.12640115749482148,0.1482805286128121,0.41098427722828085,0.3771074367238431,0.17585778346137387,0.1634942434673414,0.7591578036142334,0.7232396882815678,0.032911530686489596,0.03841467476404246,0.5936993159854603,0.5534659863042262,0.29335012931794613,0.2625741748356244,0.15252528080972383,0.1502460709725691,0.5851949788506647,0.5272330965486864,0.07150093325139553,0.07586020377431035,0.4288478245514585,0.38047504020791456,0.20756960807466954,0.17858795411024114,0.08354096634963785,0.09741830314117683,0.5195048961748379,0.4484329771141886,0.056652676404924954,0.08457640831370378,0.346048048227935,0.2905645548016047
7.0,0.16820271269644566,0.18702840633687803,0.061240083410232585,0.11218341496007472,0.5062033561655523,0.45833949312639916,0.025947637666095237,0.01928007414380542,0.3076016261534845,0.28831316329057843,0.483483505977791,0.5180736445124816,0.21727723151951642,0.2688938287878116,0.8002836716678416,0.8172089285079165,0.03439411057118594,0.05039874639420846,0.6582520892355723,0.6839713426114051,0.4225343722228238,0.5072079520075321,0.19768732469327058,0.30499446940118025,0.761307512810504,0.8033160459345821,0.0845531735510486,0.12176933029959987,0.6006341949405818,0.6644185716342349,0.3087874114399818,0.2999817036593271,0.1530968242664404,0.20336848693815004,0.6452005494494321,0.6191411995531794,0.13691354473304868,0.1915134907352261,0.4723231864595017,0.44436808465687483
14.0,0.2249107723130681,0.4060210352047475,0.11042714361400419,0.2490719206939766,0.5968559506955741,0.7346248870691682,0.032903016677227274,0.022920112776322207,0.3823893296649206,0.5589251278681606,0.46472352367574754,0.5358262553223034,0.2053578918625291,0.3131923579583139,0.7902540187208166,0.8182458719544562,0.03863172168024789,0.048279077811842847,0.6442813537354092,0.6877757816921143,0.45044369743002105,0.5782995126796006,0.22420965270821994,0.370028253550602,0.7815415156087591,0.8323105137852452,0.08657132144604895,0.10517799155054375,0.6257628146768724,0.7172325025398694,0.3184363455544525,0.4115043986105847,0.2072949278953485,0.37080218082113686,0.6762004993797219,0.6912319739021993,0.29872922719093364,0.40118853164242063,0.49578272663459355,0.5399666727532545
30.0,0.5780106274615723,0.6326870214883779,0.3124527539234788,0.4445188912181924,0.9206005452227073,0.8955469546713507,0.02769680155178928,0.012833626795484228,0.7733332790385301,0.7805291794330417,0.7190063153133491,0.7715278336493064,0.5005251905387652,0.6111937627976295,0.9106761164035696,0.9079617186015755,0.03193971296010266,0.03886757011672412,0.8308200178894405,0.8473577630750972,0.7327371268257831,0.8227064445515195,0.5108464055956874,0.6664998832333675,0.9241836304726444,0.9465796005551572,0.06502342443619108,0.09092217929739618,0.8446082669207466,0.8977805192880841,0.8470464990413975,0.849930835652718,0.7724439915905047,0.8696121790539076,0.9623168448770493,0.9092582084227363,0.734829753549798,0.9428573346310559,0.912257054645839,0.862770889420328
90.0,0.8891750510743479,0.806088206320835,0.6703981096464248,0.6970383267329281,1.0189610160689127,0.9114350818226905,0.1581193094311182,0.06938441805252434,0.9659335226854944,0.8569639871025326,0.9937794074654895,0.9359381132212998,0.8594582794899812,0.8689368611787054,1.0590129366419805,0.9691771428317805,0.1690647475419588,0.2102409845722927,1.0362068228624612,0.952621173398489,0.9977721352531016,0.937826226604484,0.8614952300261899,0.8816591949910508,1.0763087014070098,0.969951930356884,0.17452845460897579,0.2249638046556465,1.0448873755169787,0.9526356827617868,1.1137739248032066,1.035353829267207,1.131645227292866,1.0685950563915196,1.1065173360875924,1.0097016324661496,1.1559581727273431,1.2443031551456931,1.1086434886427892,1.017723585967994
365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
