period_days,w01_o01_kyoto,w01_o01_okinawa,w01_o02_kyoto,w01_o02_okinawa,w01_o03_kyoto,w01_o03_okinawa,w01_o04_kyoto,w01_o04_okinawa,w01_o05_kyoto,w01_o05_okinawa,w02_o01_kyoto,w02_o01_sapporo,w02_o02_kyoto,w02_o02_sapporo,w02_o03_kyoto,w02_o03_sapporo,w02_o04_kyoto,w02_o04_sapporo,w02_o05_kyoto,w02_o05_sapporo,w04_o01_kyoto,w04_o01_sapporo,w04_o02_kyoto,w04_o02_sapporo,w04_o03_kyoto,w04_o03_sapporo,w04_o04_kyoto,w04_o04_sapporo,w04_o05_kyoto,w04_o05_sapporo,w05_o01_kyoto,w05_o01_sapporo,w05_o02_kyoto,w05_o02_sapporo,w05_o03_kyoto,w05_o03_sapporo,w05_o04_kyoto,w05_o04_sapporo,w05_o05_kyoto,w05_o05_sapporo
0.1,0.0015139418948456,0.0012147648420087,0.0015356807283854,0.0012206060626634,0.0015091778185489,0.0012182316732756,0.0015286748628079,0.001209814992747,0.0015091778185489,0.0012076929825546,0.0015139418948456,0.0017954317231885,0.0015103367672643,0.0017954317231885,0.0015154730875447,0.0017954317231885,0.0015259013635234,0.0017954317231885,0.0015139418948456,0.0017954317231885,0.0015103367672643,0.0017954317231885,0.0015251153550697,0.0017954317231885,0.0015112625810863,0.0017954317231885,0.0015263374388769,0.0017954317231885,0.0015086518333633,0.0017954317231885,0.0015197322235076,0.0017954317231885,0.0015197322235076,0.0017954317231885,0.0015197322235076,0.0017954317231885,0.0015197322235076,0.0017954317231885,0.0015197322235076,0.0017954317231885
0.2,0.0059465062038608,0.0029731835103473,0.0057637200157769,0.0029719871209972,0.005975518812689,0.0029581706879326,0.0058870433032364,0.0029682601447431,0.005975518812689,0.0028846403416405,0.0059465062038608,0.0069738491024551,0.005966422562357,0.0069738491024551,0.0059353358429408,0.0069738491024551,0.0059504248633403,0.0069738491024551,0.0059465062038608,0.0069738491024551,0.005966422562357,0.0069738491024551,0.005966001986031,0.0069738491024551,0.0059977804505316,0.0069738491024551,0.0059330618156036,0.0069738491024551,0.005983348971018,0.0069738491024551,0.0058024713515141,0.0069738491024551,0.0058024713515141,0.0069738491024551,0.0058024713515141,0.0069738491024551,0.0058024713515141,0.0069738491024551,0.0058024713515141,0.0069738491024551
0.5,0.0309464632535219,0.009974284830076,0.0321340762356411,0.0099135541618684,0.030566802794737,0.0098431538280384,0.0315070785949834,0.0111165078913809,0.030566802794737,0.0096275285568151,0.0309464632535219,0.0299312496143299,0.0306964099948552,0.0299312496143299,0.031065624871804,0.0299312496143299,0.0290052765864502,0.0299312496143299,0.0309464632535219,0.0299312496143299,0.0306964099948552,0.0299312496143299,0.0291495134280678,0.0299312496143299,0.0300196022612653,0.0299312496143299,0.0288612891385968,0.0299312496143299,0.0304346273069406,0.0299312496143299,0.0277104324662365,0.0299312496143299,0.0277104324662365,0.0299312496143299,0.0277104324662365,0.0299312496143299,0.0277104324662365,0.0299312496143299,0.0277104324662365,0.0299312496143299
1.0,0.0478537601734468,0.0197529867724286,0.0517562287927004,0.0196766913501886,0.047014576961346,0.019587487063791,0.0492769845514381,0.0184695936786982,0.047014576961346,0.0193800696668993,0.0478537601734468,0.0464255122486869,0.0472913261982162,0.0464255122486869,0.0481377533685518,0.0464255122486869,0.044517436846024,0.0464255122486869,0.0478537601734468,0.0464255122486869,0.0472913261982162,0.0464255122486869,0.0446796359877816,0.0464255122486869,0.04596283501272,0.0464255122486869,0.0443765608970565,0.0464255122486869,0.0467420986464431,0.0464255122486869,0.0440473368766689,0.0464255122486869,0.0440473368766689,0.0464255122486869,0.0440473368766689,0.0464255122486869,0.0440473368766689,0.0464255122486869,0.0440473368766689,0.0464255122486869
2.0,0.0728889534234452,0.0416888559739046,0.0728769311263735,0.0416842435112981,0.0728871290207115,0.0416783192975718,0.0728889946354467,0.0416786451275464,0.0728871290207115,0.0416555579406369,0.0728889534234452,0.0861582442800574,0.0728878377660717,0.0861582442800574,0.0728893454389899,0.0861582442800574,0.072877472004551,0.0861582442800574,0.0728889534234452,0.0861582442800574,0.0728878377660717,0.0861582442800574,0.0728779565909788,0.0861582442800574,0.0728835223712042,0.0861582442800574,0.0728771805783665,0.0861582442800574,0.0728863317180505,0.0861582442800574,0.0729780422018409,0.0861582442800574,0.0729780422018409,0.0861582442800574,0.0729780422018409,0.0861582442800574,0.0729780422018409,0.0861582442800574,0.0729780422018409,0.0861582442800574
7.0,0.139292899256526,0.0947845274496648,0.1393692658235929,0.0946758232645946,0.1392399953602091,0.0945643167803968,0.1393510623458159,0.0959591210970416,0.1392399953602091,0.0942740219164911,0.139292899256526,0.1699862686750657,0.13925928564838,0.1699862686750657,0.139307219590731,0.1699862686750657,0.138914574426733,0.1699862686750657,0.139292899256526,0.1699862686750657,0.13925928564838,0.1699862686750657,0.1389537891010698,0.1699862686750657,0.1391463201368734,0.1699862686750657,0.1388732594348752,0.1699862686750657,0.1392190516789827,0.1699862686750657,0.1326884906907713,0.1699862686750657,0.1326884906907713,0.1699862686750657,0.1326884906907713,0.1699862686750657,0.1326884906907713,0.1699862686750657,0.1326884906907713,0.1699862686750657
14.0,0.1415807500927726,0.1133331195127895,0.1412343481401258,0.113388224207932,0.1416578431702135,0.1134433600030824,0.1414538987761406,0.1117380157783071,0.1416578431702135,0.1135892223187511,0.1415807500927726,0.1751230070874765,0.1416320924099427,0.1751230070874765,0.1415551773970798,0.1751230070874765,0.1419416273444585,0.1751230070874765,0.1415807500927726,0.1751230070874765,0.1416320924099427,0.1751230070874765,0.1419160166240618,0.1751230070874765,0.1417611675929561,0.1751230070874765,0.1419671540851318,0.1751230070874765,0.1416836348085711,0.1751230070874765,0.152926148594805,0.1751230070874765,0.152926148594805,0.1751230070874765,0.152926148594805,0.1751230070874765,0.152926148594805,0.1751230070874765,0.152926148594805,0.1751230070874765
30.0,0.1377512639266391,0.0760422650689298,0.1376676025469022,0.0760587291333603,0.1377645123201263,0.0760753972618308,0.1377251795496232,0.0754538040158355,0.1377645123201263,0.0761212518008978,0.1377512639266391,0.1503509491297236,0.1377603261969129,0.1503509491297236,0.1377463914259742,0.1503509491297236,0.1377942278480518,0.1503509491297236,0.1377512639266391,0.1503509491297236,0.1377603261969129,0.1503509491297236,0.1377929589901712,0.1503509491297236,0.1377789206646603,0.1503509491297236,0.1377951780534006,0.1503509491297236,0.1377684662355018,0.1503509491297236,0.1393151788720149,0.1503509491297236,0.1393151788720149,0.1503509491297236,0.1393151788720149,0.1503509491297236,0.1393151788720149,0.1503509491297236,0.1393151788720149,0.1503509491297236
90.0,1.6950168250480515,0.7613832032844332,1.69492662732035,0.7613478752572573,1.6950342513589602,0.7613127382947557,1.694986173219914,0.7620996908682458,1.6950342513589602,0.7612244363516084,1.6950168250480515,1.891371145933168,1.6950285347653735,1.891371145933168,1.695010832537673,1.891371145933168,1.6950906462757065,1.891371145933168,1.6950168250480515,1.891371145933168,1.6950285347653735,1.891371145933168,1.6950860931410006,1.891371145933168,1.695056189551083,1.891371145933168,1.6950950705650178,1.891371145933168,1.6950398753934264,1.891371145933168,1.6974045567375529,1.891371145933168,1.6974045567375529,1.891371145933168,1.6974045567375529,1.891371145933168,1.6974045567375529,1.891371145933168,1.6974045567375529,1.891371145933168
365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
