period_days,w01_o01_kyoto,w01_o01_okinawa,w01_o02_kyoto,w01_o02_okinawa,w01_o03_kyoto,w01_o03_okinawa,w01_o04_kyoto,w01_o04_okinawa,w01_o05_kyoto,w01_o05_okinawa,w02_o01_kyoto,w02_o01_sapporo,w02_o02_kyoto,w02_o02_sapporo,w02_o03_kyoto,w02_o03_sapporo,w02_o04_kyoto,w02_o04_sapporo,w02_o05_kyoto,w02_o05_sapporo,w04_o01_kyoto,w04_o01_sapporo,w04_o02_kyoto,w04_o02_sapporo,w04_o03_kyoto,w04_o03_sapporo,w04_o04_kyoto,w04_o04_sapporo,w04_o05_kyoto,w04_o05_sapporo,w05_o01_kyoto,w05_o01_sapporo,w05_o02_kyoto,w05_o02_sapporo,w05_o03_kyoto,w05_o03_sapporo,w05_o04_kyoto,w05_o04_sapporo,w05_o05_kyoto,w05_o05_sapporo
0.1,0.2179896286753182,0.5704772571431046,0.20915419622853534,0.575627337130191,0.21659538879527235,0.5571554042121412,0.21634450952881257,0.6006862348806861,0.21672536943916268,0.5832578048119561,0.3733810616070243,0.5845616966838623,0.38047040464204074,0.5918704996007428,0.4194020164599938,0.5822391854032913,0.3806224583386011,0.5961697014930274,0.3816836002608488,0.5791891869985762,0.3186888285643983,0.5411363631763099,0.3271502707009318,0.5401839554079636,0.3031823366510888,0.5468003825150348,0.33598587462680973,0.5398771177309387,0.3046729865385132,0.5426454398906214,0.16963620166096371,0.5863860252932973,0.1708037188793621,0.589778547169419,0.1686496753360565,0.5726970188842132,0.17125320633526625,0.5912543295175745,0.1684918531870029,0.5816177927521029
0.2,0.16961452824847845,0.5439069224036229,0.16874335015737285,0.5529855004312613,0.16220464401929172,0.5330272418731119,0.1730789117792878,0.564216723559871,0.16608946059061697,0.564034054751589,0.21776968247712158,0.34154893406629105,0.22164920879274308,0.36001412428511387,0.34137704042938843,0.394250294324848,0.23800901546945652,0.3759789211036606,0.2533723661295737,0.3436879528813739,0.17645581772508476,0.3107966827616421,0.18143128779977172,0.31049721161136085,0.21821288601180758,0.33081839173853184,0.1884840322755732,0.31120367860778114,0.17967140577377932,0.31491340781026594,0.2512656838040327,0.43039161215047594,0.25469541670244794,0.43380259051729,0.24340911093185394,0.4185622056216255,0.25633983698149165,0.43536709464803736,0.24743914712220896,0.42594807642200844
0.5,0.3357128166134478,0.41528208610647216,0.33816361235689035,0.42219449735326525,0.33025067224772064,0.41628487188997676,0.33990558247738245,0.41668074872734207,0.33335123493562197,0.4441924952846682,0.3156582020289179,0.3520799382678373,0.33852776074086705,0.37281917025577643,0.37676612093527523,0.4254603486376124,0.35880501153304073,0.394239857855483,0.3206587930588473,0.362236370295034,0.1921832706011271,0.2502264806223386,0.19353862576995184,0.24935189261674234,0.24977194713364145,0.317712250298401,0.19900182536409528,0.25182891153630005,0.2040750910562784,0.26565169621572493,0.49895090583985036,0.5295055043648975,0.5021994063371299,0.5296508685482098,0.49259692641518665,0.5308167508772119,0.5037872758855828,0.529778332308028,0.495494485029742,0.5295852038444329
1.0,0.5149568714736977,0.594882664740881,0.512708957545065,0.5931515270525871,0.5119468098500194,0.5899124702166181,0.5194960505473648,0.6263872223131943,0.513568499698376,0.5792616338586938,0.478975486734132,0.5455684716339858,0.49946012292332026,0.5546209015031164,0.5236426359932892,0.5972876857923823,0.5323704747263701,0.5668911779514998,0.4831142286768873,0.5548041716686026,0.33153593162020467,0.41487766421875666,0.3436801471895792,0.4042788671771922,0.405553048608426,0.5024972834947412,0.350676608450411,0.40389827012721996,0.3530818267662031,0.44213033622203407,0.6966642826234143,0.7107209589185577,0.7018171522588252,0.7093660936975825,0.688274404773193,0.7182321426693253,0.7045580198191009,0.7088794099920229,0.6918096018565286,0.7129637750161215
2.0,0.8636434950116186,0.887126411523447,0.8611813830212388,0.8799873260086541,0.8746396217907348,0.9110131477527436,0.8602726975431676,0.8873886987294396,0.8674062438164072,0.8942020516470961,0.852132058438471,0.877079979402783,0.8492882783423232,0.8735846627694309,0.8701196735289933,0.8928659023765944,0.8481883452332224,0.8722380607415475,0.8574323290253215,0.882203339234153,0.7860005219781256,0.8175868379100223,0.7608991082989506,0.7933621219725598,0.8530920532242356,0.8795376910681392,0.749150779349076,0.7822280454471627,0.8150495321658634,0.8446349896259876,0.931759588716528,0.9432871853482743,0.9292048172700846,0.9397923059418377,0.9394073407438676,0.9526867393923107,0.9280031037600395,0.9380946886579784,0.9348547319034016,0.9472816801272953
7.0,0.9739952166822015,1.0106263872536694,0.9742879759058781,0.9989963564728891,0.9806580730428772,1.0422752310173,0.972982374199693,1.0024420098394005,0.9760479229437036,1.0220733388538754,1.01330188091259,0.9825616313270495,1.0131452477342346,0.9846726947372887,1.0090165967861116,0.981050591083698,1.0132283157759219,0.9850694376659932,1.0120059082128692,0.9811086104829405,1.0168792837087703,0.968491807933275,1.0116488213037822,0.9727222188387682,1.0240963765847453,0.9667560313278021,1.0096563060348962,0.9739815530687848,1.0212746339486602,0.9655866418906743,0.9965586966032922,0.9991342200916415,0.996359293955579,0.997975950000397,0.9977377397444737,0.9999431767718111,0.9965942203794544,0.9972046827797463,0.9971196066361392,0.9998252963594191
14.0,0.9956160772276132,1.0428539833997441,0.9955910715583457,1.0370144302183752,0.9985992735627743,1.0450215206626585,0.995433143604595,1.0338324141680502,0.9966208334831668,1.0481849947623858,1.000575476739112,0.9961253142407579,1.0004792902027035,0.9970445519241525,0.9994297207587692,0.9952186719639878,1.000441067790767,0.9969869767330308,1.000278317787726,0.9954670086374632,1.0032580157115465,0.9892876504129927,0.999328224739756,0.9938122119438355,1.0073649544061505,0.9858724167021683,0.996194184320521,0.9956751711707437,1.0064614892828005,0.986222036936001,1.0092960302062437,1.0013070916389584,1.0064151163529762,1.0009420248470595,1.0146881096926508,1.000920243824662,1.0052884259911448,1.0005797464087034,1.0121844251027252,1.0013041507349947
30.0,1.0024590711105075,1.0420673424929938,1.0005612557106744,1.0367220076234056,1.0038347563997396,1.036169005815296,0.9987516471107423,1.0332076653831308,1.003760505338511,1.0423054282775606,1.0142787642592774,1.0188326859140533,1.011956264519471,1.0193038489531963,1.0117904815274403,1.0136820844097458,1.0072657694430434,1.017795181930214,1.0139300111730125,1.0169861312857686,1.0203379464111808,1.0308189274435364,1.0177736608709738,1.0318241335557032,1.016732536224901,1.021423730889009,1.0116447126940833,1.03014421483769,1.0196298836686433,1.0273188207489785,1.0101089014860836,1.015281949518117,1.0084068457994873,1.013707351934448,1.010597892507733,1.0162388340906696,1.0069661968580945,1.0126428447932811,1.010761476784917,1.016186937889784
90.0,1.0002090778542772,1.0010970018638896,1.0001903814749935,1.0009283853610935,1.0002433368949704,1.0010507353268217,0.9999938226965116,0.99984043831942,1.0002310166246045,1.001089496306411,1.0014638960480764,1.0030444168395367,1.0014137875754636,1.0028608423403562,1.0010767883061809,1.0023157537045144,1.0002924588974444,1.0015865280357519,1.0013268998321545,1.002809756061048,1.001625804955237,1.0040283614567258,1.0015661553157267,1.00386357929633,1.0012470722064004,1.0030440784913373,1.000378126858732,1.0024354516512417,1.0015023254804671,1.003702489997715,1.0001470702229494,1.00123560263894,1.0000953422093366,1.0012326688156004,1.0001706694707502,1.0011414017909712,1.000048446176074,1.00119947882634,1.0001650753803502,1.00120837878325
365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
