Frequency (Hz),Period (Day),Amplitude,Phase (radians)
0.00011574074074074075,0.1,0.00012684860358370297,0.8085209975626919
5.787037037037037e-05,0.2,0.000409694604561621,-2.097162939119787
2.3148148148148147e-05,0.5,0.0015259736490428318,-1.7133195922381061
1.1574074074074073e-05,1.0,0.0025469022069540812,1.5646257794922074
5.787037037037037e-06,2.0,0.0038507770350148553,1.2577068977694779
1.6534391534391535e-06,7.0,0.0057810823633318,-0.8976525871377177
8.267195767195768e-07,14.0,0.004775644962659562,-1.537907674195678
3.8580246913580245e-07,30.0,0.005468088535735562,1.3527767511301931
1.286008230452675e-07,90.0,0.0117834207078525,2.516349981742506
3.1709791983764586e-08,365.0,,
