Time [s],Time [day],Original,Reconstructed
2750400.0,31.833333333333332,14.219,14.218999999999996
2751000.0,31.84027777777778,14.107,14.106999999999998
2751600.0,31.84722222222222,14.001,14.000999999999992
2752200.0,31.854166666666668,13.896,13.895999999999994
2752800.0,31.86111111111111,13.79,13.78999999999999
2753400.0,31.868055555555557,13.685,13.684999999999993
2754000.0,31.875,13.58,13.580000000000004
2754600.0,31.881944444444443,13.497,13.496999999999991
2755200.0,31.88888888888889,13.418,13.41799999999999
2755800.0,31.895833333333332,13.34,13.339999999999995
2756400.0,31.90277777777778,13.261,13.260999999999985
2757000.0,31.90972222222222,13.182,13.181999999999995
2757600.0,31.916666666666668,13.104,13.103999999999989
2758200.0,31.92361111111111,13.067,13.066999999999993
2758800.0,31.930555555555557,13.039,13.038999999999993
2759400.0,31.9375,13.009,13.008999999999997
2760000.0,31.944444444444443,12.98,12.979999999999992
2760600.0,31.95138888888889,12.951,12.950999999999986
2761200.0,31.958333333333332,12.921,12.920999999999998
2761800.0,31.96527777777778,12.837,12.83699999999999
2762400.0,31.97222222222222,12.742,12.742
2763000.0,31.979166666666668,12.647,12.646999999999995
2763600.0,31.98611111111111,12.553,12.55299999999999
2764200.0,31.993055555555557,12.458,12.457999999999995
2764800.0,32.0,12.364,12.363999999999997
2765400.0,32.00694444444444,12.236,12.236
2766000.0,32.013888888888886,12.103,12.103000000000007
2766600.0,32.020833333333336,11.97,11.970000000000002
2767200.0,32.02777777777778,11.837,11.837000000000003
2767800.0,32.03472222222222,11.703,11.70299999999999
2768400.0,32.041666666666664,11.57,11.57
2769000.0,32.048611111111114,11.47,11.47
2769600.0,32.05555555555556,11.376,11.376000000000003
2770200.0,32.0625,11.281,11.280999999999986
2770800.0,32.06944444444444,11.187,11.186999999999987
2771400.0,32.076388888888886,11.092,11.09199999999999
2772000.0,32.083333333333336,10.998,10.997999999999998
2772600.0,32.09027777777778,10.915,10.915000000000003
2773200.0,32.09722222222222,10.835,10.834999999999997
2773800.0,32.104166666666664,10.754,10.753999999999996
2774400.0,32.111111111111114,10.674,10.673999999999985
2775000.0,32.11805555555556,10.594,10.593999999999998
2775600.0,32.125,10.514,10.513999999999989
2776200.0,32.13194444444444,10.469,10.469000000000001
2776800.0,32.138888888888886,10.43,10.430000000000001
2777400.0,32.145833333333336,10.391,10.390999999999998
2778000.0,32.15277777777778,10.352,10.351999999999997
2778600.0,32.15972222222222,10.314,10.313999999999993
2779200.0,32.166666666666664,10.275,10.274999999999999
2779800.0,32.173611111111114,10.226,10.225999999999999
2780400.0,32.18055555555556,10.174,10.173999999999989
2781000.0,32.1875,10.122,10.121999999999998
2781600.0,32.19444444444444,10.07,10.069999999999993
