  , room1 , room1 , room1 , wall1_IP , wall1_IP , wall1_IP , wall1_IP , wall1_IP , wall1_IP , room2 , room2 , room2 , opening1 , opening1 , Heat source , Moisture source , 
  , temp , rh , ah , temp , rh , ah , Hw , Jwv , Jwl , temp , rh , ah , Hv , Jv , Hin , Jin , 
2022/04/01 00:00,10.899999999999977,0.89,0.007207052131432167,20.0,0.5000000000000001,0.00726237937927264,21294.00000000005,9.510673262647074e-5,-0.0,25.0,0.5,0.009881917493743442,17.442783653305014,2.7453306080458094e-5,0.0,0.0,
2022/04/01 00:10,10.704999999999984,0.8931553863155036,0.007138542145736819,17.77052479827603,0.510179007300529,0.006438196642700589,16533.32802796594,-0.0012055938474617354,-0.0,21.69920425913358,0.48777650976874787,0.007873452045072182,4.792343779017301,5.4922116989219365e-6,0.0,0.0,
2022/04/01 00:20,10.488333333333344,0.8966009447742909,0.007062437435064047,17.095621241746244,0.5255043463589274,0.006353869753768842,15461.053705686187,-0.0012200590092886778,-0.0,20.67202081674759,0.4874276795563504,0.007381304083151249,2.079327817844387,7.850563446935865e-7,0.0,0.0,
2022/04/01 00:30,10.271666666666647,0.8999800626499029,0.0069863511344108635,16.596657339459682,0.539827937219894,0.006323250110859401,14800.4781743357,-0.001141965254902104,-0.0,19.976029982714238,0.4894441682111442,0.007096640114421257,0.7191938872028913,-1.5536777274326765e-6,0.0,0.0,
2022/04/01 00:40,10.055000000000007,0.9032897234745965,0.006910283237097894,16.176941685044483,0.552612018723134,0.006301994674098311,14325.343543004072,-0.0010477316433385726,-0.0,19.468710865677053,0.49258743762447826,0.006918834576453921,0.05576324118374032,-2.6696786098189706e-6,0.0,0.0,
2022/04/01 00:50,9.83833333333331,0.9065268214437884,0.006834233736448995,15.804539977484637,0.5639096837201057,0.00627937103911268,13960.923547314107,-0.0009558595768775417,-0.0,19.078942755040657,0.4961510624663819,0.006800442373857985,-0.22035330649896423,-3.1060947224758147e-6,0.0,0.0,
2022/04/01 01:00,9.62166666666667,0.9096881589769366,0.006758202625791256,15.464398011867956,0.5738914654455024,0.006252464831015026,13671.991347771009,-0.0008713749875559403,-0.0,18.764702481300617,0.49970312683393847,0.006715089775737466,-0.28113867963611483,-3.1660219285789646e-6,0.0,0.0,
2022/04/01 01:10,9.449999999999989,0.9102288412444732,0.006683813541073127,15.156139830172663,0.5827355896234975,0.006224040774414655,13352.367202604057,-0.0007923078460359915,-0.0,18.501080446378182,0.5029959297800086,0.006647991422953911,-0.2335958531448341,-3.026693083103409e-6,0.0,0.0,
2022/04/01 01:20,9.28333333333336,0.9103916562999764,0.0066096224189567095,14.871842431853793,0.5905575422942226,0.006192851872088678,13077.111290537812,-0.0007183242842700522,-0.0,18.27179179291892,0.5059016045670326,0.00659031688020173,-0.1258913216934161,-2.7838137981577444e-6,0.0,0.0,
2022/04/01 01:30,9.116666666666674,0.910455806617813,0.006535448805397032,14.604378583105927,0.5974772520019513,0.00615785368824716,12841.24588446785,-0.0006509165936602852,-0.0,18.064642862107803,0.5083758231634707,0.006536352601347711,0.005893648874916835,-2.502135790885871e-6,0.0,0.0,
2022/04/01 01:40,8.949999999999989,0.910418760162141,0.006461292694196993,14.350140574395425,0.6036075240647526,0.006119214951267303,12636.32894408532,-0.0005897958988608445,-0.0,17.87153173439424,0.5104251652343804,0.006482883019144313,0.14079040103024454,-2.2182797023127685e-6,0.0,0.0,
2022/04/01 01:50,8.78333333333336,0.910277931651821,0.0063871540791624135,14.106575333591309,0.6090459154530375,0.006077265778667803,12456.3862806036,-0.0005343949582497873,-0.0,17.687025288813004,0.5120835752976253,0.00642820006151105,0.2676606456657282,-1.9514422297135645e-6,0.0,0.0,
2022/04/01 02:00,8.616666666666674,0.9100306814810156,0.006313032954102036,13.871747820637268,0.613875555627243,0.006032357220317268,12296.889900291188,-0.0004841102996598408,-0.0,17.50748970436399,0.5133973947716173,0.006371509341410767,0.3813242292585528,-1.7102876061983333e-6,0.0,0.0,
2022/04/01 02:10,8.345000000000027,0.9161042155180134,0.006238412617889525,13.625920072568476,0.618190894301818,0.005977890695903316,12357.35296981017,-0.00044944129851528554,-0.0,17.327047122016666,0.5144271627169243,0.006311294547570173,0.47526269903846696,-1.5344259452759875e-6,0.0,0.0,
2022/04/01 02:20,8.061666666666667,0.9228497469333844,0.006163752606979033,13.372938738954531,0.6221646619473176,0.005917374566062892,12428.3766491536,-0.00042513236522772875,-0.0,17.142060453177407,0.5152416762094191,0.006247074910770947,0.5433443264155358,-1.4080102847623647e-6,0.0,0.0,
2022/04/01 02:30,7.778333333333308,0.929551935526227,0.006089110339188881,13.11905448952615,0.6258775256016655,0.005854228715613851,12497.28750549125,-0.00040538390023962714,-0.0,16.95325936605593,0.5158913625826135,0.006179889349913494,0.5919694750396047,-1.316144573940004e-6,0.0,0.0,
2022/04/01 02:40,7.4950000000000045,0.9362059610129019,0.006014485808194781,12.865162464440687,0.6293737880398603,0.005789348967323771,12566.180166791195,-0.0003886516422840638,-0.0,16.761040454230738,0.5164157030200361,0.00611047692356099,0.6259575833473718,-1.2500215305574644e-6,0.0,0.0,
