åé,ì˙,éû,ãCâ∑,ê‚ëŒéºìx,êÑíËì˙éÀó ,â∫å¸Ç´ëÂãCï˙éÀ,ìÏñkïó,ìåêºïó,ãCà≥,ç~êÖó ,ïóë¨,ïóå¸,ëæózçÇìx,ëæózï˚à ,ñ@ê¸ñ íºíBì˙éÀó ,êÖïΩñ ìVãÛì˙éÀó ,ñÈä‘ï˙éÀ
2,7,4,-11.089443,0.972293,0.000000,0.623188,0.148514,2.502831,101836.920746,0.000000,2.502831,270.000000,-36.100900,76.474107,0.000000,0.000000,0.339515
2,7,5,-10.491982,0.975232,0.000000,0.639781,-0.022427,2.854227,101872.360809,0.001796,2.854227,270.000000,-25.277977,87.693072,0.000000,0.000000,0.331732
2,7,6,-10.463602,0.942880,0.000000,0.673087,-0.066075,2.949447,101862.167219,0.023059,2.949447,270.000000,-14.361190,97.811636,0.000000,0.000000,0.298845
2,7,7,-9.829609,0.985615,0.004538,0.726853,-0.235390,2.904435,101854.681637,0.046386,2.904435,270.000000,-3.700046,107.728980,0.000000,0.004538,0.254496
2,7,8,-8.902718,1.184827,0.198367,0.819821,-0.672625,2.502703,101873.197619,0.330423,2.569598,292.500000,6.369613,118.129757,0.363929,0.157992,0.175418
2,7,9,-7.200935,1.205472,0.618146,0.879317,-1.190589,2.744518,101936.306828,0.294754,2.991223,292.500000,15.450052,129.608521,0.769622,0.413120,0.141810
2,7,10,-6.474870,1.115490,0.992012,0.871995,-2.016023,3.165565,101971.933748,0.106535,3.696099,292.500000,23.031035,142.665067,0.867851,0.652483,0.160328
2,7,11,-6.245349,1.155584,1.250351,0.874651,-2.418891,3.223224,101935.369173,0.191068,3.989578,315.000000,28.487492,157.537551,0.928749,0.807369,0.161231
2,7,12,-6.350914,1.127244,1.621142,0.897566,-2.589948,3.083992,101903.170381,0.235143,4.012082,315.000000,31.189168,173.901609,1.652696,0.765268,0.136677
2,7,13,-6.442650,1.152697,1.506311,0.907452,-2.753795,3.046501,101844.930792,0.250499,4.101429,315.000000,30.745713,190.738328,1.332078,0.825314,0.125371
2,7,14,-6.523547,1.124689,1.119627,0.890083,-2.614938,2.995118,101945.517223,0.188268,3.966909,315.000000,27.225394,206.763659,0.453524,0.912143,0.141487
2,7,15,-6.699960,1.131345,0.902280,0.875172,-2.596955,2.709496,101950.270635,0.132429,3.752228,315.000000,21.113247,221.135319,0.926890,0.568403,0.153670
2,7,16,-7.086731,1.184611,0.540578,0.884415,-1.991679,2.365508,101967.161094,0.169320,3.080996,315.000000,13.057891,233.714367,1.037865,0.306087,0.138466
2,7,17,-7.692221,1.183239,0.117682,0.881529,-1.273376,2.176309,101963.622740,0.214366,2.497947,292.500000,3.657418,244.838505,0.466632,0.087915,0.132072
2,7,18,-8.102656,1.188221,0.000000,0.865979,-0.590710,1.849680,102043.381427,0.181337,1.934936,292.500000,-6.612352,255.042850,0.000000,0.000000,0.141369
2,7,19,-8.315916,1.174878,0.000000,0.846630,-0.493987,1.996522,102065.176780,0.147556,2.033586,292.500000,-17.377009,264.941566,0.000000,0.000000,0.157479
2,7,20,-8.505087,1.185703,0.000000,0.824520,-0.359562,1.954447,102088.953897,0.150894,1.954447,270.000000,-28.305732,275.260958,0.000000,0.000000,0.176724
2,7,21,-8.818717,1.211654,0.000000,0.848310,-0.057193,1.874956,102119.818563,0.309945,1.874956,270.000000,-39.026744,286.999693,0.000000,0.000000,0.148196
2,7,22,-9.083836,1.210156,0.000000,0.802156,-0.006370,1.466209,102061.722245,0.224761,1.466209,270.000000,-48.980849,301.729223,0.000000,0.000000,0.190358
2,7,23,-9.931592,1.070590,0.000000,0.731251,0.361757,1.727402,102047.502200,0.004482,1.734350,247.500000,-57.140310,321.829198,0.000000,0.000000,0.248579
2,8,0,-9.752764,1.168047,0.000000,0.787419,0.000336,0.884030,102201.121037,0.112442,0.884030,270.000000,-61.400640,313.059400,0.000000,0.000000,0.195076
2,8,1,-10.506009,1.275872,0.000000,0.861334,-0.671995,-0.239058,102201.944029,0.940341,0.712326,22.500000,-60.628228,18.988843,0.000000,0.000000,0.109971
2,8,2,-11.462909,1.251897,0.000000,0.779856,-0.140731,0.344422,102184.887531,0.306998,0.372060,292.500000,-54.887057,44.129671,0.000000,0.000000,0.177371
2,8,3,-12.757134,1.077199,0.000000,0.686546,-0.124116,0.510669,102224.938169,0.000000,0.519294,292.500000,-46.119785,62.461450,0.000000,0.000000,0.251884
2,8,4,-13.269657,1.044047,0.000000,0.704113,0.266845,0.645706,102203.161796,0.000000,0.698672,247.500000,-35.897330,76.178484,0.000000,0.000000,0.226951
2,8,5,-13.391622,1.040645,0.000000,0.719604,0.628631,0.501261,102196.971444,0.006931,0.798955,225.000000,-25.081993,87.421866,0.000000,0.000000,0.209712
2,8,6,-13.715922,1.001770,0.000000,0.737004,0.714334,-0.053170,102351.783265,0.003861,0.714334,180.000000,-14.162998,97.560341,0.000000,0.000000,0.187681
2,8,7,-13.732231,0.995578,0.005215,0.766626,1.049712,0.282939,102373.282177,0.000000,1.078083,202.500000,-3.491795,107.493664,0.000000,0.005215,0.157826
2,8,8,-12.017381,1.121864,0.246707,0.840763,1.173829,0.308935,102458.772603,0.000000,1.202701,202.500000,6.594587,117.909682,0.920094,0.141040,0.108377
2,8,9,-9.873224,1.158959,0.688274,0.822066,0.690730,-0.450553,102453.406125,0.000000,0.810570,157.500000,15.697193,129.408236,1.187397,0.367020,0.158633
2,8,10,-8.624835,1.126148,1.226392,0.755752,0.547531,-1.179002,102364.616780,0.000000,1.298787,112.500000,23.303410,142.496685,1.927002,0.464070,0.243681
2,8,11,-7.708215,1.041953,1.615874,0.760387,0.527405,-1.449557,102379.171517,0.000000,1.541046,112.500000,28.783405,157.420970,2.204748,0.554289,0.252971
2,8,12,-6.950652,1.020100,2.229466,0.761178,0.226152,-1.427703,102326.020071,0.000000,1.427703,90.000000,31.499945,173.857707,2.973861,0.675631,0.263798
2,8,13,-6.685667,1.007369,2.167072,0.780259,0.220029,-1.972700,102227.157930,0.000000,1.972700,90.000000,31.057147,190.775337,2.966966,0.636436,0.248803
2,8,14,-6.538015,0.980166,1.534752,0.791194,0.329438,-2.070958,102288.900675,0.000000,2.070958,90.000000,27.523809,206.870563,2.167688,0.533026,0.240152
2,8,15,-6.162880,1.045718,1.138812,0.781250,0.528688,-1.693348,102251.712681,0.000000,1.766770,112.500000,21.390921,221.291117,2.301714,0.299309,0.255913
2,8,16,-6.684906,1.158191,0.660039,0.780021,0.467239,-1.346694,102231.929816,0.000000,1.422988,112.500000,13.313609,233.900756,2.014145,0.196220,0.249053
2,8,17,-8.007113,1.289740,0.149730,0.777169,0.621958,-0.837619,102238.563465,0.000000,1.032077,135.000000,3.894170,245.044834,0.613035,0.108097,0.231632
2,8,18,-9.470689,1.231781,0.000000,0.732925,1.126587,0.065965,102243.093366,0.000000,1.126587,180.000000,-6.389439,255.265264,0.000000,0.000000,0.253786
2,8,19,-9.811377,1.156934,0.000000,0.731458,1.327873,0.524236,102300.467595,0.000000,1.427411,202.500000,-17.161566,265.180758,0.000000,0.000000,0.250163
2,8,20,-9.761960,1.118458,0.000000,0.764747,1.216068,0.272335,102235.974349,0.000000,1.227718,202.500000,-28.090049,275.519947,0.000000,0.000000,0.217611
2,8,21,-10.174883,1.056023,0.000000,0.746685,0.929607,-0.280926,102263.016678,0.000000,0.966351,157.500000,-38.801030,287.280142,0.000000,0.000000,0.229528
2,8,22,-10.590043,1.033923,0.000000,0.753939,0.890103,-0.382093,102226.776245,0.000000,0.968569,157.500000,-48.732642,302.020217,0.000000,0.000000,0.216124
2,8,23,-10.630614,1.071105,0.000000,0.839628,0.463328,-0.389951,102134.039682,0.000000,0.603360,135.000000,-56.857933,322.074430,0.000000,0.000000,0.129834
2,9,0,-10.797375,1.098320,0.000000,0.836769,0.920242,-0.423112,102172.953315,0.000000,1.012111,157.500000,-61.086845,313.132570,0.000000,0.000000,0.130232
2,9,1,-10.535166,1.144230,0.000000,0.807027,0.923766,-0.526771,102126.453372,0.000000,1.055035,157.500000,-60.324078,18.816246,0.000000,0.000000,0.163847
2,9,2,-10.378846,1.191247,0.000000,0.817547,0.716665,-0.566430,102130.096890,0.000000,0.907285,135.000000,-54.621795,43.829309,0.000000,0.000000,0.155640
2,9,3,-11.143431,1.158678,0.000000,0.768457,0.774872,0.037345,102065.780899,0.000000,0.774872,180.000000,-45.889668,62.145754,0.000000,0.000000,0.193453
2,9,4,-10.511602,1.144881,0.000000,0.760758,0.807824,1.162868,101962.741768,0.000000,1.393490,225.000000,-35.687839,75.883216,0.000000,0.000000,0.210464
2,9,5,-10.095389,1.162680,0.000000,0.760020,0.373504,1.449258,101892.118345,0.000000,1.481874,247.500000,-24.880350,87.150286,0.000000,0.000000,0.217373
2,9,6,-10.140394,1.011565,0.000000,0.753374,-0.249240,1.410067,101925.365807,0.000000,1.410067,270.000000,-13.959368,97.308360,0.000000,0.000000,0.223351
2,9,7,-9.966113,0.978589,0.006066,0.773168,-0.502693,1.010053,101954.073866,0.000000,1.125540,292.500000,-3.278268,107.257572,0.000000,0.006066,0.206148
2,9,8,-9.320345,0.989119,0.182005,0.805847,-0.557315,0.733732,101892.410963,0.000000,0.912908,315.000000,6.824732,117.688908,0.126545,0.166968,0.183116
2,9,9,-8.195910,1.003653,0.512907,0.821983,0.213275,0.000097,101920.812114,0.000000,0.213275,180.000000,15.949439,129.207543,0.244474,0.445728,0.183948
2,9,10,-7.388675,0.883901,0.864707,0.821071,0.287684,-0.265833,101809.042914,0.000000,0.391395,135.000000,23.580825,142.328534,0.566904,0.637922,0.197175
2,9,11,-6.388026,0.949893,1.077799,0.844022,0.546134,-0.275808,101727.321646,0.000000,0.610109,157.500000,29.084190,157.305769,0.549951,0.810470,0.189646
2,9,12,-5.342876,0.987344,1.290826,0.976574,0.347168,-0.085567,101678.070267,0.025764,0.353486,157.500000,31.815185,173.816801,0.414712,1.072198,0.073389
2,9,13,-4.771794,1.146042,1.173469,0.994410,0.408625,-0.498664,101608.852772,0.020107,0.641551,135.000000,31.372319,190.816933,0.304612,1.014889,0.064538
2,9,14,-4.625418,1.335884,0.885689,1.007609,-0.015526,-0.533834,101653.854636,0.059565,0.533834,90.000000,27.825050,206.983028,0.160990,0.810543,0.053651
2,9,15,-5.156732,1.429490,0.651059,1.008908,-0.885000,-0.478405,101668.353997,0.074276,1.000711,22.500000,21.670556,221.452725,0.214644,0.571797,0.043978
2,9,16,-5.653692,1.685522,0.365464,1.005356,-0.465425,-0.139964,101691.815884,0.172769,0.483559,22.500000,13.570629,234.092778,0.144823,0.331482,0.039742
2,9,17,-6.253181,1.780362,0.072055,1.001095,-0.178263,0.559180,101650.610992,0.156458,0.584833,292.500000,4.131809,245.256505,0.000000,0.072055,0.034665
2,9,18,-6.485261,1.732787,0.000000,1.002338,-0.321102,0.653774,101720.340611,0.134225,0.726889,292.500000,-6.165831,255.492777,0.000000,0.000000,0.029824
2,9,19,-6.690999,1.715292,0.000000,0.999840,-0.526942,0.719410,101587.265496,0.152132,0.881304,315.000000,-16.945413,265.424913,0.000000,0.000000,0.029140
2,9,20,-7.043012,1.745800,0.000000,0.994698,-0.432954,0.518651,101478.187251,0.149319,0.672886,315.000000,-27.873439,275.783866,0.000000,0.000000,0.028856
2,9,21,-7.063316,1.752826,0.000000,0.992354,0.082249,0.885274,101623.893572,0.128861,0.885274,270.000000,-38.573964,287.565529,0.000000,0.000000,0.030887
2,9,22,-7.109706,1.776347,0.000000,0.989104,-0.146114,0.917730,101505.256714,0.151417,0.917730,270.000000,-48.482444,302.316094,0.000000,0.000000,0.033424
2,9,23,-7.107689,1.767359,0.000000,0.992500,0.074938,0.989905,101396.636208,0.088917,0.989905,270.000000,-56.572758,322.324622,0.000000,0.000000,0.030059
2,10,0,-7.216112,1.722661,0.000000,1.001850,0.052444,0.916245,101480.995026,0.043283,0.916245,270.000000,-60.769342,313.211848,0.000000,0.000000,0.019044
2,10,1,-7.316967,1.743493,0.000000,0.992089,-0.106932,0.797464,101415.269214,0.057667,0.797464,270.000000,-60.014938,18.650890,0.000000,0.000000,0.027256
2,10,2,-7.853841,1.743405,0.000000,0.960123,0.078176,0.417244,101431.576867,0.085056,0.417244,270.000000,-54.350646,43.533814,0.000000,0.000000,0.051013
2,10,3,-7.427284,1.789489,0.000000,0.953940,0.002762,0.968187,101360.480297,0.053806,0.968187,270.000000,-45.653522,61.832140,0.000000,0.000000,0.063715
2,10,4,-7.724976,1.810269,0.000000,0.968333,-0.047729,0.272868,101363.644740,0.058435,0.272868,270.000000,-35.472517,75.588446,0.000000,0.000000,0.044769
2,10,5,-7.370608,1.807932,0.000000,0.963631,0.333815,0.717299,101368.106995,0.130681,0.790443,247.500000,-24.673133,86.878450,0.000000,0.000000,0.054892
2,10,6,-7.709865,1.807767,0.000000,0.939420,-0.344963,0.633265,101348.641990,0.048181,0.717072,292.500000,-13.750386,97.055787,0.000000,0.000000,0.073912
2,10,7,-7.884689,1.731429,0.007705,0.863111,0.035057,1.188584,101357.357541,0.013861,1.188584,270.000000,-3.059555,107.020776,0.000000,0.007705,0.147555
2,10,8,-7.070527,1.824349,0.213077,0.830388,-0.011024,0.895678,101391.503300,0.013861,0.895678,270.000000,7.059950,117.467489,0.228513,0.184991,0.192743
2,10,9,-4.914989,1.772351,0.632363,0.861428,-0.894201,0.618659,101402.343398,0.013861,1.069754,315.000000,16.206688,129.006476,0.907836,0.378983,0.195262
2,10,10,-3.804143,1.733315,0.977911,0.882941,-1.270792,0.377358,101394.216482,0.000000,1.318468,337.500000,23.863169,142.160630,0.751703,0.673807,0.191362
2,10,11,-2.728319,1.890929,1.208459,0.890235,-1.618315,0.776576,101385.682977,0.000000,1.792311,337.500000,29.389736,157.191959,0.444735,0.990207,0.201335
2,10,12,-1.609374,2.038906,1.518563,0.915180,-2.553620,1.282473,101229.418064,0.013861,2.850019,337.500000,32.134776,173.778907,1.174052,0.894070,0.194569
2,10,13,-1.531040,2.148707,1.636952,0.952750,-2.920124,2.024002,101217.494039,0.022556,3.496024,315.000000,31.691114,190.863135,1.617138,0.787405,0.158280
2,10,14,-1.864724,2.138142,1.226016,0.941846,-3.104060,1.806995,101254.433711,0.022556,3.559284,337.500000,28.129001,207.101056,0.911415,0.796322,0.163735
2,10,15,-1.634923,2.165999,1.021886,0.910820,-2.789353,1.337266,101274.363049,0.044589,3.088776,337.500000,21.952044,221.620116,1.220875,0.565486,0.198511
2,10,16,-2.146905,2.229163,0.631304,0.944813,-1.799829,0.951246,101249.941803,0.013861,2.026851,337.500000,13.828854,234.290380,1.384277,0.300430,0.156175
2,10,17,-3.399426,2.239150,0.145615,0.923735,-1.100935,0.891038,101286.841580,0.000000,1.408537,315.000000,4.370252,245.473442,0.445901,0.111637,0.157040
2,10,18,-4.209847,2.132310,0.000000,0.881365,-0.841332,1.418359,101377.319295,0.000000,1.632357,292.500000,-5.941591,255.725296,0.000000,0.000000,0.186480
2,10,19,-4.883635,2.051874,0.000000,0.885942,-0.187396,1.585013,101420.009471,0.006139,1.585013,270.000000,-16.728599,265.673919,0.000000,0.000000,0.171242
2,10,20,-5.399784,2.024813,0.000000,0.879674,0.080840,1.350048,101368.181153,0.037389,1.350048,270.000000,-27.655942,276.052578,0.000000,0.000000,0.169397
2,10,21,-6.034831,1.950553,0.000000,0.872473,0.138517,1.172445,101388.650029,0.068101,1.172445,270.000000,-38.345579,287.855686,0.000000,0.000000,0.166681
2,10,22,-6.744405,1.892799,0.000000,0.872717,0.418183,0.648591,101388.200767,0.152660,0.759252,247.500000,-48.230290,302.616635,0.000000,0.000000,0.155439
2,10,23,-6.822496,1.868057,0.000000,0.885550,0.763128,0.542510,101338.670462,0.280990,0.923225,225.000000,-56.284841,322.579503,0.000000,0.000000,0.141401
2,11,0,-7.168335,1.673452,0.000000,0.866899,0.754649,0.952631,101364.452907,0.162879,1.207229,225.000000,-60.448231,313.296964,0.000000,0.000000,0.154728
2,11,1,-7.103354,1.690541,0.000000,0.859182,0.625815,0.998411,101435.565794,0.044035,1.161901,247.500000,-59.700944,18.492655,0.000000,0.000000,0.163444
2,11,2,-7.309863,1.712115,0.000000,0.863854,0.388623,0.891789,101517.047797,0.121932,0.972625,247.500000,-54.073744,43.243269,0.000000,0.000000,0.155600
2,11,3,-7.836834,1.586032,0.000000,0.852548,0.814595,0.575409,101484.440729,0.266933,0.982881,225.000000,-45.411454,61.520755,0.000000,0.000000,0.158847
2,11,4,-7.970505,1.625893,0.000000,0.846176,0.759018,0.408956,101505.828938,0.000000,0.857742,202.500000,-35.251458,75.294311,0.000000,0.000000,0.163183
2,11,5,-8.412463,1.615054,0.000000,0.826285,0.654385,0.454884,101542.299084,0.022287,0.784372,225.000000,-24.460432,86.606470,0.000000,0.000000,0.176361
2,11,6,-8.706748,1.558238,0.000000,0.791147,0.423222,1.319262,101604.073036,0.013592,1.380799,247.500000,-13.536145,96.802711,0.000000,0.000000,0.207048
2,11,7,-8.346462,1.623862,0.009618,0.793231,0.541590,1.321489,101624.927729,0.006662,1.428154,247.500000,-2.835755,106.783343,0.000000,0.009618,0.210415
2,11,8,-6.666930,1.821419,0.233262,0.865220,0.303346,1.362698,101667.944807,0.035610,1.375054,247.500000,7.300138,117.245471,0.488041,0.171248,0.164133
2,11,9,-3.882574,2.087822,0.629574,0.855176,0.074877,1.224347,101743.124375,0.025356,1.224347,270.000000,16.468831,128.805064,0.555552,0.472078,0.217876
2,11,10,-1.189252,2.126604,1.179983,0.799045,-1.294781,2.060540,101726.333486,0.006931,2.399182,292.500000,24.150334,141.992990,1.392198,0.610390,0.317588
2,11,11,-0.542100,2.117374,1.361640,0.856033,-2.262046,2.543295,101737.024605,0.029486,3.397889,315.000000,29.699933,157.079550,1.074308,0.829366,0.271267
2,11,12,-0.861796,1.796771,1.594021,0.895758,-2.590687,2.679286,101891.541015,0.051274,3.726434,315.000000,32.458604,173.744039,1.253204,0.921438,0.226263
2,11,13,-0.983809,1.769799,1.538455,0.917742,-2.653816,2.509623,101860.360345,0.000000,3.651102,315.000000,32.013414,190.913957,1.244923,0.878499,0.202269
2,11,14,-1.119220,1.772068,1.142500,0.938083,-2.387336,2.242044,102000.358960,0.013861,3.273466,315.000000,28.435546,207.224645,0.412318,0.946167,0.179700
2,11,15,-0.942555,1.916260,0.896035,0.930462,-1.873673,1.444448,102050.066273,0.070713,2.346266,315.000000,22.235274,221.793260,0.452324,0.724871,0.190228
2,11,16,-1.621230,2.116478,0.594687,0.871581,-0.988277,0.620984,102090.346025,0.000000,1.150689,337.500000,14.088188,234.493504,1.014538,0.347733,0.237974
2,11,17,-3.680693,2.091041,0.100110,0.819408,-0.298560,1.065807,102169.479753,0.000000,1.098931,292.500000,4.609420,245.695565,0.007579,0.099501,0.256866
2,11,18,-4.790463,1.744478,0.000000,0.800828,0.645696,1.668752,102279.171496,0.000000,1.788823,247.500000,-5.716784,255.962723,0.000000,0.000000,0.257826
2,11,19,-5.261643,1.784346,0.000000,0.796965,0.699683,1.647723,102349.977509,0.000000,1.790055,247.500000,-16.511172,265.927662,0.000000,0.000000,0.254272
2,11,20,-5.268147,1.806960,0.000000,0.832623,0.692078,1.364505,102328.408094,0.000000,1.525485,247.500000,-27.437594,276.325948,0.000000,0.000000,0.218513
2,11,21,-5.372398,1.760664,0.000000,0.836792,0.416143,1.469324,102449.827275,0.000000,1.516730,247.500000,-38.115904,288.150440,0.000000,0.000000,0.212709
2,11,22,-6.188607,1.670703,0.000000,0.790468,0.713886,1.194464,102445.614303,0.000000,1.376733,247.500000,-47.976215,302.921621,0.000000,0.000000,0.246295
2,11,23,-7.170579,1.564193,0.000000,0.738250,1.153656,0.867947,102422.745720,0.000000,1.429489,225.000000,-55.994239,322.838810,0.000000,0.000000,0.283343
2,12,0,-8.901147,1.402965,0.000000,0.682458,1.098077,1.040216,102530.929577,0.000000,1.512001,225.000000,-60.123612,313.387654,0.000000,0.000000,0.312805
2,12,1,-9.946674,1.303837,0.000000,0.639290,0.931073,1.161215,102514.804232,0.000000,1.479471,225.000000,-59.382234,18.341414,0.000000,0.000000,0.340315
2,12,2,-10.329116,1.232254,0.000000,0.630037,1.183358,1.243521,102620.676325,0.000000,1.716063,225.000000,-53.791221,42.957743,0.000000,0.000000,0.343887
2,12,3,-10.957733,1.185884,0.000000,0.623499,1.372137,0.815467,102691.376340,0.000000,1.579755,202.500000,-45.163576,61.211738,0.000000,0.000000,0.341141
2,12,4,-11.575410,1.128330,0.000000,0.615826,1.254460,0.865329,102691.893749,0.000000,1.498917,225.000000,-35.024759,75.000943,0.000000,0.000000,0.339756
2,12,5,-11.421583,1.103732,0.000000,0.612513,1.709321,0.739548,102747.029568,0.000000,1.862220,202.500000,-24.242340,86.334454,0.000000,0.000000,0.345318
2,12,6,-11.365200,1.070262,0.000000,0.612633,1.590001,1.104237,102874.652496,0.000000,1.905114,225.000000,-13.316738,96.549216,0.000000,0.000000,0.346024
2,12,7,-11.694414,1.053701,0.014500,0.612326,1.218736,1.251599,102831.452086,0.000000,1.746791,225.000000,-2.606965,106.545340,0.000000,0.014500,0.341517
2,12,8,-10.511624,1.178904,0.343895,0.622501,1.061383,0.892783,102808.639648,0.000000,1.381804,225.000000,7.545193,117.022902,1.088096,0.201020,0.348721
2,12,9,-7.482159,1.439145,0.894307,0.646636,0.224692,0.171020,102824.439750,0.000000,0.279810,225.000000,16.735759,128.603337,2.375577,0.210240,0.370178
2,12,10,-4.871533,1.445802,1.341716,0.676675,-0.138181,-0.840114,102773.885420,0.000000,0.840114,90.000000,24.442206,141.825628,2.198093,0.432199,0.380699
2,12,11,-3.527656,1.540218,1.838847,0.699830,-0.799873,-0.596108,102734.314229,0.000000,0.987108,45.000000,30.014665,156.968550,2.797106,0.439674,0.378891
2,12,12,-2.888613,1.696691,2.012549,0.716027,-2.031947,-0.016267,102633.064026,0.000000,2.031947,0.000000,32.786554,173.712208,3.037910,0.367487,0.372957
2,12,13,-2.163124,1.923261,2.066752,0.785859,-2.459229,0.261048,102578.295368,0.000000,2.459229,360.000000,32.339104,190.969414,2.926077,0.501508,0.314865
2,12,14,-1.395602,1.937039,1.485382,0.913314,-2.392056,0.427219,102724.085108,0.000000,2.392056,360.000000,28.744566,207.353792,1.626967,0.702964,0.199934
2,12,15,-1.685850,1.819075,1.154003,0.914853,-3.015813,0.892865,102617.356646,0.000000,3.127932,337.500000,22.520138,221.972123,1.537406,0.565164,0.193647
2,12,16,-2.361778,1.918145,0.718820,0.837751,-1.558161,0.621714,102669.576125,0.000000,1.677472,337.500000,14.348537,234.702089,1.995035,0.224411,0.259750
2,12,17,-4.150673,1.916495,0.155367,0.784376,-0.981993,1.405104,102710.232386,0.000000,1.687932,315.000000,4.849236,245.922794,0.492463,0.113737,0.284409
2,12,18,-5.137213,1.807872,0.000000,0.738938,-0.852472,1.609078,102621.913627,0.000000,1.812821,292.500000,-5.491471,256.204959,0.000000,0.000000,0.314254
2,12,19,-6.055066,1.713950,0.000000,0.720693,-0.714555,1.619686,102552.366013,0.000000,1.769843,292.500000,-16.293179,266.186025,0.000000,0.000000,0.318146
2,12,20,-6.656763,1.657608,0.000000,0.693644,-0.854795,1.616649,102424.191602,0.000000,1.820705,292.500000,-27.218429,276.603835,0.000000,0.000000,0.335866
2,12,21,-7.132100,1.624908,0.000000,0.720486,-0.921266,1.508779,102492.971309,0.000000,1.746483,292.500000,-37.884968,288.449622,0.000000,0.000000,0.301698
2,12,22,-7.478720,1.608118,0.000000,0.735958,-0.801132,1.507677,102342.672123,0.000000,1.699492,292.500000,-47.720251,303.230837,0.000000,0.000000,0.280909
2,12,23,-8.095963,1.561967,0.000000,0.728522,-0.673061,1.276946,102304.509918,0.000000,1.437313,292.500000,-55.701008,323.102279,0.000000,0.000000,0.278927
2,13,0,-7.451189,1.589604,0.000000,0.743633,-1.092198,1.430679,102348.073330,0.000000,1.783943,315.000000,-59.795582,313.483654,0.000000,0.000000,0.273655
2,13,1,-7.657693,1.572461,0.000000,0.744395,-1.104068,1.254442,102324.015956,0.000000,1.667718,315.000000,-59.058943,18.197029,0.000000,0.000000,0.269735
2,13,2,-8.441131,1.516255,0.000000,0.753715,-0.978031,0.896153,102308.416456,0.000000,1.325249,315.000000,-53.503212,42.677291,0.000000,0.000000,0.248496
2,13,3,-7.825410,1.564214,0.000000,0.795864,-1.396092,1.033522,102257.111846,0.000000,1.717996,315.000000,-44.910003,60.905216,0.000000,0.000000,0.215706
2,13,4,-7.246281,1.545835,0.000000,0.790510,-1.677326,1.246684,102175.418039,0.004872,2.067587,315.000000,-34.792522,74.708465,0.000000,0.000000,0.229920
2,13,5,-7.226221,1.489055,0.000000,0.804401,-1.648458,1.116168,102205.616515,0.000000,1.954886,315.000000,-24.018954,86.062506,0.000000,0.000000,0.216337
2,13,6,-8.166715,1.437415,0.000000,0.781950,-1.570133,0.691237,102268.072789,0.007372,1.715139,337.500000,-13.092264,96.295384,0.000000,0.000000,0.224424
2,13,7,-8.395448,1.475537,0.012892,0.828757,-0.975720,0.770985,102222.611651,0.019090,1.235107,315.000000,-2.373287,106.306828,0.000000,0.012892,0.174147
2,13,8,-7.125595,1.638963,0.259930,0.853037,-0.930182,0.906603,102247.029402,0.045340,1.298803,315.000000,7.795007,116.799826,0.455913,0.198095,0.169247
2,13,9,-4.903399,1.721796,0.691553,0.856328,-1.374151,0.484134,102310.601119,0.028572,1.454820,337.500000,17.007362,128.401318,0.791904,0.459926,0.200544
2,13,10,-2.874515,1.668259,1.067083,0.882940,-2.657932,1.276353,102245.321715,0.009482,2.944048,337.500000,24.738671,141.658551,0.857138,0.708387,0.206271
2,13,11,-2.040057,1.669701,1.440999,0.890092,-3.124083,2.511377,102220.663853,0.011278,3.984872,315.000000,30.333820,156.858962,1.134280,0.868145,0.212633
2,13,12,-1.968831,1.667247,1.627697,0.874803,-3.198877,2.582667,102155.216275,0.016539,4.088169,315.000000,33.118510,173.683426,1.255742,0.941594,0.229081
2,13,13,-1.901262,1.784059,1.576438,0.879685,-2.978014,2.654344,102068.254010,0.015625,3.982678,315.000000,32.668065,191.029516,1.261274,0.895638,0.225300
2,13,14,-2.012070,2.010672,1.113348,0.940832,-2.907383,2.512918,102033.053795,0.080199,3.832732,315.000000,29.055948,207.488491,0.499037,0.870984,0.162349
2,13,15,-2.243328,2.088372,0.762865,0.992491,-2.645542,2.332623,102076.235070,0.491301,3.520095,315.000000,22.806528,222.156671,0.215449,0.679352,0.106930
2,13,16,-2.710764,2.251782,0.414304,1.012379,-2.599190,1.570996,102087.074546,0.543363,3.002532,337.500000,14.609807,234.916074,0.154431,0.375351,0.079475
2,13,17,-3.091395,2.108298,0.078911,1.037592,-2.458519,1.421003,102169.312229,0.836155,2.815170,337.500000,5.089622,246.155044,0.000000,0.078911,0.048127
2,13,18,-3.341041,2.085279,0.000000,1.042352,-2.082223,1.551074,102230.969722,0.795639,2.569129,315.000000,-5.265710,256.451905,0.000000,0.000000,0.039358
2,13,19,-3.588601,2.078254,0.000000,1.035506,-1.704223,1.878167,102236.667080,0.619579,2.533132,315.000000,-16.074664,266.448891,0.000000,0.000000,0.042240
2,13,20,-4.064593,1.862077,0.000000,1.009939,-1.200270,2.566722,102258.548637,0.527405,2.830665,292.500000,-26.998480,276.886102,0.000000,0.000000,0.060215
2,13,21,-5.005920,1.603469,0.000000,0.915571,-0.815868,2.855192,102276.919338,0.095638,2.950073,292.500000,-37.652798,288.753060,0.000000,0.000000,0.139687
2,13,22,-5.565257,1.576890,0.000000,0.775765,-1.045466,2.563672,102340.146258,0.000000,2.768606,292.500000,-47.462430,303.544067,0.000000,0.000000,0.270715
