year,month,day,hour,min,temp,rh
2018,5,3,23,30,14.388,72.462
2018,5,4,0,0,14.244,72.605
2018,5,4,0,30,13.837,73.262
2018,5,4,1,0,13.62,73.219
2018,5,4,1,30,13.596,64.411
2018,5,4,2,0,13.476,63.365
2018,5,4,2,30,13.548,64.11
2018,5,4,3,0,13.452,64.035
2018,5,4,3,30,13.26,63.943
2018,5,4,4,0,12.947,67.52
2018,5,4,4,30,12.874,69.89
2018,5,4,5,0,12.488,72.062
2018,5,4,5,30,12.149,72.814
2018,5,4,6,0,11.956,73.254
2018,5,4,6,30,11.98,74.717
2018,5,4,7,0,12.174,72.707
2018,5,4,7,30,12.198,71.553
2018,5,4,8,0,12.343,69.418
2018,5,4,8,30,12.681,67.673
2018,5,4,9,0,12.947,66.335
2018,5,4,9,30,13.26,62.417
2018,5,4,10,0,13.596,62.768
2018,5,4,10,30,13.861,60.089
2018,5,4,11,0,14.22,56.883
2018,5,4,11,30,14.532,55.994
2018,5,4,12,0,14.867,56.166
2018,5,4,12,30,15.13,53.069
2018,5,4,13,0,15.393,51.786
2018,5,4,13,30,15.297,50.386
2018,5,4,14,0,15.13,54.23
2018,5,4,14,30,15.058,57.343
2018,5,4,15,0,15.202,56.791
2018,5,4,15,30,15.417,56.309
2018,5,4,16,0,15.44,56.313
2018,5,4,16,30,15.655,58.58
2018,5,4,17,0,15.608,57.367
2018,5,4,17,30,15.846,58.038
2018,5,4,18,0,15.56,59.136
2018,5,4,18,30,15.249,62.248
2018,5,4,19,0,14.986,63.564
2018,5,4,19,30,14.771,63.998
2018,5,4,20,0,14.125,66.313
2018,5,4,20,30,14.077,66.101
2018,5,4,21,0,13.524,67.25
2018,5,4,21,30,13.236,67.688
2018,5,4,22,0,12.657,69.191
2018,5,4,22,30,12.585,69.263
2018,5,4,23,0,12.149,71.061
2018,5,4,23,30,11.98,72.273
2018,5,5,0,0,12.174,71.888
2018,5,5,0,30,11.81,73.225
2018,5,5,1,0,11.592,73.547
2018,5,5,1,30,11.422,74.408
2018,5,5,2,0,11.373,73.671
2018,5,5,2,30,10.861,75.573
2018,5,5,3,0,10.91,73.829
2018,5,5,3,30,10.617,73.966
2018,5,5,4,0,10.348,76.158
2018,5,5,4,30,10.201,75.989
2018,5,5,5,0,9.882,76.831
2018,5,5,5,30,9.955,76.517
2018,5,5,6,0,9.906,77.111
2018,5,5,6,30,10.201,75.713
2018,5,5,7,0,9.955,77.533
2018,5,5,7,30,10.029,78.37
2018,5,5,8,0,10.739,79.561
2018,5,5,8,30,11.422,77.845
2018,5,5,9,0,12.077,76.074
2018,5,5,9,30,12.705,72.19
2018,5,5,10,0,13.26,66.97
2018,5,5,10,30,13.957,64.298
2018,5,5,11,0,14.723,60.318
2018,5,5,11,30,15.464,57.164
2018,5,5,12,0,16.108,54.74
2018,5,5,12,30,16.49,54.429
2018,5,5,13,0,17.299,50.16
2018,5,5,13,30,17.87,49.738
2018,5,5,14,0,17.965,48.969
2018,5,5,14,30,19.059,42.738
2018,5,5,15,0,20.94,41.73
2018,5,5,15,30,21.584,36.65
2018,5,5,16,0,21.417,39.837
2018,5,5,16,30,21.322,41.805
2018,5,5,17,0,20.654,47.551
2018,5,5,17,30,20.44,48.157
2018,5,5,18,0,20.059,49.715
2018,5,5,18,30,19.63,49.533
2018,5,5,19,0,19.202,53.929
2018,5,5,19,30,18.821,55.261
2018,5,5,20,0,18.417,56.121
2018,5,5,20,30,17.965,57.639
2018,5,5,21,0,17.727,58.664
2018,5,5,21,30,17.537,59.752
2018,5,5,22,0,17.156,61.701
2018,5,5,22,30,16.847,61.71
2018,5,5,23,0,16.514,62.549
2018,5,5,23,30,16.061,63.659
2018,5,6,0,0,15.655,63.767
2018,5,6,0,30,15.321,64.505
2018,5,6,1,0,15.034,64.955
2018,5,6,1,30,14.723,64.724
2018,5,6,2,0,14.029,66.442
2018,5,6,2,30,13.837,66.029
2018,5,6,3,0,13.404,66.562
2018,5,6,3,30,12.995,67.558
2018,5,6,4,0,12.56,68.428
2018,5,6,4,30,12.416,68.142
2018,5,6,5,0,12.125,69.12
2018,5,6,5,30,11.762,69.936
2018,5,6,6,0,12.028,69.901
2018,5,6,6,30,11.883,71.01
2018,5,6,7,0,11.907,71.525
2018,5,6,7,30,12.028,73.83
2018,5,6,8,0,12.778,74.599
2018,5,6,8,30,13.692,74.39
2018,5,6,9,0,14.652,70.657
2018,5,6,9,30,15.393,71.515
2018,5,6,10,0,16.394,60.739
2018,5,6,10,30,18.322,50.173
2018,5,6,11,0,19.987,42.074
2018,5,6,11,30,20.392,43.052
2018,5,6,12,0,21.322,39.306
2018,5,6,12,30,21.823,36.411
2018,5,6,13,0,21.895,35.627
2018,5,6,13,30,22.015,38.889
2018,5,6,14,0,21.584,37.896
2018,5,6,14,30,21.393,41.165
2018,5,6,15,0,20.869,45.319
2018,5,6,15,30,20.797,50.002
2018,5,6,16,0,20.63,52.641
2018,5,6,16,30,20.487,54.33
2018,5,6,17,0,20.297,54.767
2018,5,6,17,30,19.94,58.858
2018,5,6,18,0,19.321,65.732
2018,5,6,18,30,18.964,67.119
2018,5,6,19,0,18.56,69.189
2018,5,6,19,30,18.06,69.039
2018,5,6,20,0,17.704,71.151
2018,5,6,20,30,17.537,72.763
2018,5,6,21,0,17.418,73.6
2018,5,6,21,30,17.323,76.285
2018,5,6,22,0,17.275,78.109
2018,5,6,22,30,17.347,78.826
2018,5,6,23,0,17.347,80.14
2018,5,6,23,30,17.252,80.342
2018,5,7,0,0,17.228,80.031
2018,5,7,0,30,17.109,80.895
2018,5,7,1,0,17.133,81.206
2018,5,7,1,30,17.061,81.633
2018,5,7,2,0,17.061,81.91
2018,5,7,2,30,17.061,82.655
2018,5,7,3,0,17.204,82.301
2018,5,7,3,30,17.299,82.101
2018,5,7,4,0,17.275,81.098
2018,5,7,4,30,17.347,83.077
2018,5,7,5,0,17.299,83.039
2018,5,7,5,30,17.275,83.199
2018,5,7,6,0,17.275,83.171
2018,5,7,6,30,17.275,83.171
2018,5,7,7,0,17.323,83.265
2018,5,7,7,30,17.394,82.564
2018,5,7,8,0,17.466,83.462
2018,5,7,8,30,17.585,83.351
2018,5,7,9,0,17.68,83.51
2018,5,7,9,30,17.823,85.653
2018,5,7,10,0,17.941,85.353
2018,5,7,10,30,18.132,84.822
2018,5,7,11,0,18.322,84.618
2018,5,7,11,30,18.37,85.15
2018,5,7,12,0,18.417,86.691
2018,5,7,12,30,18.512,87.747
2018,5,7,13,0,18.56,86.997
2018,5,7,13,30,18.607,87.443
2018,5,7,14,0,18.631,86.878
2018,5,7,14,30,18.631,87.639
2018,5,7,15,0,18.774,87.428
2018,5,7,15,30,18.845,88.205
2018,5,7,16,0,18.893,89.595
2018,5,7,16,30,19.012,90.243
2018,5,7,17,0,18.893,89.864
2018,5,7,17,30,18.917,89.628
2018,5,7,18,0,18.917,88.872
2018,5,7,18,30,18.917,87.326
2018,5,7,19,0,18.869,87.532
2018,5,7,19,30,18.798,87.515
2018,5,7,20,0,18.655,85.983
2018,5,7,20,30,18.536,84.529
2018,5,7,21,0,18.37,83.196
2018,5,7,21,30,18.274,82.954
2018,5,7,22,0,18.037,83.535
2018,5,7,22,30,17.823,82.687
2018,5,7,23,0,17.846,81.778
2018,5,7,23,30,17.466,81.639
2018,5,8,0,0,17.109,82.003
2018,5,8,0,30,17.109,81.394
2018,5,8,1,0,17.085,81.278
2018,5,8,1,30,16.799,82.211
2018,5,8,2,0,16.609,82.609
2018,5,8,2,30,16.466,82.55
2018,5,8,3,0,16.323,82.215
2018,5,8,3,30,16.251,82.419
2018,5,8,4,0,16.275,81.598
2018,5,8,4,30,16.228,81.726
2018,5,8,5,0,16.156,82.728
2018,5,8,5,30,16.108,82.964
2018,5,8,6,0,16.132,83.079
2018,5,8,6,30,16.108,83.129
2018,5,8,7,0,16.037,82.674
2018,5,8,7,30,16.037,82.866
2018,5,8,8,0,15.965,82.959
2018,5,8,8,30,15.846,82.576
2018,5,8,9,0,15.751,82.088
2018,5,8,9,30,15.655,82.862
2018,5,8,10,0,15.584,82.216
2018,5,8,10,30,15.417,81.656
2018,5,8,11,0,15.321,81.8
2018,5,8,11,30,15.297,82.371
2018,5,8,12,0,15.345,81.393
2018,5,8,12,30,15.249,81.207
2018,5,8,13,0,15.249,81.152
2018,5,8,13,30,15.13,81.428
2018,5,8,14,0,15.154,81.433
2018,5,8,14,30,15.01,81.209
2018,5,8,15,0,15.01,81.923
2018,5,8,15,30,14.939,81.852
2018,5,8,16,0,14.915,82.422
2018,5,8,16,30,14.986,82.356
2018,5,8,17,0,14.867,83.558
2018,5,8,17,30,14.915,83.542
2018,5,8,18,0,15.082,82.897
2018,5,8,18,30,14.891,83.808
2018,5,8,19,0,14.939,83.547
2018,5,8,19,30,14.843,84.557
2018,5,8,20,0,14.843,84.747
2018,5,8,20,30,14.915,84.655
2018,5,8,21,0,14.795,84.953
2018,5,8,21,30,14.699,85.659
2018,5,8,22,0,14.675,85.789
2018,5,8,22,30,14.771,85.865
2018,5,8,23,0,14.771,85.784
2018,5,8,23,30,14.867,85.186
2018,5,9,0,0,14.891,85.137
2018,5,9,0,30,14.915,84.953
2018,5,9,1,0,14.867,84.671
2018,5,9,1,30,14.843,85.639
2018,5,9,2,0,14.723,84.042
2018,5,9,2,30,14.652,83.645
2018,5,9,3,0,14.532,84.702
2018,5,9,3,30,14.556,83.677
2018,5,9,4,0,14.484,84.421
2018,5,9,4,30,14.34,85.144
2018,5,9,5,0,14.292,84.971
2018,5,9,5,30,14.316,84.544
2018,5,9,6,0,14.34,84.766
2018,5,9,6,30,14.292,85.052
2018,5,9,7,0,14.244,85.472
2018,5,9,7,30,14.244,85.741
2018,5,9,8,0,14.388,85.425
2018,5,9,8,30,14.412,84.296
2018,5,9,9,0,14.364,83.905
2018,5,9,9,30,14.412,81.708
2018,5,9,10,0,14.364,80.407
2018,5,9,10,30,14.412,78.814
2018,5,9,11,0,14.508,77.444
2018,5,9,11,30,14.604,76.402
2018,5,9,12,0,14.723,73.522
2018,5,9,12,30,14.675,74.475
2018,5,9,13,0,14.939,73.025
2018,5,9,13,30,15.13,71.637
2018,5,9,14,0,15.249,70.368
2018,5,9,14,30,15.273,69.826
2018,5,9,15,0,15.225,69.528
2018,5,9,15,30,15.058,69.526
2018,5,9,16,0,14.986,68.328
2018,5,9,16,30,14.867,69.173
2018,5,9,17,0,14.652,69.104
2018,5,9,17,30,14.58,70.529
2018,5,9,18,0,14.484,70.539
2018,5,9,18,30,14.22,68.908
2018,5,9,19,0,14.172,70.394
2018,5,9,19,30,13.981,69.755
2018,5,9,20,0,13.909,70.086
2018,5,9,20,30,13.813,70.669
2018,5,9,21,0,13.692,71.16
2018,5,9,21,30,13.596,70.799
2018,5,9,22,0,13.5,71.891
2018,5,9,22,30,13.5,72.402
2018,5,9,23,0,13.356,72.26
2018,5,9,23,30,13.163,70.773
2018,5,10,0,0,13.067,70.098
2018,5,10,0,30,12.995,70.17
2018,5,10,1,0,12.802,71.13
2018,5,10,1,30,12.633,71.212
2018,5,10,2,0,12.44,71.486
2018,5,10,2,30,12.512,70.932
2018,5,10,3,0,12.391,71.902
2018,5,10,3,30,12.343,72.599
2018,5,10,4,0,12.319,72.792
2018,5,10,4,30,12.27,73.514
2018,5,10,5,0,12.198,73.949
2018,5,10,5,30,12.101,75.076
2018,5,10,6,0,12.125,74.578
2018,5,10,6,30,12.101,72.861
2018,5,10,7,0,12.174,71.406
2018,5,10,7,30,12.222,72.152
2018,5,10,8,0,12.246,70.512
2018,5,10,8,30,12.27,69.033
2018,5,10,9,0,12.27,69.804
2018,5,10,9,30,12.27,69.776
2018,5,10,10,0,12.391,67.965
2018,5,10,10,30,12.633,67.434
2018,5,10,11,0,12.995,66.836
2018,5,10,11,30,13.236,65.573
2018,5,10,12,0,13.452,63.654
2018,5,10,12,30,13.524,63.285
2018,5,10,13,0,13.572,65.545
2018,5,10,13,30,13.62,66.281
2018,5,10,14,0,13.813,65.937
2018,5,10,14,30,14.005,64.306
2018,5,10,15,0,14.125,63.652
2018,5,10,15,30,14.46,64.796
2018,5,10,16,0,14.364,64.427
2018,5,10,16,30,14.292,64.151
2018,5,10,17,0,14.364,64.925
2018,5,10,17,30,14.412,65.402
2018,5,10,18,0,14.053,65.339
2018,5,10,18,30,13.813,66.722
2018,5,10,19,0,13.596,69.051
2018,5,10,19,30,13.091,70.445
2018,5,10,20,0,12.85,70.77
2018,5,10,20,30,12.295,71.316
2018,5,10,21,0,12.27,71.538
2018,5,10,21,30,11.98,71.822
2018,5,10,22,0,11.713,71.656
2018,5,10,22,30,11.251,72.918
2018,5,10,23,0,10.837,75.318
