year,month,day,hour,min,temp,rh
2018,6,4,16,30,25.798,61.407
2018,6,4,17,0,25.749,57.996
2018,6,4,17,30,25.555,60.043
2018,6,4,18,0,25.021,63.577
2018,6,4,18,30,24.344,65.283
2018,6,4,19,0,23.669,67.002
2018,6,4,19,30,23.357,66.797
2018,6,4,20,0,23.189,66.078
2018,6,4,20,30,23.021,67.575
2018,6,4,21,0,22.661,68.464
2018,6,4,21,30,22.182,68.585
2018,6,4,22,0,21.943,68.245
2018,6,4,22,30,21.036,70.087
2018,6,4,23,0,21.059,69.002
2018,6,4,23,30,20.678,69.462
2018,6,5,0,0,20.416,69.414
2018,6,5,0,30,19.916,70.084
2018,6,5,1,0,19.749,70.141
2018,6,5,1,30,19.392,71.036
2018,6,5,2,0,19.012,71.835
2018,6,5,2,30,18.917,71.382
2018,6,5,3,0,18.631,71.734
2018,6,5,3,30,18.274,72.964
2018,6,5,4,0,18.179,72.571
2018,6,5,4,30,18.037,72.975
2018,6,5,5,0,17.442,74.462
2018,6,5,5,30,17.608,75.008
2018,6,5,6,0,17.561,75.027
2018,6,5,6,30,17.656,74.818
2018,6,5,7,0,17.918,75.583
2018,6,5,7,30,18.179,75.921
2018,6,5,8,0,18.56,76.311
2018,6,5,8,30,18.869,75.976
2018,6,5,9,0,19.416,75.744
2018,6,5,9,30,19.868,72.348
2018,6,5,10,0,20.106,72.626
2018,6,5,10,30,20.487,72.554
2018,6,5,11,0,20.606,70.476
2018,6,5,11,30,20.702,70.816
2018,6,5,12,0,20.964,70.484
2018,6,5,12,30,21.155,69.903
2018,6,5,13,0,21.274,73.694
2018,6,5,13,30,21.37,73.683
2018,6,5,14,0,21.513,70.968
2018,6,5,14,30,21.608,73.265
2018,6,5,15,0,21.704,74.879
2018,6,5,15,30,21.632,75.414
2018,6,5,16,0,21.608,75.265
2018,6,5,16,30,21.584,77.043
2018,6,5,17,0,21.537,78.463
2018,6,5,17,30,21.489,78.852
2018,6,5,18,0,21.489,79.392
2018,6,5,18,30,21.346,79.872
2018,6,5,19,0,21.274,79.375
2018,6,5,19,30,21.203,79.587
2018,6,5,20,0,21.155,79.548
2018,6,5,20,30,21.059,79.301
2018,6,5,21,0,20.916,79.158
2018,6,5,21,30,20.773,80.174
2018,6,5,22,0,20.678,79.702
2018,6,5,22,30,20.559,80.016
2018,6,5,23,0,20.487,80.846
2018,6,5,23,30,20.368,80.37
2018,6,6,0,0,20.225,81.07
2018,6,6,0,30,20.201,80.418
2018,6,6,1,0,19.94,80.221
2018,6,6,1,30,19.892,80.127
2018,6,6,2,0,19.797,80.977
2018,6,6,2,30,19.797,80.725
2018,6,6,3,0,19.678,81.847
2018,6,6,3,30,19.725,81.438
2018,6,6,4,0,19.654,81.562
2018,6,6,4,30,19.487,82.168
2018,6,6,5,0,19.559,82.211
2018,6,6,5,30,19.368,83.115
2018,6,6,6,0,19.368,82.615
2018,6,6,6,30,19.345,83.885
2018,6,6,7,0,19.368,84.112
2018,6,6,7,30,19.487,84
2018,6,6,8,0,19.44,84.542
2018,6,6,8,30,19.559,84.486
2018,6,6,9,0,19.654,84.453
2018,6,6,9,30,19.678,85.065
2018,6,6,10,0,19.725,85.984
2018,6,6,10,30,19.892,86.872
2018,6,6,11,0,19.987,86.429
2018,6,6,11,30,20.082,87.682
2018,6,6,12,0,20.178,87.432
2018,6,6,12,30,20.297,86.748
2018,6,6,13,0,20.44,86.891
2018,6,6,13,30,20.559,87.685
2018,6,6,14,0,20.63,87.483
2018,6,6,14,30,20.583,86.622
2018,6,6,15,0,20.487,86.462
2018,6,6,15,30,20.511,88.029
2018,6,6,16,0,20.535,86.638
2018,6,6,16,30,20.487,86.627
2018,6,6,17,0,20.511,87.181
2018,6,6,17,30,20.416,86.72
2018,6,6,18,0,20.249,87.339
2018,6,6,18,30,20.321,87.027
2018,6,6,19,0,20.249,86.572
2018,6,6,19,30,20.201,86.396
2018,6,6,20,0,20.225,86.264
2018,6,6,20,30,20.154,86.44
2018,6,6,21,0,20.154,86.083
2018,6,6,21,30,20.082,85.819
2018,6,6,22,0,19.94,86.226
2018,6,6,22,30,19.916,86.33
2018,6,6,23,0,19.892,85.885
2018,6,6,23,30,19.916,85.78
2018,6,7,0,0,19.892,85.802
2018,6,7,0,30,19.868,85.549
2018,6,7,1,0,19.797,86.467
2018,6,7,1,30,19.749,86.264
2018,6,7,2,0,19.678,86.055
2018,6,7,2,30,19.654,86.296
2018,6,7,3,0,19.606,86.011
2018,6,7,3,30,19.535,86.351
2018,6,7,4,0,19.511,86.947
2018,6,7,4,30,19.44,86.767
2018,6,7,5,0,19.416,86.925
2018,6,7,5,30,19.44,86.603
2018,6,7,6,0,19.535,86.269
2018,6,7,6,30,19.487,87.706
2018,6,7,7,0,19.511,87.684
2018,6,7,7,30,19.654,88.235
2018,6,7,8,0,19.916,88.406
2018,6,7,8,30,20.297,88.551
2018,6,7,9,0,20.654,88.636
2018,6,7,9,30,21.274,91.147
2018,6,7,10,0,21.465,89.484
2018,6,7,10,30,21.728,89.602
2018,6,7,11,0,22.015,86.541
2018,6,7,11,30,22.373,85.931
2018,6,7,12,0,22.685,84.917
2018,6,7,12,30,23.189,83.405
2018,6,7,13,0,23.549,82.215
2018,6,7,13,30,23.838,78.828
2018,6,7,14,0,24.151,76.788
2018,6,7,14,30,24.465,73.907
2018,6,7,15,0,24.537,75.5
2018,6,7,15,30,24.61,73.231
2018,6,7,16,0,24.803,73.209
2018,6,7,16,30,24.876,73.046
2018,6,7,17,0,24.876,72.929
2018,6,7,17,30,24.803,74.325
2018,6,7,18,0,24.706,76.116
2018,6,7,18,30,24.682,75.645
2018,6,7,19,0,24.272,77.564
2018,6,7,19,30,24.127,77.506
2018,6,7,20,0,23.958,78.307
2018,6,7,20,30,23.693,78.482
2018,6,7,21,0,23.597,78.175
2018,6,7,21,30,23.333,77.343
2018,6,7,22,0,23.117,77.04
2018,6,7,22,30,22.829,77.93
2018,6,7,23,0,22.541,78.3
2018,6,7,23,30,22.421,78.647
2018,6,8,0,0,22.373,79.408
2018,6,8,0,30,22.35,79.687
2018,6,8,1,0,22.23,80.571
2018,6,8,1,30,22.182,80.844
2018,6,8,2,0,22.134,81.144
2018,6,8,2,30,22.11,81.676
2018,6,8,3,0,22.062,82.229
2018,6,8,3,30,22.062,81.722
2018,6,8,4,0,21.991,82.803
2018,6,8,4,30,21.943,83.185
2018,6,8,5,0,21.895,83.259
2018,6,8,5,30,21.871,83.281
2018,6,8,6,0,21.871,83.924
2018,6,8,6,30,21.919,83.348
2018,6,8,7,0,21.823,84.75
2018,6,8,7,30,21.991,83.112
2018,6,8,8,0,22.182,82.199
2018,6,8,8,30,22.326,81.92
2018,6,8,9,0,22.517,81.453
2018,6,8,9,30,22.613,81.418
2018,6,8,10,0,22.733,80.905
2018,6,8,10,30,22.901,80.686
2018,6,8,11,0,22.949,80.866
2018,6,8,11,30,23.093,81.124
2018,6,8,12,0,23.189,81.23
2018,6,8,12,30,23.189,82.785
2018,6,8,13,0,23.117,83.445
2018,6,8,13,30,23.093,84.114
2018,6,8,14,0,23.213,84.252
2018,6,8,14,30,23.261,83.927
2018,6,8,15,0,23.165,86.057
2018,6,8,15,30,23.189,86.201
2018,6,8,16,0,22.997,88.177
2018,6,8,16,30,23.069,87.614
2018,6,8,17,0,23.045,87.111
2018,6,8,17,30,22.973,87.592
2018,6,8,18,0,22.973,88.034
2018,6,8,18,30,22.973,88.034
2018,6,8,19,0,22.949,88.744
2018,6,8,19,30,22.901,88.265
2018,6,8,20,0,22.853,88.556
2018,6,8,20,30,22.781,88.484
2018,6,8,21,0,22.709,88.742
2018,6,8,21,30,22.757,88.231
2018,6,8,22,0,22.709,88.659
2018,6,8,22,30,22.637,88.834
2018,6,8,23,0,22.613,88.884
2018,6,8,23,30,22.565,88.598
2018,6,9,0,0,22.493,88.855
2018,6,9,0,30,22.541,88.976
2018,6,9,1,0,22.469,88.959
2018,6,9,1,30,22.469,88.959
2018,6,9,2,0,22.445,88.569
2018,6,9,2,30,22.23,87.474
2018,6,9,3,0,22.11,87.391
2018,6,9,3,30,21.943,87.021
2018,6,9,4,0,21.823,86.91
2018,6,9,4,30,21.776,86.513
2018,6,9,5,0,21.584,86.165
2018,6,9,5,30,21.393,86.01
2018,6,9,6,0,21.417,86.182
2018,6,9,6,30,21.393,86.314
2018,6,9,7,0,21.298,85.933
2018,6,9,7,30,21.179,85.353
2018,6,9,8,0,21.179,85.186
2018,6,9,8,30,21.203,84.748
2018,6,9,9,0,21.155,81.777
2018,6,9,9,30,21.059,81.729
2018,6,9,10,0,20.916,81.445
2018,6,9,10,30,20.988,80.785
2018,6,9,11,0,21.059,81.025
2018,6,9,11,30,21.083,80.184
2018,6,9,12,0,21.322,78.959
2018,6,9,12,30,21.513,77
2018,6,9,13,0,21.68,75.769
2018,6,9,13,30,21.799,74.087
2018,6,9,14,0,21.943,73.301
2018,6,9,14,30,22.278,69.461
2018,6,9,15,0,22.445,72.727
2018,6,9,15,30,22.445,70.938
2018,6,9,16,0,22.397,71.252
2018,6,9,16,30,22.182,71.652
2018,6,9,17,0,21.991,72.698
2018,6,9,17,30,21.776,73.501
2018,6,9,18,0,21.537,73.861
2018,6,9,18,30,21.417,73.78
2018,6,9,19,0,21.25,73.137
2018,6,9,19,30,21.107,73.516
2018,6,9,20,0,20.988,73.985
2018,6,9,20,30,20.797,73.948
2018,6,9,21,0,20.678,74.618
2018,6,9,21,30,20.559,75.142
2018,6,9,22,0,20.368,75.161
2018,6,9,22,30,20.13,75.429
2018,6,9,23,0,20.059,74.984
2018,6,9,23,30,19.94,74.587
2018,6,10,0,0,19.963,75.654
2018,6,10,0,30,19.844,75.372
2018,6,10,1,0,19.797,76.164
2018,6,10,1,30,19.702,76.345
2018,6,10,2,0,19.511,77.018
2018,6,10,2,30,19.321,77.434
2018,6,10,3,0,19.178,78.367
2018,6,10,3,30,19.131,78.922
2018,6,10,4,0,19.083,79.869
2018,6,10,4,30,19.107,80.211
2018,6,10,5,0,19.059,80.929
2018,6,10,5,30,19.131,80.609
2018,6,10,6,0,19.178,80.226
2018,6,10,6,30,19.154,79.997
2018,6,10,7,0,19.226,79.928
2018,6,10,7,30,19.226,80.545
2018,6,10,8,0,19.297,79.943
2018,6,10,8,30,19.392,79.175
2018,6,10,9,0,19.464,79.359
2018,6,10,9,30,19.606,79.756
2018,6,10,10,0,19.773,79.481
2018,6,10,10,30,19.916,79.54
2018,6,10,11,0,20.178,80.385
2018,6,10,11,30,20.321,80.866
2018,6,10,12,0,20.63,83.647
2018,6,10,12,30,20.916,83.822
2018,6,10,13,0,21.012,83.927
2018,6,10,13,30,21.131,83.814
2018,6,10,14,0,21.322,82.235
2018,6,10,14,30,21.465,81.226
2018,6,10,15,0,21.584,81.026
2018,6,10,15,30,21.584,82.208
2018,6,10,16,0,21.656,82.729
2018,6,10,16,30,21.776,81.124
2018,6,10,17,0,21.871,80.72
2018,6,10,17,30,21.895,80.499
2018,6,10,18,0,22.015,79.588
2018,6,10,18,30,21.991,79.64
2018,6,10,19,0,21.967,80.429
2018,6,10,19,30,21.776,82.082
2018,6,10,20,0,21.632,84.289
2018,6,10,20,30,21.584,85.888
2018,6,10,21,0,21.561,86.436
2018,6,10,21,30,21.584,85.639
2018,6,10,22,0,21.537,86.347
2018,6,10,22,30,21.537,86.596
2018,6,10,23,0,21.465,87.35
2018,6,10,23,30,21.417,87.229
2018,6,11,0,0,21.393,87.69
2018,6,11,0,30,21.37,87.767
2018,6,11,1,0,21.346,87.926
2018,6,11,1,30,21.298,87.668
2018,6,11,2,0,21.274,87.772
2018,6,11,2,30,21.226,87.678
2018,6,11,3,0,21.203,88.22
2018,6,11,3,30,21.179,88.215
2018,6,11,4,0,21.107,88.198
2018,6,11,4,30,21.083,88.192
2018,6,11,5,0,21.059,88.296
2018,6,11,5,30,21.036,88.208
2018,6,11,6,0,21.036,88.645
2018,6,11,6,30,21.107,88.69
2018,6,11,7,0,21.203,89.421
2018,6,11,7,30,21.322,90.075
2018,6,11,8,0,21.441,90.077
2018,6,11,8,30,21.537,90.1
2018,6,11,9,0,21.656,89.721
2018,6,11,9,30,22.086,91.129
2018,6,11,10,0,22.541,90.343
2018,6,11,10,30,22.973,90.037
2018,6,11,11,0,22.853,87.067
2018,6,11,11,30,22.685,86.224
2018,6,11,12,0,22.613,85.958
2018,6,11,12,30,22.613,85.763
2018,6,11,13,0,22.493,87.811
2018,6,11,13,30,22.541,87.408
2018,6,11,14,0,22.421,85.803
2018,6,11,14,30,22.35,84.506
2018,6,11,15,0,22.086,83.357
2018,6,11,15,30,21.967,83.554
2018,6,11,16,0,21.895,83.454
2018,6,11,16,30,21.799,84.41
2018,6,11,17,0,21.776,84.461
2018,6,11,17,30,21.417,85.712
2018,6,11,18,0,21.274,85.928
2018,6,11,18,30,21.298,85.933
2018,6,11,19,0,21.179,86.458
2018,6,11,19,30,21.155,85.513
2018,6,11,20,0,21.036,85.707
2018,6,11,20,30,20.94,85.243
2018,6,11,21,0,20.845,85.608
2018,6,11,21,30,20.797,85.514
2018,6,11,22,0,20.773,85.564
2018,6,11,22,30,20.726,85.857
2018,6,11,23,0,20.678,86.231
2018,6,11,23,30,20.63,86.11
2018,6,12,0,0,20.63,86.358
2018,6,12,0,30,20.583,86.292
2018,6,12,1,0,20.463,87.006
2018,6,12,1,30,20.487,86.792
2018,6,12,2,0,20.463,86.896
2018,6,12,2,30,20.368,87.367
2018,6,12,3,0,20.416,86.775
2018,6,12,3,30,20.321,87.547
2018,6,12,4,0,20.321,87.192
2018,6,12,4,30,20.344,87.088
2018,6,12,5,0,20.297,87.487
2018,6,12,5,30,20.297,87.186
2018,6,12,6,0,20.225,86.841
2018,6,12,6,30,20.225,87.169
2018,6,12,7,0,20.273,88.355
2018,6,12,7,30,20.225,88.86
2018,6,12,8,0,20.059,88.494
2018,6,12,8,30,19.963,89.123
2018,6,12,9,0,20.082,86.698
2018,6,12,9,30,20.082,85.956
2018,6,12,10,0,20.035,85.78
2018,6,12,10,30,20.059,84.876
2018,6,12,11,0,20.035,83.735
2018,6,12,11,30,20.13,83.368
2018,6,12,12,0,20.154,83.234
2018,6,12,12,30,20.154,83.262
2018,6,12,13,0,20.178,82.18
2018,6,12,13,30,20.178,82.403
2018,6,12,14,0,20.249,81.944
2018,6,12,14,30,20.249,82.865
2018,6,12,15,0,20.344,82.3
2018,6,12,15,30,20.321,82.155
2018,6,12,16,0,20.225,80.958
2018,6,12,16,30,20.082,78.784
2018,6,12,17,0,19.916,78.862
2018,6,12,17,30,19.797,77.048
2018,6,12,18,0,19.797,75.849
2018,6,12,18,30,19.511,76.534
2018,6,12,19,0,19.44,79.213
2018,6,12,19,30,19.44,79.58
2018,6,12,20,0,19.368,79.085
2018,6,12,20,30,19.345,78.911
2018,6,12,21,0,19.178,80.395
2018,6,12,21,30,19.178,81.263
2018,6,12,22,0,19.154,82.345
2018,6,12,22,30,19.083,82.635
2018,6,12,23,0,18.964,82.08
2018,6,12,23,30,18.845,82.388
2018,6,13,0,0,18.845,82.859
2018,6,13,0,30,18.774,83.065
2018,6,13,1,0,18.75,83.143
2018,6,13,1,30,18.679,83.956
2018,6,13,2,0,18.631,83.559
2018,6,13,2,30,18.607,83.194
2018,6,13,3,0,18.56,83.432
2018,6,13,3,30,18.512,83.835
2018,6,13,4,0,18.465,84.403
2018,6,13,4,30,18.346,84.98
2018,6,13,5,0,18.346,85.145
2018,6,13,5,30,18.393,85.183
2018,6,13,6,0,18.251,85.315
2018,6,13,6,30,18.251,84.794
2018,6,13,7,0,18.203,84.81
2018,6,13,7,30,18.203,84.454
2018,6,13,8,0,18.06,84.586
2018,6,13,8,30,18.013,83.695
2018,6,13,9,0,18.013,83.502
2018,6,13,9,30,18.06,83.789
2018,6,13,10,0,18.132,84.382
2018,6,13,10,30,18.179,82.905
2018,6,13,11,0,18.37,82.532
2018,6,13,11,30,18.441,81.881
2018,6,13,12,0,18.441,79.732
2018,6,13,12,30,18.512,79.971
2018,6,13,13,0,18.607,79.346
2018,6,13,13,30,18.679,78.517
2018,6,13,14,0,18.726,78.668
2018,6,13,14,30,18.821,77.67
2018,6,13,15,0,18.964,76.906
2018,6,13,15,30,19.035,77.63
2018,6,13,16,0,18.988,75.714
2018,6,13,16,30,18.869,74.431
2018,6,13,17,0,18.679,76.336
2018,6,13,17,30,18.631,76.639
2018,6,13,18,0,18.512,76.188
2018,6,13,18,30,18.417,75.2
2018,6,13,19,0,18.346,75.499
2018,6,13,19,30,18.227,76.243
2018,6,13,20,0,18.155,75.66
2018,6,13,20,30,18.084,76.498
2018,6,13,21,0,18.06,76.975
2018,6,13,21,30,18.013,76.483
2018,6,13,22,0,17.989,77.017
2018,6,13,22,30,17.918,76.832
2018,6,13,23,0,17.823,77.18
2018,6,13,23,30,17.799,77.909
2018,6,14,0,0,17.704,77.41
2018,6,14,0,30,17.704,77.269
2018,6,14,1,0,17.68,78.25
2018,6,14,1,30,17.585,77.864
2018,6,14,2,0,17.585,79.185
2018,6,14,2,30,17.585,79.521
2018,6,14,3,0,17.513,79.701
2018,6,14,3,30,17.466,80.305
2018,6,14,4,0,17.323,80.97
2018,6,14,4,30,17.204,81.11
2018,6,14,5,0,17.204,80.833
2018,6,14,5,30,17.156,80.905
2018,6,14,6,0,17.204,80.499
2018,6,14,6,30,17.18,79.462
2018,6,14,7,0,17.228,78.52
2018,6,14,7,30,17.323,78.709
2018,6,14,8,0,17.394,76.583
2018,6,14,8,30,17.442,76.678
2018,6,14,9,0,17.585,75.146
2018,6,14,9,30,17.632,73.269
2018,6,14,10,0,17.823,73.622
2018,6,14,10,30,18.037,74.209
2018,6,14,11,0,18.155,73.544
2018,6,14,11,30,18.274,73.969
2018,6,14,12,0,18.536,73.849
2018,6,14,12,30,18.798,74.417
2018,6,14,13,0,19.44,71.365
2018,6,14,13,30,19.392,72.517
2018,6,14,14,0,19.511,72.221
2018,6,14,14,30,19.63,71.983
2018,6,14,15,0,19.725,71.856
2018,6,14,15,30,19.702,72.895
2018,6,14,16,0,19.678,73.757
2018,6,14,16,30,19.606,74.319
2018,6,14,17,0,19.392,74.219
2018,6,14,17,30,19.297,74.861
2018,6,14,18,0,19.178,75.066
2018,6,14,18,30,19.083,75.676
2018,6,14,19,0,19.012,76.574
2018,6,14,19,30,18.94,76.872
2018,6,14,20,0,18.798,77.042
2018,6,14,20,30,18.702,77.561
2018,6,14,21,0,18.488,78.166
2018,6,14,21,30,18.346,78.278
2018,6,14,22,0,18.274,78.966
2018,6,14,22,30,18.084,79.095
2018,6,14,23,0,18.06,79.482
2018,6,14,23,30,17.965,79.63
2018,6,15,0,0,17.775,80.26
2018,6,15,0,30,17.727,80.417
2018,6,15,1,0,17.537,81.155
2018,6,15,1,30,17.585,80.86
2018,6,15,2,0,17.347,81.752
2018,6,15,2,30,17.371,81.784
2018,6,15,3,0,17.323,82.327
2018,6,15,3,30,17.109,83.271
2018,6,15,4,0,17.133,83.002
2018,6,15,4,30,17.204,82.908
2018,6,15,5,0,17.252,82.56
2018,6,15,5,30,17.061,83.59
2018,6,15,6,0,16.99,84.451
2018,6,15,6,30,17.085,84.801
2018,6,15,7,0,17.228,84.231
2018,6,15,7,30,17.18,86.456
2018,6,15,8,0,17.323,85.728
2018,6,15,8,30,17.442,87.195
2018,6,15,9,0,17.608,86.475
2018,6,15,9,30,17.727,87.398
2018,6,15,10,0,17.87,88.243
2018,6,15,10,30,18.084,88.618
2018,6,15,11,0,18.346,88.384
2018,6,15,11,30,18.679,88.923
2018,6,15,12,0,18.869,88.157
2018,6,15,12,30,19.059,88.609
2018,6,15,13,0,19.154,88.143
2018,6,15,13,30,19.226,87.589
2018,6,15,14,0,19.202,86.957
2018,6,15,14,30,19.154,86.29
2018,6,15,15,0,18.988,85.045
2018,6,15,15,30,18.798,83.237
2018,6,15,16,0,18.631,83.835
2018,6,15,16,30,18.56,83.543
2018,6,15,17,0,18.465,83.024
2018,6,15,17,30,18.417,82.764
2018,6,15,18,0,18.346,82.277
2018,6,15,18,30,18.203,82.301
2018,6,15,19,0,18.132,81.758
2018,6,15,19,30,18.013,81.954
2018,6,15,20,0,17.918,81.961
2018,6,15,20,30,17.846,82.388
2018,6,15,21,0,17.751,81.591
2018,6,15,21,30,17.727,81.28
2018,6,15,22,0,17.632,80.452
2018,6,15,22,30,17.513,80.983
2018,6,15,23,0,17.394,81.207
2018,6,15,23,30,17.347,81.058
2018,6,16,0,0,17.228,81.088
2018,6,16,0,30,17.18,82.019
2018,6,16,1,0,17.109,82.307
2018,6,16,1,30,17.014,82.396
2018,6,16,2,0,16.966,82.413
2018,6,16,2,30,16.966,81.861
2018,6,16,3,0,16.918,80.881
2018,6,16,3,30,16.823,80.833
2018,6,16,4,0,16.752,80.039
2018,6,16,4,30,16.656,78.288
2018,6,16,5,0,16.585,78.329
2018,6,16,5,30,16.514,78.145
2018,6,16,6,0,16.442,78.522
2018,6,16,6,30,16.442,78.55
2018,6,16,7,0,16.466,77.378
2018,6,16,7,30,16.466,76.815
2018,6,16,8,0,16.537,77.533
2018,6,16,8,30,16.609,77.239
2018,6,16,9,0,16.68,75.758
2018,6,16,9,30,16.68,74.708
2018,6,16,10,0,16.68,73.626
2018,6,16,10,30,16.918,73.873
2018,6,16,11,0,17.061,73.529
2018,6,16,11,30,17.228,72.53
2018,6,16,12,0,17.466,72.892
2018,6,16,12,30,17.68,72.215
2018,6,16,13,0,17.989,71.986
2018,6,16,13,30,18.274,71.781
2018,6,16,14,0,18.584,71.058
2018,6,16,14,30,18.869,71.025
2018,6,16,15,0,19.107,69.67
2018,6,16,15,30,19.345,67.836
2018,6,16,16,0,19.416,65.927
2018,6,16,16,30,19.416,65.957
2018,6,16,17,0,19.273,66.495
2018,6,16,17,30,19.154,65.941
2018,6,16,18,0,19.035,66.246
2018,6,16,18,30,18.869,67.043
2018,6,16,19,0,18.536,68.131
2018,6,16,19,30,18.274,70.157
2018,6,16,20,0,18.037,70.867
2018,6,16,20,30,17.775,72.089
2018,6,16,21,0,17.442,72.572
2018,6,16,21,30,17.133,73.057
2018,6,16,22,0,16.68,73.626
2018,6,16,22,30,16.275,74.513
2018,6,16,23,0,16.061,75.377
2018,6,16,23,30,15.942,75.098
2018,6,17,0,0,15.56,75.473
2018,6,17,0,30,15.297,75.955
2018,6,17,1,0,15.154,76.122
2018,6,17,1,30,14.795,77.365
2018,6,17,2,0,14.675,78.287
2018,6,17,2,30,14.484,78.525
2018,6,17,3,0,14.388,79.308
2018,6,17,3,30,14.508,78.557
2018,6,17,4,0,14.388,78.643
2018,6,17,4,30,14.292,79.343
2018,6,17,5,0,14.22,78.413
2018,6,17,5,30,14.364,78.166
2018,6,17,6,0,14.077,78.826
2018,6,17,6,30,13.981,79.607
2018,6,17,7,0,13.933,79.982
2018,6,17,7,30,14.22,82.403
2018,6,17,8,0,14.795,82.149
2018,6,17,8,30,15.321,82.623
2018,6,17,9,0,16.442,85.524
2018,6,17,9,30,17.323,84.39
2018,6,17,10,0,18.179,83.347
2018,6,17,10,30,18.75,82.255
2018,6,17,11,0,19.321,80.257
2018,6,17,11,30,19.892,77.723
2018,6,17,12,0,20.321,77.698
2018,6,17,12,30,20.916,74.838
2018,6,17,13,0,21.441,74.103
2018,6,17,13,30,21.823,73.656
2018,6,17,14,0,22.182,72.413
2018,6,17,14,30,22.517,71.539
2018,6,17,15,0,22.853,69.655
2018,6,17,15,30,23.021,70.041
2018,6,17,16,0,23.357,69.303
2018,6,17,16,30,23.597,68.603
2018,6,17,17,0,23.621,68.994
2018,6,17,17,30,23.645,68.075
2018,6,17,18,0,23.501,67.481
2018,6,17,18,30,23.189,67.246
2018,6,17,19,0,22.949,67.652
2018,6,17,19,30,22.709,68.443
2018,6,17,20,0,22.278,71.347
2018,6,17,20,30,22.23,70.249
2018,6,17,21,0,22.062,70.218
2018,6,17,21,30,21.919,71.279
2018,6,17,22,0,21.608,72.333
2018,6,17,22,30,21.37,73.161
2018,6,17,23,0,21.203,73.622
2018,6,17,23,30,21.036,74.024
2018,6,18,0,0,20.916,74.694
2018,6,18,0,30,20.797,75.016
2018,6,18,1,0,20.678,75.999
2018,6,18,1,30,20.606,76.042
2018,6,18,2,0,20.583,76.467
2018,6,18,2,30,20.654,75.793
2018,6,18,3,0,20.559,76.662
2018,6,18,3,30,20.535,76.514
2018,6,18,4,0,20.463,76.728
2018,6,18,4,30,20.416,77.575
2018,6,18,5,0,20.44,78.121
2018,6,18,5,30,20.416,80.746
2018,6,18,6,0,20.44,81.734
2018,6,18,6,30,20.416,83.07
2018,6,18,7,0,20.44,83.131
2018,6,18,7,30,20.487,84.198
2018,6,18,8,0,20.511,84.536
2018,6,18,8,30,20.559,84.491
2018,6,18,9,0,20.749,83.924
2018,6,18,9,30,20.916,82.874
2018,6,18,10,0,21.083,79.561
2018,6,18,10,30,21.346,77.767
2018,6,18,11,0,21.489,77.368
2018,6,18,11,30,21.68,77.35
2018,6,18,12,0,21.847,77.011
2018,6,18,12,30,22.134,76.552
2018,6,18,13,0,22.445,76.096
2018,6,18,13,30,22.805,75.068
2018,6,18,14,0,23.093,74.428
2018,6,18,14,30,23.405,73.116
2018,6,18,15,0,23.621,72.336
2018,6,18,15,30,23.862,71.881
2018,6,18,16,0,23.958,71.9
2018,6,18,16,30,24.103,71.13
2018,6,18,17,0,24.031,70.702
2018,6,18,17,30,23.934,71.807
2018,6,18,18,0,23.766,72.187
2018,6,18,18,30,23.573,73.558
2018,6,18,19,0,23.333,72.457
2018,6,18,19,30,23.117,73.879
2018,6,18,20,0,22.757,72.904
2018,6,18,20,30,22.781,73.171
2018,6,18,21,0,22.565,73.771
2018,6,18,21,30,22.397,74.843
2018,6,18,22,0,22.182,75.263
2018,6,18,22,30,22.062,75.442
2018,6,18,23,0,21.871,75.75
2018,6,18,23,30,21.537,76.862
2018,6,19,0,0,21.179,77.875
2018,6,19,0,30,20.869,79.289
2018,6,19,1,0,20.559,80.636
2018,6,19,1,30,20.249,81.215
2018,6,19,2,0,20.011,81.164
2018,6,19,2,30,19.963,81.35
2018,6,19,3,0,19.678,82.126
2018,6,19,3,30,19.511,82.033
2018,6,19,4,0,19.345,82.609
2018,6,19,4,30,19.059,82.962
2018,6,19,5,0,18.964,82.914
2018,6,19,5,30,18.821,83.38
2018,6,19,6,0,18.893,84.115
2018,6,19,6,30,18.917,84.341
2018,6,19,7,0,19.25,84.967
2018,6,19,7,30,19.559,84.376
2018,6,19,8,0,19.892,83.842
2018,6,19,8,30,20.368,85.223
2018,6,19,9,0,20.964,85.304
2018,6,19,9,30,21.513,83.732
2018,6,19,10,0,21.871,83.505
2018,6,19,10,30,22.039,82.982
2018,6,19,11,0,22.302,81.858
2018,6,19,11,30,22.613,82.067
2018,6,19,12,0,22.829,81.492
2018,6,19,12,30,23.093,81.606
2018,6,19,13,0,23.237,81.524
2018,6,19,13,30,23.405,81.078
2018,6,19,14,0,23.621,80.897
2018,6,19,14,30,23.693,80.228
2018,6,19,15,0,23.669,79.881
2018,6,19,15,30,23.549,81.194
2018,6,19,16,0,23.477,80.951
2018,6,19,16,30,23.477,80.951
2018,6,19,17,0,23.261,82.519
2018,6,19,17,30,22.949,82.93
2018,6,19,18,0,22.637,84.18
2018,6,19,18,30,22.565,84.834
2018,6,19,19,0,22.493,84.678
2018,6,19,19,30,22.421,84.969
2018,6,19,20,0,22.015,86.541
2018,6,19,20,30,22.134,86.181
2018,6,19,21,0,22.062,85.915
2018,6,19,21,30,21.991,85.871
2018,6,19,22,0,21.967,85.893
2018,6,19,22,30,21.919,86.076
2018,6,19,23,0,21.823,86.275
2018,6,19,23,30,21.799,86.601
2018,6,20,0,0,21.799,85.938
