ì˙ït,ãCâ∑,ëäëŒéºìx,ãCà≥,ç~êÖó ,ç~ê·ó ,ïóë¨,ïóå¸,ëSìVì˙éÀó ,ëÂãCìßâﬂó¶,â_ó 
y/m/d HH:MM,Åé,%,Pa,mm,mm,m/s,-,W/m2,-,-
date,temp,rh,p_atm,Jp,Js,WS,WD,Qs,tau,cloudiness
2012/3/31 5:00,12.2,82,,1,,2.2,ìåìÏìå,,1.00E-50,
2012/3/31 6:00,11.5,74,,0,,1.9,ìÏìå,,0.567124624,
2012/3/31 7:00,11,79,,0,,3,ìÏìÏêº,,0.385837571,
2012/3/31 8:00,11.9,74,,0.5,,1.7,ñkñkêº,,0.469743875,
2012/3/31 9:00,13.4,53,,1,,4.9,ìÏêº,,0.494944743,
2012/3/31 10:00,11.7,59,,6,,5.8,ìÏêº,,0.673572273,
2012/3/31 11:00,13.5,41,,8.5,,2.6,êºñkêº,,0.435526801,
2012/3/31 12:00,14,31,,4.5,,4.4,ìÏêº,,0.497210559,
2012/3/31 13:00,14.9,24,,1,,4.1,êº,,0.679842753,
2012/3/31 14:00,14.3,20,,0,,2,ñkñkêº,,0.463324997,
2012/3/31 15:00,14.5,18,,1,,5.3,êº,,0.479821532,
2012/3/31 16:00,13.8,23,,1.5,,4.1,ñkêº,,0.505243314,
2012/3/31 17:00,13,24,,0,,6.6,êºñkêº,,0.591227738,
2012/3/31 18:00,11.9,24,,0,,4,ñkêº,,1.00E-50,
2012/3/31 19:00,11.1,28,,0,,4.3,ñkêº,,1.00E-50,
2012/3/31 20:00,11.5,21,,0,,2.8,ñkñkêº,,1.00E-50,
2012/3/31 21:00,11.1,24,,0,,2.1,êºñkêº,,1.00E-50,
2012/3/31 22:00,11.1,28,,0,,1.3,êºìÏêº,,1.00E-50,
2012/3/31 23:00,9,36,,0,,2.6,êºñkêº,,1.00E-50,
2012/4/1 0:00,8.4,43,,0,,1.8,êº,,1.00E-50,
2012/4/1 1:00,8.8,44,,0,,1.1,ìåñkìå,,1.00E-50,
2012/4/1 2:00,9,47,,0,,2,ìÏ,,1.00E-50,
2012/4/1 3:00,9.3,48,,0,,2.6,ìÏìå,,1.00E-50,
2012/4/1 4:00,10.4,40,,0,,2.2,ìÏ,,1.00E-50,
2012/4/1 5:00,9.5,44,,0,,1.8,ìÏìÏìå,,1.00E-50,
2012/4/1 6:00,9,45,,0,,1.6,ñk,,0.815618999,
2012/4/1 7:00,9.1,44,,0,,2,ñkìå,,0.733763836,
2012/4/1 8:00,10.3,41,,0,,1.4,ìåñkìå,,0.722025415,
2012/4/1 9:00,11.7,37,,0,,3,êº,,0.715672209,
2012/4/1 10:00,12.9,35,,0,,5.8,êº,,0.706156902,
2012/4/1 11:00,12,44,,0,,3.9,êº,,0.675812465,
2012/4/1 12:00,13.5,39,,0,,4.5,êºìÏêº,,0.593890258,
2012/4/1 13:00,13.3,35,,0,,3.3,êºìÏêº,,0.535671754,
2012/4/1 14:00,13.4,35,,0,,2.2,êº,,0.616495045,
2012/4/1 15:00,13.2,37,,0,,3.6,êº,,0.729607835,
2012/4/1 16:00,13.2,38,,0,,3.1,ñkñkêº,,0.748262553,
2012/4/1 17:00,13,42,,0,,2.6,ñk,,0.849911118,
2012/4/1 18:00,11.8,44,,0,,3.1,ñkñkêº,,1.00E-50,
2012/4/1 19:00,10.6,49,,0,,3.3,ñk,,1.00E-50,
2012/4/1 20:00,10,51,,0,,2,ñkñkìå,,1.00E-50,
2012/4/1 21:00,9.4,53,,0,,2.9,ñkñkìå,,1.00E-50,
2012/4/1 22:00,8.3,57,,0,,1.6,ñkñkìå,,1.00E-50,
2012/4/1 23:00,7.7,62,,0,,1.8,ìåñkìå,,1.00E-50,
2012/4/2 0:00,6.7,68,,0,,2.3,ñkìå,,1.00E-50,
2012/4/2 1:00,6,66,,0,,2.7,ñkìå,,1.00E-50,
2012/4/2 2:00,5.4,66,,0,,1.6,ñkìå,,1.00E-50,
2012/4/2 3:00,4.8,69,,0,,1.5,ìåìÏìå,,1.00E-50,
2012/4/2 4:00,4.4,69,,0,,1,ìÏìÏìå,,1.00E-50,
2012/4/2 5:00,3.8,70,,0,,1.3,ìåìÏìå,,1.00E-50,
2012/4/2 6:00,3.4,73,,0,,1.6,ìåñkìå,,0.020619232,
2012/4/2 7:00,4.5,65,,0,,0.8,ìåñkìå,,0.234532686,
2012/4/2 8:00,6.4,59,,0,,1.7,ñkìå,,0.061232125,
2012/4/2 9:00,9.1,49,,0,,2.4,ñkìå,,0.071102159,
2012/4/2 10:00,10.8,52,,0,,0.9,ìÏìå,,0.000251552,
2012/4/2 11:00,13.1,53,,0,,1.5,ìå,,0.003212342,
2012/4/2 12:00,13.7,54,,0,,1.4,ìåñkìå,,0.003969707,
2012/4/2 13:00,13.9,57,,0,,1.9,êºìÏêº,,0.021478058,
2012/4/2 14:00,14.5,57,,0,,1.1,ñkñkìå,,0.069395517,
2012/4/2 15:00,16.8,47,,0,,2.9,êºñkêº,,0.483145857,
2012/4/2 16:00,18.7,41,,0,,4.2,êº,,0.536628916,
2012/4/2 17:00,18.2,47,,0,,4.5,êºìÏêº,,0.686009076,
2012/4/2 18:00,17.2,53,,0,,2.5,êº,,1.00E-50,
2012/4/2 19:00,16.7,56,,0,,1.2,ìÏêº,,1.00E-50,
2012/4/2 20:00,16.3,58,,0,,1,êºñkêº,,1.00E-50,
2012/4/2 21:00,16.2,60,,0,,2,ìåìÏìå,,1.00E-50,
2012/4/2 22:00,16.5,60,,0,,2.5,ìåìÏìå,,1.00E-50,
2012/4/2 23:00,17.1,60,,0,,2.7,ìåìÏìå,,1.00E-50,
2012/4/3 0:00,17.1,63,,0,,2.3,ìåìÏìå,,1.00E-50,
2012/4/3 1:00,16.9,63,,0,,1.9,ìåìÏìå,,1.00E-50,
2012/4/3 2:00,17.3,61,,0,,1.3,ñk,,1.00E-50,
2012/4/3 3:00,17.7,62,,0,,2,ñk,,1.00E-50,
2012/4/3 4:00,17.6,63,,0,,1.4,ñk,,1.00E-50,
2012/4/3 5:00,17.3,72,,0,,1.2,ñkñkìå,,1.00E-50,
2012/4/3 6:00,16.3,83,,0,,2.1,ìåñkìå,,0.167190268,
2012/4/3 7:00,16.3,86,,0,,2.3,ìå,,0.427456884,
2012/4/3 8:00,16.3,88,,0,,0.5,ìå,,0.725934443,
2012/4/3 9:00,16.6,88,,0.5,,2.3,ñk,,0.754218045,
2012/4/3 10:00,18.8,77,,2.5,,1.8,ñkñkìå,,0.672548337,
2012/4/3 11:00,19.7,55,,2.5,,2.2,ìåñkìå,,0.752997882,
2012/4/3 12:00,17.8,53,,1,,3.4,ìå,,0.766665492,
2012/4/3 13:00,16.3,46,,0.5,,2.6,ìåñkìå,,0.760348876,
2012/4/3 14:00,14.8,42,,0,,5.8,ìÏìÏìå,,0.764195213,
2012/4/3 15:00,14.3,42,,14.5,,8.8,êº,,0.765421443,
2012/4/3 16:00,13.6,38,,7.5,,9.8,êº,,0.69941729,
2012/4/3 17:00,13.1,33,,0.5,,10.7,êº,,0.781848873,
2012/4/3 18:00,11.3,35,,0,,11.3,êº,,1.00E-50,
2012/4/3 19:00,10.2,38,,0,,11.7,êº,,1.00E-50,
2012/4/3 20:00,9.6,40,,0,,6.2,êº,,1.00E-50,
2012/4/3 21:00,9.3,39,,0,,5.9,êº,,1.00E-50,
2012/4/3 22:00,8.9,40,,0,,6,êº,,1.00E-50,
2012/4/3 23:00,8.7,41,,0,,6.9,êº,,1.00E-50,
2012/4/4 0:00,8.6,39,,0,,7.8,êº,,1.00E-50,
2012/4/4 1:00,8.2,40,,0,,5.9,êº,,1.00E-50,
2012/4/4 2:00,8,41,,0,,4.9,êº,,1.00E-50,
2012/4/4 3:00,7.8,42,,0,,6.9,êº,,1.00E-50,
2012/4/4 4:00,7.9,40,,0,,5.1,êº,,1.00E-50,
2012/4/4 5:00,7.6,41,,0,,6.2,êº,,1.00E-50,
2012/4/4 6:00,7.4,43,,0,,5.7,êºìÏêº,,0.771474524,
2012/4/4 7:00,8.1,42,,0,,3.7,êºìÏêº,,0.7886536,
2012/4/4 8:00,9.6,34,,0,,4.5,êº,,0.745639873,
2012/4/4 9:00,12.7,22,,0,,6.1,êºìÏêº,,0.707690069,
2012/4/4 10:00,13.7,19,,0,,6.4,êºìÏêº,,0.731647046,
2012/4/4 11:00,14.5,25,,0,,5.8,êºìÏêº,,0.700563758,
2012/4/4 12:00,15.9,23,,0,,6.3,êºìÏêº,,0.602808413,
2012/4/4 13:00,16.6,19,,0,,6.2,êºìÏêº,,0.309512942,
2012/4/4 14:00,16.8,19,,0,,6.2,ìÏêº,,0.325139896,
2012/4/4 15:00,17.9,17,,0,,7.4,ìÏêº,,0.324207075,
2012/4/4 16:00,17.2,17,,0,,7,ìÏêº,,0.222513248,
2012/4/4 17:00,16.7,34,,0,,5.5,êºìÏêº,,0.605095469,
2012/4/4 18:00,16,25,,0,,4.9,ìÏêº,,1.00E-50,
2012/4/4 19:00,13.5,46,,0,,3.7,êºìÏêº,,1.00E-50,
2012/4/4 20:00,12.8,37,,0,,3.1,ìÏêº,,1.00E-50,
2012/4/4 21:00,12.4,34,,0,,5.2,ìÏêº,,1.00E-50,
2012/4/4 22:00,12,39,,0,,3.4,ìÏìÏêº,,1.00E-50,
2012/4/4 23:00,11.9,46,,0,,3.1,ìÏêº,,1.00E-50,
2012/4/5 0:00,11.5,50,,0,,4.6,êºìÏêº,,1.00E-50,
2012/4/5 1:00,12,48,,0,,4.4,êºìÏêº,,1.00E-50,
2012/4/5 2:00,12.2,50,,0,,3.6,êºìÏêº,,1.00E-50,
2012/4/5 3:00,12,52,,0,,3.7,ìÏêº,,1.00E-50,
2012/4/5 4:00,11.9,53,,0,,4.4,êºìÏêº,,1.00E-50,
2012/4/5 5:00,11.8,54,,0,,3.6,ìÏêº,,1.00E-50,
2012/4/5 6:00,10.9,59,,0,,3.7,ìÏêº,,0.286816676,
2012/4/5 7:00,12,54,,0,,3.8,êºìÏêº,,0.300538842,
2012/4/5 8:00,14.1,49,,0,,4.1,ìÏêº,,0.396811606,
2012/4/5 9:00,16.3,41,,0,,5,êºìÏêº,,0.146232523,
2012/4/5 10:00,16.1,35,,0,,6.2,êºìÏêº,,0.154977579,
2012/4/5 11:00,17.8,33,,0,,4.9,êºìÏêº,,0.118318821,
2012/4/5 12:00,18.6,28,,0,,4.5,êºìÏêº,,0.050370401,
2012/4/5 13:00,21.4,27,,0,,7.1,êºìÏêº,,0.156748701,
2012/4/5 14:00,19.3,29,,0,,7.7,êºìÏêº,,0.157308997,
2012/4/5 15:00,20.5,30,,0,,6.3,êº,,0.26544978,
2012/4/5 16:00,20.4,27,,0,,4.5,êºìÏêº,,0.313549172,
2012/4/5 17:00,16.3,49,,0,,2.7,ñkêº,,0.412038958,
2012/4/5 18:00,15.8,48,,0,,2.6,ñkñkêº,,1.00E-50,
2012/4/5 19:00,15.1,56,,0,,2.6,ñkñkìå,,1.00E-50,
2012/4/5 20:00,14.4,66,,0,,3.9,ñkñkìå,,1.00E-50,
2012/4/5 21:00,13,77,,3,,2,ìåñkìå,,1.00E-50,
2012/4/5 22:00,12.7,79,,0,,3.1,ñkìå,,1.00E-50,
2012/4/5 23:00,14.6,50,,0,,3.8,ñkìå,,1.00E-50,
2012/4/6 0:00,14.1,45,,0,,4.1,ñkìå,,1.00E-50,
2012/4/6 1:00,13,34,,0,,2,ñkìå,,1.00E-50,
2012/4/6 2:00,12.1,35,,0,,1.1,ñk,,1.00E-50,
2012/4/6 3:00,11.7,32,,0,,1.4,ìÏ,,1.00E-50,
2012/4/6 4:00,11.2,33,,1,,4.6,ñkêº,,1.00E-50,
2012/4/6 5:00,10.3,38,,0.5,,1.1,ìÏêº,,1.00E-50,
2012/4/6 6:00,9.9,41,,0,,1.2,ìÏ,,0.003520031,
2012/4/6 7:00,9.7,41,,0,,1.9,ñkñkìå,,0.055627068,
2012/4/6 8:00,10.7,32,,0,,1.8,ñkñkêº,,0.232727603,
2012/4/6 9:00,11.7,33,,0,,3.4,ñkêº,,0.535370115,
2012/4/6 10:00,13,29,,0,,4.5,êºñkêº,,0.447794017,
2012/4/6 11:00,13.4,29,,0,,3.9,ñkêº,,0.211992662,
2012/4/6 12:00,13.4,30,,0,,2.4,êºñkêº,,0.463715219,
2012/4/6 13:00,14.7,25,,0.5,,2.1,ñkêº,,0.409871635,
2012/4/6 14:00,14.6,26,,0,,3.4,ñkñkêº,,0.398705172,
2012/4/6 15:00,15.3,22,,0,,2.6,êºñkêº,,0.164868236,
2012/4/6 16:00,16,18,,0,,2.8,êº,,0.013343299,
2012/4/6 17:00,15.9,11,,0,,3.8,êº,,0.001257174,
2012/4/6 18:00,14.8,16,,0,,1.2,ñk,,1.00E-50,
2012/4/6 19:00,13.6,18,,0,,1.4,ñkñkìå,,1.00E-50,
2012/4/6 20:00,12.5,22,,0,,2.3,ìÏìÏìå,,1.00E-50,
2012/4/6 21:00,12,29,,0,,1.4,ìå,,1.00E-50,
2012/4/6 22:00,11.7,33,,0,,0.8,ìÏìå,,1.00E-50,
2012/4/6 23:00,11.3,36,,0,,1.6,ñk,,1.00E-50,
2012/4/7 0:00,11,38,,0,,2,ñkìå,,1.00E-50,
2012/4/7 1:00,11,40,,0,,1.7,êºñkêº,,1.00E-50,
2012/4/7 2:00,11.2,35,,0,,1.3,ñkñkìå,,1.00E-50,
2012/4/7 3:00,10.9,29,,0,,2.4,ñkñkêº,,1.00E-50,
2012/4/7 4:00,10.1,31,,0,,1.6,ñkñkêº,,1.00E-50,
2012/4/7 5:00,10.2,28,,0,,1.6,ñkñkêº,,1.00E-50,
2012/4/7 6:00,10,30,,0,,1.8,ñkñkêº,,0.515136463,
2012/4/7 7:00,10.5,38,,0,,3.5,ñkñkêº,,0.74757844,
2012/4/7 8:00,11.2,34,,0,,2.3,ñkêº,,0.736545236,
2012/4/7 9:00,12,34,,0,,2.7,ñkñkêº,,0.735272401,
2012/4/7 10:00,13.6,30,,0,,2.8,ñkñkêº,,0.668234436,
2012/4/7 11:00,14,29,,0,,3.1,ñkêº,,0.627377534,
2012/4/7 12:00,13.5,34,,0,,4.2,ñkñkêº,,0.488461923,
2012/4/7 13:00,13.7,32,,0,,4,ñkêº,,0.2330786,
2012/4/7 14:00,13.2,33,,0,,3.4,ñkñkêº,,0.182075667,
2012/4/7 15:00,12.8,35,,0,,3.1,êº,,0.218668922,
2012/4/7 16:00,12.4,35,,0,,3.7,ñkñkêº,,0.271524441,
2012/4/7 17:00,11.3,38,,0,,3.4,ñkñkêº,,0.044809332,
2012/4/7 18:00,10.1,42,,0,,2.7,ñkñkìå,,1.00E-50,
2012/4/7 19:00,9.2,44,,0,,3.2,ñkñkìå,,1.00E-50,
2012/4/7 20:00,8.9,46,,0,,2.5,ñkñkìå,,1.00E-50,
2012/4/7 21:00,8.4,49,,0,,2.4,ñkñkìå,,1.00E-50,
2012/4/7 22:00,8.2,53,,0,,1.4,ñkñkìå,,1.00E-50,
2012/4/7 23:00,6.6,57,,0,,1.4,ñk,,1.00E-50,
2012/4/8 0:00,5.5,57,,0,,1.4,ìÏìå,,1.00E-50,
2012/4/8 1:00,4.8,56,,0,,1.2,ìÏ,,1.00E-50,
2012/4/8 2:00,4.3,57,,0,,0.6,ñk,,1.00E-50,
2012/4/8 3:00,3.7,58,,0,,0.9,ìåìÏìå,,1.00E-50,
2012/4/8 4:00,3.5,61,,0,,1.2,ìå,,1.00E-50,
2012/4/8 5:00,3.3,61,,0,,1,ìÏìå,,1.00E-50,
2012/4/8 6:00,3,65,,0,,1.8,ìÏìÏìå,,0.001277585,
2012/4/8 7:00,3.7,64,,0,,1.2,ìå,,0.106043999,
2012/4/8 8:00,6.3,55,,0,,1.3,ìÏìÏìå,,0.261387138,
2012/4/8 9:00,10.2,40,,0,,1.8,ìÏêº,,0.30550568,
2012/4/8 10:00,12.6,37,,0,,2.7,êºìÏêº,,0.388025452,
2012/4/8 11:00,13.1,33,,0,,2.3,ìÏêº,,0.332127534,
2012/4/8 12:00,14.7,40,,0,,4.4,êº,,0.31443256,
2012/4/8 13:00,15.8,45,,0,,4.9,ìÏêº,,0.441190082,
2012/4/8 14:00,17.4,39,,0,,5,ìÏêº,,0.61815352,
2012/4/8 15:00,17.1,47,,0,,5.4,ìÏêº,,0.871998924,
2012/4/8 16:00,16.3,54,,0,,3.7,êº,,0.80001095,
2012/4/8 17:00,16,53,,0,,4,êº,,0.819633575,
2012/4/8 18:00,15.1,52,,0,,1.9,êº,,1.00E-50,
2012/4/8 19:00,14.4,57,,0,,1.3,êºñkêº,,1.00E-50,
2012/4/8 20:00,14.1,64,,0,,1.8,êºìÏêº,,1.00E-50,
2012/4/8 21:00,13.8,61,,0,,1.1,ìåñkìå,,1.00E-50,
2012/4/8 22:00,12.9,60,,0,,1.4,ìåñkìå,,1.00E-50,
2012/4/8 23:00,12,62,,0,,1.2,ìÏìå,,1.00E-50,
2012/4/9 0:00,12.7,52,,0,,0.6,ìå,,1.00E-50,
2012/4/9 1:00,11.4,61,,0,,1.6,ñk,,1.00E-50,
2012/4/9 2:00,10.4,64,,0,,1.7,ñkñkìå,,1.00E-50,
2012/4/9 3:00,10.2,62,,0,,0.8,ìå,,1.00E-50,
2012/4/9 4:00,10,63,,0,,1.4,ñk,,1.00E-50,
2012/4/9 5:00,9.7,64,,0,,1.6,ñk,,1.00E-50,
2012/4/9 6:00,9,67,,0,,1.6,ñk,,0.637436361,
2012/4/9 7:00,10,63,,0,,1.2,ñk,,0.660865938,
2012/4/9 8:00,12,53,,0,,1.3,ìÏìÏìå,,0.375376255,
2012/4/9 9:00,15.1,42,,0,,0.9,ìÏìÏìå,,0.42409877,
2012/4/9 10:00,17.1,44,,0,,2.2,êºìÏêº,,0.726000924,
2012/4/9 11:00,16.6,46,,0,,3.4,êºìÏêº,,0.724721158,
2012/4/9 12:00,18.9,34,,0,,4.8,êº,,0.598838701,
2012/4/9 13:00,20.1,41,,0,,6.1,êº,,0.606814292,
2012/4/9 14:00,23.5,34,,0,,5.5,êºìÏêº,,0.449331059,
2012/4/9 15:00,22.1,34,,0,,3.7,ìÏêº,,0.36690116,
2012/4/9 16:00,18.7,51,,0,,4,ìÏêº,,0.411275937,
2012/4/9 17:00,18.2,54,,0,,2.9,êº,,0.453193052,
2012/4/9 18:00,17.2,61,,0,,2.3,êºñkêº,,1.00E-50,
2012/4/9 19:00,16.5,67,,0,,1.9,ñkêº,,1.00E-50,
2012/4/9 20:00,16.3,65,,0,,0.8,ñkñkìå,,1.00E-50,
2012/4/9 21:00,15.7,62,,0,,1.6,ñkñkìå,,1.00E-50,
2012/4/9 22:00,14.9,61,,0,,1.4,ìåñkìå,,1.00E-50,
2012/4/9 23:00,14.4,65,,0,,1.8,ñkìå,,1.00E-50,
2012/4/10 0:00,13.6,67,,0,,1.3,ñkñkìå,,1.00E-50,
2012/4/10 1:00,13.1,70,,0,,1.3,ñk,,1.00E-50,
2012/4/10 2:00,12.9,71,,0,,0.9,ñk,,1.00E-50,
2012/4/10 3:00,12.2,73,,0,,1.3,ñk,,1.00E-50,
2012/4/10 4:00,12,74,,0,,1.9,ñkñkêº,,1.00E-50,
2012/4/10 5:00,11.3,77,,0,,2,ñk,,1.00E-50,
2012/4/10 6:00,10.7,79,,0,,0.9,ñkñkêº,,0.731584673,
2012/4/10 7:00,11.7,72,,0,,0.6,ñkêº,,0.744828313,
2012/4/10 8:00,12.7,68,,0,,1.3,ñkñkìå,,0.74644883,
2012/4/10 9:00,14.9,58,,0,,0.6,ñkñkêº,,0.742951725,
2012/4/10 10:00,17.2,56,,0,,1,ñk,,0.652917148,
2012/4/10 11:00,16.8,55,,0,,1,ñkñkìå,,0.718788366,
2012/4/10 12:00,17.1,59,,0,,0.9,ìåñkìå,,0.588510418,
2012/4/10 13:00,16.3,67,,0,,1,ñkñkêº,,0.677930429,
2012/4/10 14:00,15.8,72,,0,,2.2,êºñkêº,,0.728469653,
2012/4/10 15:00,15.4,72,,0,,1.7,êºìÏêº,,0.74307993,
2012/4/10 16:00,16.6,68,,0,,1.2,êºìÏêº,,0.767782057,
2012/4/10 17:00,19.6,53,,0,,1.5,êºñkêº,,0.823218396,
2012/4/10 18:00,18.4,63,,0,,2.6,êº,,1.00E-50,
2012/4/10 19:00,17.8,69,,0,,1.9,êºñkêº,,1.00E-50,
2012/4/10 20:00,17.5,71,,0,,3,êº,,1.00E-50,
2012/4/10 21:00,18,65,,0,,1.5,êº,,1.00E-50,
2012/4/10 22:00,18.3,62,,0,,1.7,êºñkêº,,1.00E-50,
2012/4/10 23:00,18.6,63,,0,,1.4,ìåìÏìå,,1.00E-50,
2012/4/11 0:00,18.4,68,,0,,1.2,ìÏìÏêº,,1.00E-50,
2012/4/11 1:00,18.6,70,,0,,1.8,ìÏìÏìå,,1.00E-50,
2012/4/11 2:00,18.3,68,,0,,0.8,ìÏ,,1.00E-50,
2012/4/11 3:00,18.3,67,,0,,0.9,ñk,,1.00E-50,
2012/4/11 4:00,18.1,71,,0,,1.3,ñkêº,,1.00E-50,
2012/4/11 5:00,18.7,69,,0.5,,1.3,ìÏìå,,1.00E-50,
2012/4/11 6:00,18.2,74,,1.5,,1.5,ñk,,0.81752867,
2012/4/11 7:00,18.3,77,,0.5,,2,ìåñkìå,,0.768976105,
2012/4/11 8:00,18.8,76,,0,,0.9,ñk,,0.760809098,
2012/4/11 9:00,19.6,72,,0,,1,ñkìå,,0.758258981,
2012/4/11 10:00,17.8,85,,0,,1.9,ñk,,0.742740697,
2012/4/11 11:00,17.1,90,,1,,1.7,ñkìå,,0.690524088,
2012/4/11 12:00,16.6,90,,2,,3.3,ìå,,0.692013276,
2012/4/11 13:00,17.8,90,,0.5,,2.1,ìåñkìå,,0.738928066,
2012/4/11 14:00,19.6,80,,2,,2.3,ìåñkìå,,0.726319837,
2012/4/11 15:00,20.9,75,,3,,1.7,ñkñkìå,,0.726943913,
2012/4/11 16:00,22.1,65,,7,,5.1,ñkìå,,0.746625631,
2012/4/11 17:00,20.9,67,,12,,3.3,ñk,,0.513970069,
2012/4/11 18:00,19.2,70,,0.5,,2,ñk,,1.00E-50,
2012/4/11 19:00,18.2,74,,0,,0.9,ñkñkìå,,1.00E-50,
2012/4/11 20:00,18.4,73,,0,,2,ìÏìÏìå,,1.00E-50,
2012/4/11 21:00,17.5,74,,0,,2.6,êºìÏêº,,1.00E-50,
2012/4/11 22:00,17.2,74,,0,,2.4,ìÏêº,,1.00E-50,
2012/4/11 23:00,16.5,76,,0,,2.1,ìÏêº,,1.00E-50,
2012/4/12 0:00,15.8,80,,0,,3.2,êºìÏêº,,1.00E-50,
2012/4/12 1:00,16.2,77,,0,,2.2,êº,,1.00E-50,
2012/4/12 2:00,16.1,75,,0.5,,3,êºñkêº,,1.00E-50,
2012/4/12 3:00,15.1,78,,1,,3.7,ñkñkêº,,1.00E-50,
2012/4/12 4:00,14.8,81,,0,,2.7,ñk,,1.00E-50,
2012/4/12 5:00,15.1,79,,0,,2,ñkñkêº,,1.00E-50,
2012/4/12 6:00,14.7,80,,0,,1.3,ñk,,0.081403512,
2012/4/12 7:00,15.2,78,,0,,1.5,ñkñkêº,,0.186333088,
2012/4/12 8:00,15.7,75,,0,,1.6,êºñkêº,,0.246363125,
2012/4/12 9:00,16.3,67,,0,,1.3,ñkñkêº,,0.184358223,
2012/4/12 10:00,17.8,57,,0,,2.4,êº,,0.168697928,
2012/4/12 11:00,19.3,51,,0,,1.8,ñkêº,,0.403353265,
2012/4/12 12:00,20,46,,0,,2.8,ìÏêº,,0.168840269,
2012/4/12 13:00,20.3,55,,0,,2.3,êºñkêº,,0.018805074,
2012/4/12 14:00,19.3,48,,0,,2.9,êºìÏêº,,0.001222695,
2012/4/12 15:00,19.8,47,,0,,4.1,ìÏêº,,0.006756963,
2012/4/12 16:00,19.6,53,,0,,2.8,ìÏêº,,0.000947846,
2012/4/12 17:00,17.5,55,,0,,3.8,êº,,0.000277213,
2012/4/12 18:00,17.2,52,,0,,4.7,êºìÏêº,,1.00E-50,
2012/4/12 19:00,16.9,54,,0,,2.7,ìÏêº,,1.00E-50,
2012/4/12 20:00,16,59,,0,,5.1,êºìÏêº,,1.00E-50,
2012/4/12 21:00,15.2,66,,0,,3.5,ìÏêº,,1.00E-50,
2012/4/12 22:00,14.7,69,,0,,2.2,êº,,1.00E-50,
2012/4/12 23:00,14.1,72,,0,,1.9,êºñkêº,,1.00E-50,
2012/4/13 0:00,12.8,76,,0,,2.2,êºñkêº,,1.00E-50,
2012/4/13 1:00,12.4,78,,0,,3,êº,,1.00E-50,
2012/4/13 2:00,12.2,77,,0,,2.7,êº,,1.00E-50,
2012/4/13 3:00,12.1,75,,0,,1.5,ìÏìÏìå,,1.00E-50,
2012/4/13 4:00,12.2,77,,0,,0.9,ìÏìÏêº,,1.00E-50,
2012/4/13 5:00,12,77,,0,,1.2,ìåñkìå,,1.00E-50,
2012/4/13 6:00,11.9,75,,0,,1.5,ìåñkìå,,0.155727932,
2012/4/13 7:00,12.1,71,,0,,1.5,ìåñkìå,,0.021337773,
2012/4/13 8:00,12.7,67,,0,,1.1,ñkìå,,0.319710798,
2012/4/13 9:00,13.7,66,,0,,2.1,ñk,,0.176561593,
2012/4/13 10:00,14.6,65,,0,,3.3,ñkìå,,0.307792478,
2012/4/13 11:00,15.4,55,,0,,2,ñkñkìå,,0.213249711,
2012/4/13 12:00,15.6,46,,0,,1.6,ñk,,0.068207321,
2012/4/13 13:00,14.4,63,,0,,2.1,ñkñkìå,,0.081345396,
2012/4/13 14:00,12.9,75,,0,,2.2,ñkñkìå,,0.554493217,
2012/4/13 15:00,11.2,77,,0,,2.2,ñkñkìå,,0.192556438,
2012/4/13 16:00,10.9,81,,0,,3,ñk,,0.113566281,
2012/4/13 17:00,10.9,86,,0,,2.1,ñk,,0.052253122,
2012/4/13 18:00,11,84,,0.5,,2.2,ñkñkìå,,1.00E-50,
2012/4/13 19:00,10.7,85,,0.5,,3.8,ñkìå,,1.00E-50,
2012/4/13 20:00,10.7,84,,0.5,,3,ñkìå,,1.00E-50,
2012/4/13 21:00,10.7,87,,0,,2.9,ñkìå,,1.00E-50,
2012/4/13 22:00,10.9,86,,1,,2.3,ñkìå,,1.00E-50,
2012/4/13 23:00,11,86,,0.5,,3,ñkìå,,1.00E-50,
2012/4/14 0:00,11.9,79,,0,,2.1,ñkñkìå,,1.00E-50,
2012/4/14 1:00,11.9,77,,0,,2.9,ñkñkìå,,1.00E-50,
2012/4/14 2:00,11.6,81,,0.5,,2.2,ñkñkìå,,1.00E-50,
2012/4/14 3:00,11.6,80,,0,,1.9,ñkñkìå,,1.00E-50,
2012/4/14 4:00,11.6,83,,1,,2.5,ñkñkìå,,1.00E-50,
2012/4/14 5:00,13,70,,0.5,,2.1,ñkñkìå,,1.00E-50,
2012/4/14 6:00,12.9,72,,0,,2.2,ñkñkìå,,0.765551844,
2012/4/14 7:00,12.9,73,,0,,1.8,ñkñkìå,,0.753118306,
2012/4/14 8:00,13.2,72,,1.5,,2,ñk,,0.721760414,
2012/4/14 9:00,13.8,72,,0,,1.4,ñkñkêº,,0.74036996,
2012/4/14 10:00,14.6,70,,0,,1.6,ñkñkìå,,0.674849998,
2012/4/14 11:00,15.6,65,,0,,2.4,ñkñkìå,,0.706952919,
2012/4/14 12:00,17.6,58,,0,,2.1,ñkñkìå,,0.71211986,
2012/4/14 13:00,18.5,54,,0,,2.1,ñk,,0.717418061,
2012/4/14 14:00,19.4,49,,0,,1.6,ñk,,0.720218,
2012/4/14 15:00,19.8,45,,0,,2.5,ñk,,0.739243181,
2012/4/14 16:00,20.1,41,,0,,3.4,ñk,,0.727642149,
