ì˙ït,ãCâ∑,ëäëŒéºìx,ãCà≥,ç~êÖó ,ç~ê·ó ,ïóë¨,ïóå¸,ëSìVì˙éÀó ,ëÂãCìßâﬂó¶,â_ó 
y/m/d HH:MM,Åé,%,Pa,mm,mm,m/s,-,W/m2,-,-
date,temp,rh,p_atm,Jp,Js,WS,WD,Qs,tau,cloudiness
2012/8/9 6:00,25.4,83,,0,,0.4,ñkñkìå,,0.562094922,
2012/8/9 7:00,25.8,80,,0,,1.6,ìåñkìå,,0.508821033,
2012/8/9 8:00,27.3,74,,0,,1.3,ìåñkìå,,0.543661188,
2012/8/9 9:00,29.2,67,,0,,1.2,ìÏìå,,0.473899032,
2012/8/9 10:00,30,63,,0,,1.3,ñkìå,,0.180606763,
2012/8/9 11:00,30.7,62,,0,,1.4,ñkêº,,0.043474209,
2012/8/9 12:00,30.9,60,,0,,1.7,êºìÏêº,,2.36E-05,
2012/8/9 13:00,30.6,61,,0,,1.1,ñkêº,,0.089469411,
2012/8/9 14:00,29.7,63,,0,,2.8,ìÏêº,,0.257844539,
2012/8/9 15:00,29.5,63,,0,,4.1,êºìÏêº,,0.237294036,
2012/8/9 16:00,29.6,64,,0,,4,ìÏêº,,0.205475268,
2012/8/9 17:00,29.3,65,,0,,3.8,êºìÏêº,,0.356733774,
2012/8/9 18:00,28.9,68,,0,,4.2,ìÏêº,,0.310582744,
2012/8/9 19:00,27.8,78,,0,,3.7,ìÏêº,,1.00E-50,
2012/8/9 20:00,27.6,78,,0,,2.9,êº,,1.00E-50,
2012/8/9 21:00,27.1,78,,0,,2.7,êº,,1.00E-50,
2012/8/9 22:00,26.6,78,,0,,1.5,êº,,1.00E-50,
2012/8/9 23:00,26.4,78,,0,,1.6,ñk,,1.00E-50,
2012/8/10 0:00,25.6,75,,0,,2.3,ñkìå,,1.00E-50,
2012/8/10 1:00,25.2,76,,0,,1.5,ñkñkìå,,1.00E-50,
2012/8/10 2:00,25.1,76,,0,,2.3,ñkñkìå,,1.00E-50,
2012/8/10 3:00,24.9,78,,0,,1.9,ñkñkìå,,1.00E-50,
2012/8/10 4:00,24.2,80,,0,,2.5,ñkìå,,1.00E-50,
2012/8/10 5:00,24.4,79,,0,,2.1,ñkñkìå,,0.516943194,
2012/8/10 6:00,24.7,78,,0,,2.2,ñkìå,,0.52890522,
2012/8/10 7:00,25.1,77,,0,,2.6,ñkìå,,0.490393208,
2012/8/10 8:00,26.7,72,,0,,2.5,ñkìå,,0.401111765,
2012/8/10 9:00,27.5,67,,0,,1,ñk,,0.337351532,
2012/8/10 10:00,28.9,64,,0,,0.9,ñkêº,,0.360505811,
2012/8/10 11:00,30,60,,0,,1.4,êº,,0.180564502,
2012/8/10 12:00,31.1,56,,0,,3.3,êºìÏêº,,0.219203885,
2012/8/10 13:00,31.5,59,,0,,4.4,êºìÏêº,,0.207331671,
2012/8/10 14:00,31.1,60,,0,,4.6,êºìÏêº,,0.367863559,
2012/8/10 15:00,31.3,55,,0,,3.6,êºìÏêº,,0.304161662,
2012/8/10 16:00,30.3,62,,0,,2.8,êºìÏêº,,0.383932155,
2012/8/10 17:00,29,65,,0,,3.5,êºìÏêº,,0.367666743,
2012/8/10 18:00,28.3,71,,0,,3.9,êºìÏêº,,0.595348254,
2012/8/10 19:00,28.1,77,,0,,5.1,êº,,1.00E-50,
2012/8/10 20:00,27.8,81,,0,,3.8,êº,,1.00E-50,
2012/8/10 21:00,28,77,,0,,2.3,êº,,1.00E-50,
2012/8/10 22:00,27.7,80,,0,,2.2,êº,,1.00E-50,
2012/8/10 23:00,27.8,77,,0,,1.5,êº,,1.00E-50,
2012/8/11 0:00,27.8,78,,0,,1.9,ñkêº,,1.00E-50,
2012/8/11 1:00,26.5,88,,0,,1.7,êº,,1.00E-50,
2012/8/11 2:00,26.7,88,,0,,1.3,ìÏêº,,1.00E-50,
2012/8/11 3:00,26.1,89,,0,,1.3,ìÏìå,,1.00E-50,
2012/8/11 4:00,26.3,89,,0,,1.6,ìÏìÏêº,,1.00E-50,
2012/8/11 5:00,26.1,90,,0,,1,ìÏìå,,0.05345226,
2012/8/11 6:00,26,90,,0,,1.8,ìÏìÏìå,,0.27910901,
2012/8/11 7:00,26.2,89,,0,,1.1,ñkñkìå,,0.508528418,
2012/8/11 8:00,26,84,,0,,1.3,ñkñkìå,,0.628964102,
2012/8/11 9:00,26.3,84,,0,,1.3,ñkñkêº,,0.606547742,
2012/8/11 10:00,26.7,82,,0,,1.3,ñkñkêº,,0.589589486,
2012/8/11 11:00,27,81,,0,,0.6,ñk,,0.600113994,
2012/8/11 12:00,27.7,82,,0,,2,êºìÏêº,,0.601636625,
2012/8/11 13:00,28.3,76,,0,,3,êº,,0.604348653,
2012/8/11 14:00,28.8,76,,0,,4.5,êº,,0.626838433,
2012/8/11 15:00,28.9,74,,0,,4.7,êº,,0.652385141,
2012/8/11 16:00,28.9,74,,0,,5,êºìÏêº,,0.688296547,
2012/8/11 17:00,27.8,79,,0,,3.2,êº,,0.640428342,
2012/8/11 18:00,27.4,80,,0,,3.7,êºìÏêº,,0.17342238,
2012/8/11 19:00,27.1,82,,0,,1.2,êºñkêº,,1.00E-50,
2012/8/11 20:00,26.9,83,,0,,2.7,ìÏìå,,1.00E-50,
2012/8/11 21:00,26.7,83,,0,,2,ñkìå,,1.00E-50,
2012/8/11 22:00,27,84,,0,,1.5,ñkìå,,1.00E-50,
2012/8/11 23:00,26.6,85,,0,,1.5,ìåñkìå,,1.00E-50,
2012/8/12 0:00,26.2,86,,0,,0.6,ñkñkêº,,1.00E-50,
2012/8/12 1:00,26.1,87,,0,,1,ñk,,1.00E-50,
2012/8/12 2:00,25.7,88,,0,,1.1,ñkñkìå,,1.00E-50,
2012/8/12 3:00,25.5,88,,0,,1.7,ñkìå,,1.00E-50,
2012/8/12 4:00,25.4,87,,0,,1.2,ìåñkìå,,1.00E-50,
2012/8/12 5:00,25.2,87,,0,,0.9,ñkìå,,0.394970243,
2012/8/12 6:00,25.4,85,,0,,1.1,ñk,,0.519817368,
2012/8/12 7:00,26.1,81,,0,,0.7,ñk,,0.45215115,
2012/8/12 8:00,27,77,,0,,0.9,ñk,,0.473347576,
2012/8/12 9:00,28.1,75,,0,,1.2,ñkìå,,0.469159695,
2012/8/12 10:00,29.7,70,,0,,0.9,ñkñkêº,,0.575846947,
2012/8/12 11:00,29.2,73,,0,,0.8,ñk,,0.321478597,
2012/8/12 12:00,30,68,,0,,2.2,ñkêº,,0.117030746,
2012/8/12 13:00,30.7,66,,0,,2.2,êºñkêº,,0.259983624,
2012/8/12 14:00,31.6,63,,0,,2.8,êº,,0.20981985,
2012/8/12 15:00,30.2,73,,0,,3,êº,,0.066030012,
2012/8/12 16:00,28.6,81,,0,,5.5,ìÏêº,,0.229226419,
2012/8/12 17:00,26.7,87,,0,,3.8,êºìÏêº,,0.28237662,
2012/8/12 18:00,26.5,86,,0,,5.1,ìÏêº,,0.273878952,
2012/8/12 19:00,26.3,83,,0,,3.6,êºìÏêº,,0.95,
2012/8/12 20:00,25.8,88,,0,,3.1,êº,,1.00E-50,
2012/8/12 21:00,25.9,87,,0,,2.5,êºìÏêº,,1.00E-50,
2012/8/12 22:00,26.3,87,,0,,2.1,êºìÏêº,,1.00E-50,
2012/8/12 23:00,26.1,87,,0,,1.8,êºñkêº,,1.00E-50,
2012/8/13 0:00,25.8,87,,0,,1.9,ìÏêº,,1.00E-50,
2012/8/13 1:00,25.7,87,,0,,1.9,ìÏêº,,1.00E-50,
2012/8/13 2:00,25.6,88,,0,,1.7,ìÏìÏìå,,1.00E-50,
2012/8/13 3:00,25.4,88,,0,,1.3,ìÏ,,1.00E-50,
2012/8/13 4:00,25.1,89,,0,,2.4,ìÏ,,1.00E-50,
2012/8/13 5:00,24.9,90,,0,,1.6,ìÏìå,,0.700517361,
2012/8/13 6:00,24.9,89,,6,,1.9,êºñkêº,,0.538505826,
2012/8/13 7:00,25.7,87,,0,,1.7,ìÏìÏìå,,0.586758817,
2012/8/13 8:00,27.1,78,,0,,1.9,êºìÏêº,,0.614267757,
2012/8/13 9:00,29.2,70,,0,,2.7,êºìÏêº,,0.603552756,
2012/8/13 10:00,29.2,70,,0,,4.5,êºìÏêº,,0.461384551,
2012/8/13 11:00,29.4,73,,0,,4.7,êºìÏêº,,0.392898137,
2012/8/13 12:00,28.7,77,,0,,5.6,ìÏêº,,0.579061139,
2012/8/13 13:00,31.6,55,,0,,6.3,êºìÏêº,,0.58826925,
2012/8/13 14:00,32.3,54,,0,,5.2,êºìÏêº,,0.361588288,
2012/8/13 15:00,32.2,59,,0,,8.5,ìÏêº,,0.175491334,
2012/8/13 16:00,31.2,59,,0,,6.2,ìÏêº,,0.256784455,
2012/8/13 17:00,31.3,59,,0,,4.3,êºìÏêº,,0.175050048,
2012/8/13 18:00,30,68,,0,,3.8,êºìÏêº,,0.326290864,
2012/8/13 19:00,29.4,70,,0,,5.9,êºìÏêº,,0.95,
2012/8/13 20:00,29.2,69,,7.5,,3.2,ìÏêº,,1.00E-50,
2012/8/13 21:00,29.5,67,,0.5,,2.8,ìÏ,,1.00E-50,
2012/8/13 22:00,28.5,71,,8,,3.5,ìÏ,,1.00E-50,
2012/8/13 23:00,29,68,,2.5,,1.6,ìÏ,,1.00E-50,
2012/8/14 0:00,28.6,69,,0,,1.5,ìÏìå,,1.00E-50,
2012/8/14 1:00,28.4,70,,0,,1.4,ìÏìÏìå,,1.00E-50,
2012/8/14 2:00,27.9,73,,0,,2.2,ìÏ,,1.00E-50,
2012/8/14 3:00,27.6,74,,0,,1.5,ìÏìÏìå,,1.00E-50,
2012/8/14 4:00,26.2,86,,0,,1.2,ìå,,1.00E-50,
2012/8/14 5:00,26,89,,0,,1.7,ìÏìÏìå,,0.470501795,
2012/8/14 6:00,25.6,90,,7,,3.8,ñk,,0.467438373,
2012/8/14 7:00,25.5,90,,13.5,,1.9,ìå,,0.493960609,
2012/8/14 8:00,25.6,90,,2,,2,ìÏìå,,0.603980323,
2012/8/14 9:00,26.3,88,,0,,1.2,ìÏìå,,0.542465191,
2012/8/14 10:00,27,83,,0,,0.8,ìå,,0.356384319,
2012/8/14 11:00,28.5,77,,0,,0.9,ñk,,0.548177513,
2012/8/14 12:00,29,75,,0,,0.9,ñkñkêº,,0.210682682,
2012/8/14 13:00,29.1,74,,0.5,,2.5,êºìÏêº,,8.59E-07,
2012/8/14 14:00,28.9,76,,0,,1.6,êºìÏêº,,1.08E-06,
2012/8/14 15:00,28.7,77,,0,,4.3,ìÏêº,,0.001709282,
2012/8/14 16:00,29,76,,0,,2.2,êºìÏêº,,0.081999772,
2012/8/14 17:00,29.2,76,,0,,2.3,êºìÏêº,,0.32017289,
2012/8/14 18:00,26.9,87,,0,,3.3,êºìÏêº,,0.587125921,
2012/8/14 19:00,26.8,83,,0,,2.5,êº,,0.95,
2012/8/14 20:00,26.7,82,,0,,1.4,êºìÏêº,,1.00E-50,
2012/8/14 21:00,26.5,82,,0,,1,ìÏìÏêº,,1.00E-50,
2012/8/14 22:00,26.1,85,,0,,1.6,ìåìÏìå,,1.00E-50,
2012/8/14 23:00,25.9,86,,0,,1.4,ìåñkìå,,1.00E-50,
2012/8/15 0:00,25.8,86,,0,,1.1,ìåñkìå,,1.00E-50,
2012/8/15 1:00,25.6,87,,0,,1.3,ìåñkìå,,1.00E-50,
2012/8/15 2:00,25.6,86,,0,,0.5,ìÏìå,,1.00E-50,
2012/8/15 3:00,25.2,88,,0,,0.8,ìåñkìå,,1.00E-50,
2012/8/15 4:00,24.9,88,,0,,1.6,ìÏìÏìå,,1.00E-50,
2012/8/15 5:00,24.6,88,,0,,0.5,ñkñkìå,,9.14E-08,
2012/8/15 6:00,24.8,87,,0,,0.8,ñk,,6.23E-08,
2012/8/15 7:00,25.1,86,,0,,0.7,ìåñkìå,,0.110165585,
2012/8/15 8:00,26.9,78,,0,,0.3,ìå,,0.528380068,
2012/8/15 9:00,29.9,70,,0,,1.1,ñk,,0.311386307,
2012/8/15 10:00,31.4,64,,0,,1,ñkìå,,0.244186978,
2012/8/15 11:00,32.4,59,,0,,0.7,ìåìÏìå,,0.19363028,
2012/8/15 12:00,34.2,53,,0,,2.7,ìÏêº,,0.462298835,
2012/8/15 13:00,34.2,53,,0,,4.8,êºìÏêº,,0.467200486,
2012/8/15 14:00,34.6,52,,0,,3,êº,,0.466212509,
2012/8/15 15:00,34.3,53,,0,,4,êº,,0.401074613,
2012/8/15 16:00,33.6,54,,0,,5.2,êºìÏêº,,0.128982827,
2012/8/15 17:00,31,64,,0,,4.1,êºìÏêº,,0.177390018,
2012/8/15 18:00,29.4,74,,0,,4.5,êºìÏêº,,0.336910765,
2012/8/15 19:00,29.6,68,,0,,2.7,ìÏêº,,1.00E-50,
2012/8/15 20:00,29.1,71,,0,,3.5,ìÏêº,,1.00E-50,
2012/8/15 21:00,28.6,72,,0,,3.6,ìÏêº,,1.00E-50,
2012/8/15 22:00,28.3,71,,0,,2.5,ìÏìÏêº,,1.00E-50,
2012/8/15 23:00,28.4,67,,0,,1.1,ìÏ,,1.00E-50,
2012/8/16 0:00,28.2,68,,0,,1.1,ìÏìå,,1.00E-50,
2012/8/16 1:00,27.5,73,,0,,1.3,ìÏ,,1.00E-50,
2012/8/16 2:00,27.1,75,,0,,1.6,ìÏìÏìå,,1.00E-50,
2012/8/16 3:00,26,81,,0,,0.6,ìå,,1.00E-50,
2012/8/16 4:00,25.6,80,,0,,2,ìåñkìå,,1.00E-50,
2012/8/16 5:00,25,84,,0,,1,ìåìÏìå,,0.074021445,
2012/8/16 6:00,25.1,83,,0,,0.8,ñkìå,,0.248655861,
2012/8/16 7:00,26.3,75,,0,,0.8,ìå,,0.322820163,
2012/8/16 8:00,28,71,,0,,1.8,ìåñkìå,,0.417881076,
2012/8/16 9:00,30.3,63,,0,,1.3,ìÏêº,,0.183678936,
2012/8/16 10:00,31.7,61,,0,,1.4,ñkñkêº,,0.164806668,
2012/8/16 11:00,31.2,65,,0,,3.2,êºñkêº,,0.290778272,
2012/8/16 12:00,32,61,,0,,3.4,êºìÏêº,,0.351803303,
2012/8/16 13:00,32.3,58,,0,,2.9,êºìÏêº,,0.23610379,
2012/8/16 14:00,31.8,62,,0,,3.7,êºìÏêº,,0.203821727,
2012/8/16 15:00,30.2,65,,0,,3.3,êº,,0.310227703,
2012/8/16 16:00,30.3,65,,0,,3.5,êºìÏêº,,0.215165208,
2012/8/16 17:00,30,68,,0,,4,êºìÏêº,,0.208189901,
2012/8/16 18:00,29.7,71,,0,,3.8,ìÏêº,,0.389379396,
2012/8/16 19:00,29.3,73,,0,,5.1,ìÏêº,,1.00E-50,
2012/8/16 20:00,28.7,74,,0,,2.7,êºìÏêº,,1.00E-50,
2012/8/16 21:00,28.3,75,,0,,3.1,êº,,1.00E-50,
2012/8/16 22:00,28.1,76,,0,,2.3,êºñkêº,,1.00E-50,
2012/8/16 23:00,27.8,78,,0,,2.4,êº,,1.00E-50,
2012/8/17 0:00,27.6,79,,0,,2.5,êº,,1.00E-50,
2012/8/17 1:00,26.8,81,,0,,1.7,ìÏêº,,1.00E-50,
2012/8/17 2:00,26.4,82,,0,,1.5,ìÏêº,,1.00E-50,
2012/8/17 3:00,25.9,84,,0,,2.1,êº,,1.00E-50,
2012/8/17 4:00,25.8,83,,0,,1.2,êºñkêº,,1.00E-50,
2012/8/17 5:00,25.3,85,,0,,0.9,êº,,0.875591895,
2012/8/17 6:00,25.4,84,,0,,1.5,ìÏêº,,0.768082315,
2012/8/17 7:00,26.3,82,,0,,1.2,ìÏìå,,0.695100411,
2012/8/17 8:00,28,74,,0,,0.7,ìå,,0.397513038,
2012/8/17 9:00,29.5,68,,0,,1.2,ìåñkìå,,0.664251459,
2012/8/17 10:00,31.2,69,,0,,1.3,ìÏìÏêº,,0.690874947,
2012/8/17 11:00,30.9,69,,0,,1,ñkñkêº,,0.520538561,
2012/8/17 12:00,31.3,64,,0,,2.1,êº,,0.204006888,
2012/8/17 13:00,33.3,64,,0,,2.9,êºìÏêº,,0.369718945,
2012/8/17 14:00,33,65,,0,,2.5,êºñkêº,,0.474988698,
2012/8/17 15:00,30.8,71,,0,,3.3,êºñkêº,,0.375479111,
2012/8/17 16:00,29.8,74,,0,,4.6,êºìÏêº,,0.573748377,
2012/8/17 17:00,29.5,73,,0,,5.8,ìÏêº,,0.672708256,
2012/8/17 18:00,29.3,72,,0,,3.8,ìÏêº,,0.547800585,
2012/8/17 19:00,28,80,,0,,1.3,ìÏêº,,1.00E-50,
2012/8/17 20:00,27.5,81,,0,,3.4,êº,,1.00E-50,
2012/8/17 21:00,27.6,82,,0,,2.6,êº,,1.00E-50,
2012/8/17 22:00,27.4,83,,0,,1.2,êº,,1.00E-50,
2012/8/17 23:00,27.1,81,,0,,1.4,êº,,1.00E-50,
2012/8/18 0:00,26.7,81,,0,,2.3,êºñkêº,,1.00E-50,
2012/8/18 1:00,26.3,80,,0,,1.3,ñkìå,,1.00E-50,
2012/8/18 2:00,25.9,81,,0,,1.5,ñkñkêº,,1.00E-50,
2012/8/18 3:00,25.5,81,,0,,0.9,ñkñkìå,,1.00E-50,
2012/8/18 4:00,25.2,82,,0,,1.3,ñk,,1.00E-50,
2012/8/18 5:00,25,82,,0,,1.7,ñkìå,,0.410244133,
2012/8/18 6:00,24.7,80,,0,,1.5,ñkìå,,0.524495891,
2012/8/18 7:00,26,74,,0,,0.6,ìåñkìå,,0.675776571,
2012/8/18 8:00,27.3,70,,0,,1.2,ñkìå,,0.631224322,
2012/8/18 9:00,28.3,72,,0,,1.7,ñkñkìå,,0.681858145,
2012/8/18 10:00,30.9,64,,0,,2.2,ìÏìå,,0.500236299,
2012/8/18 11:00,31.4,59,,0,,0.8,ìåñkìå,,0.483019798,
2012/8/18 12:00,31.3,63,,0,,1.1,ñkêº,,0.179518736,
2012/8/18 13:00,32.8,51,,0,,1.1,ñkñkêº,,0.243235583,
2012/8/18 14:00,34,48,,0,,2.7,ñkìå,,0.536122573,
2012/8/18 15:00,32.8,58,,52,,5.5,ìÏìÏêº,,0.342704467,
2012/8/18 16:00,32.6,48,,7.5,,3.5,ñkñkêº,,0.130859755,
2012/8/18 17:00,31.7,57,,0,,1.9,ñkñkìå,,0.23977143,
2012/8/18 18:00,30.4,65,,2,,2.3,ìåñkìå,,0.152667419,
2012/8/18 19:00,29.1,68,,0,,4.1,ñkìå,,1.00E-50,
2012/8/18 20:00,28,77,,0,,1.9,ñkìå,,1.00E-50,
2012/8/18 21:00,28.5,72,,0,,0.7,êºìÏêº,,1.00E-50,
2012/8/18 22:00,28,74,,0,,1.6,ñk,,1.00E-50,
2012/8/18 23:00,27.5,74,,0,,1.6,ñkìå,,1.00E-50,
2012/8/19 0:00,27,76,,0,,1.5,ñkìå,,1.00E-50,
2012/8/19 1:00,26.2,78,,0,,1.9,ñkñkìå,,1.00E-50,
2012/8/19 2:00,25.9,79,,0,,1.3,ñk,,1.00E-50,
2012/8/19 3:00,25.6,81,,0,,1.6,ìåñkìå,,1.00E-50,
2012/8/19 4:00,25.3,82,,0,,1.1,ñkìå,,1.00E-50,
2012/8/19 5:00,25.4,82,,0,,1.5,ñk,,0.758432873,
2012/8/19 6:00,24.9,82,,0,,0.7,ìåñkìå,,0.729331673,
2012/8/19 7:00,25.8,77,,0,,1.6,ìåñkìå,,0.689062034,
2012/8/19 8:00,27.3,72,,0,,0.7,ñkìå,,0.662769709,
2012/8/19 9:00,29.3,67,,0,,1.1,ñk,,0.669651024,
2012/8/19 10:00,29.3,67,,0,,1.7,ñk,,0.470902608,
2012/8/19 11:00,30.2,70,,0,,0.8,êºñkêº,,0.533509715,
2012/8/19 12:00,31.1,63,,0,,1.8,ñkìå,,0.623736018,
2012/8/19 13:00,31.7,58,,0,,1.1,ñkñkêº,,0.624217894,
2012/8/19 14:00,33.2,51,,0,,1.5,ìÏêº,,0.62985359,
2012/8/19 15:00,32.7,53,,0,,2.4,êºìÏêº,,0.650710757,
2012/8/19 16:00,31.8,55,,2,,1.9,êº,,0.67376087,
2012/8/19 17:00,31.5,53,,0.5,,2.3,ìÏêº,,0.703516308,
2012/8/19 18:00,30.2,58,,0,,0.9,ñkìå,,0.739223791,
2012/8/19 19:00,29.2,63,,0,,2.8,êº,,1.00E-50,
2012/8/19 20:00,28.4,66,,0,,2.7,êº,,1.00E-50,
2012/8/19 21:00,27.6,70,,0,,2.8,êºìÏêº,,1.00E-50,
2012/8/19 22:00,27.4,70,,0,,0.9,ñk,,1.00E-50,
2012/8/19 23:00,27,72,,0,,1.7,ìÏìå,,1.00E-50,
2012/8/20 0:00,26.6,74,,0,,1.2,ìåñkìå,,1.00E-50,
2012/8/20 1:00,26.2,76,,0,,1.7,ìåñkìå,,1.00E-50,
2012/8/20 2:00,26.2,77,,0,,2,ìåñkìå,,1.00E-50,
2012/8/20 3:00,25,85,,0,,1,ñk,,1.00E-50,
2012/8/20 4:00,24.9,87,,0,,0.7,ìåñkìå,,1.00E-50,
2012/8/20 5:00,24.9,86,,0,,1.3,ñk,,0.723181662,
2012/8/20 6:00,24.8,86,,0,,1,ñkìå,,0.599996078,
2012/8/20 7:00,24.9,85,,0,,1.6,ñkìå,,0.684243951,
2012/8/20 8:00,26,81,,0,,1.3,ìåñkìå,,0.610805977,
2012/8/20 9:00,27.3,73,,0,,1.9,ìå,,0.620142161,
2012/8/20 10:00,28.9,67,,0,,1.6,ñkñkìå,,0.607872736,
2012/8/20 11:00,29.8,61,,0,,1.6,ìåìÏìå,,0.611864699,
2012/8/20 12:00,29.1,68,,0,,2.2,ìåñkìå,,0.443559747,
2012/8/20 13:00,29.4,65,,0,,1.5,ìå,,0.443063996,
2012/8/20 14:00,31.2,56,,0,,1.6,ñkêº,,0.617736014,
2012/8/20 15:00,30.5,61,,0,,1.3,ìåìÏìå,,0.511970042,
2012/8/20 16:00,31.2,56,,0,,2.1,ìåìÏìå,,0.189451795,
2012/8/20 17:00,29.4,61,,0,,4.8,êºìÏêº,,0.200425411,
2012/8/20 18:00,29.1,62,,0,,6.3,êºìÏêº,,0.419969192,
2012/8/20 19:00,27.7,70,,0,,4,êºìÏêº,,0.95,
2012/8/20 20:00,26.9,75,,0,,2.8,êºìÏêº,,1.00E-50,
2012/8/20 21:00,26.6,77,,0,,2.5,êºìÏêº,,1.00E-50,
2012/8/20 22:00,26.8,77,,0,,0.8,ñk,,1.00E-50,
2012/8/20 23:00,26.2,80,,0,,1.5,ñkìå,,1.00E-50,
2012/8/21 0:00,25.7,84,,0,,1.5,ñkñkìå,,1.00E-50,
2012/8/21 1:00,25.6,83,,0,,0.9,ñkñkêº,,1.00E-50,
2012/8/21 2:00,25.1,86,,0,,1.6,ñk,,1.00E-50,
2012/8/21 3:00,25,89,,0,,1.4,ñkñkìå,,1.00E-50,
2012/8/21 4:00,25,88,,0,,1.2,ñk,,1.00E-50,
2012/8/21 5:00,24.7,89,,0,,1.2,ñk,,0.757393102,
2012/8/21 6:00,24.6,90,,0,,0.8,ñk,,0.731603227,
2012/8/21 7:00,24.9,89,,0,,0.7,ìåñkìå,,0.693989654,
2012/8/21 8:00,24.8,89,,0,,1.3,ìåñkìå,,0.663354751,
2012/8/21 9:00,25.5,85,,0,,1.3,ñkìå,,0.65354492,
2012/8/21 10:00,26.3,79,,0,,1.9,ñkìå,,0.646510075,
2012/8/21 11:00,27.3,74,,0,,1.6,ìåñkìå,,0.639576148,
2012/8/21 12:00,27.9,72,,0,,1.4,ìÏìå,,0.652454319,
2012/8/21 13:00,26.9,75,,0,,3.2,êºìÏêº,,0.663778593,
2012/8/21 14:00,26.2,82,,0,,3.4,ìÏìÏêº,,0.65044482,
2012/8/21 15:00,27.3,75,,0,,2.6,êº,,0.665077355,
2012/8/21 16:00,27.7,73,,0,,3.3,êº,,0.666771835,
2012/8/21 17:00,27.6,72,,0,,4.8,êºìÏêº,,0.68841598,
2012/8/21 18:00,27.5,73,,0,,4,êºñkêº,,0.608129289,
2012/8/21 19:00,27.1,76,,0,,4.3,êº,,1.00E-50,
2012/8/21 20:00,26.7,77,,0,,1,ìÏ,,1.00E-50,
2012/8/21 21:00,26.4,76,,0,,1.4,ìå,,1.00E-50,
2012/8/21 22:00,25.6,81,,0,,1.1,ñkñkêº,,1.00E-50,
2012/8/21 23:00,25.6,82,,0,,1.1,ñkêº,,1.00E-50,
2012/8/22 0:00,25.2,87,,0,,2.2,ìå,,1.00E-50,
2012/8/22 1:00,25.3,88,,0,,1.4,ñkìå,,1.00E-50,
2012/8/22 2:00,25.3,88,,0,,1.2,ñk,,1.00E-50,
2012/8/22 3:00,25.2,88,,0,,1.3,ñk,,1.00E-50,
2012/8/22 4:00,25.1,87,,0,,1.2,ñk,,1.00E-50,
2012/8/22 5:00,24.7,88,,0,,0.4,ñkñkêº,,0.83949131,
2012/8/22 6:00,24.7,88,,0,,1.4,ñk,,0.730109519,
2012/8/22 7:00,25.2,82,,0,,1.3,ìåñkìå,,0.696509137,
2012/8/22 8:00,26.6,78,,0,,1.3,ñkêº,,0.668186376,
2012/8/22 9:00,29,71,,0,,1,ñkìå,,0.599077296,
2012/8/22 10:00,30.4,66,,0,,3.4,ìÏ,,0.595268185,
2012/8/22 11:00,31.5,60,,0,,2.3,ìÏìÏêº,,0.647982284,
2012/8/22 12:00,30.1,65,,0,,1.9,ìÏìå,,0.621575204,
2012/8/22 13:00,30.9,65,,0,,3.2,êºìÏêº,,0.614614418,
2012/8/22 14:00,30.8,61,,0,,7.9,êºìÏêº,,0.659606019,
2012/8/22 15:00,30.3,64,,0,,5.4,êºìÏêº,,0.482101251,
2012/8/22 16:00,30.5,66,,0,,4.5,êº,,0.567044174,
2012/8/22 17:00,30,66,,0,,3.2,êº,,0.686177071,
2012/8/22 18:00,29.1,69,,0,,3.4,êºìÏêº,,0.643048662,
2012/8/22 19:00,28.2,73,,0,,2.6,êº,,1.00E-50,
2012/8/22 20:00,27.7,76,,0,,4.7,êº,,1.00E-50,
2012/8/22 21:00,27.1,78,,0,,4.2,êº,,1.00E-50,
2012/8/22 22:00,26.9,79,,0,,0.9,ñkñkêº,,1.00E-50,
2012/8/22 23:00,26.5,80,,0,,0.8,ñkñkêº,,1.00E-50,
2012/8/23 0:00,26.3,80,,0,,0.9,ñkñkêº,,1.00E-50,
2012/8/23 1:00,26,82,,0,,1.8,ìåñkìå,,1.00E-50,
2012/8/23 2:00,25.7,86,,0,,2.2,ñkìå,,1.00E-50,
2012/8/23 3:00,26,86,,0,,1.5,ñkñkìå,,1.00E-50,
2012/8/23 4:00,24.9,91,,0,,1.2,ñkìå,,1.00E-50,
2012/8/23 5:00,24.9,89,,0,,1,ñkìå,,0.798389029,
2012/8/23 6:00,24.9,88,,0,,1,ñkìå,,0.723123827,
2012/8/23 7:00,24.8,88,,0,,0.8,ñkñkìå,,0.677120345,
2012/8/23 8:00,25.8,87,,0,,1.9,ñkìå,,0.664039932,
2012/8/23 9:00,26.7,81,,0,,2,ìåñkìå,,0.532643721,
2012/8/23 10:00,27.7,78,,0,,1.5,ñkìå,,0.543027676,
2012/8/23 11:00,28.7,74,,0,,1.4,ìå,,0.586077742,
2012/8/23 12:00,30.2,67,,0,,1.3,ñkñkêº,,0.55614615,
2012/8/23 13:00,27.8,81,,0,,1.9,ñkìå,,0.191297564,
2012/8/23 14:00,26.9,82,,0,,1,ñkìå,,0.410370852,
2012/8/23 15:00,29.6,71,,0,,4.7,êº,,0.66514666,
2012/8/23 16:00,30.3,69,,0,,5.1,êº,,0.670815296,
2012/8/23 17:00,29.2,71,,0,,4.2,êºìÏêº,,0.71022413,
2012/8/23 18:00,27.9,81,,0,,4.6,êº,,0.531508055,
