Frequency (Hz),Period (Day),Amplitude,Phase (radians)
0.00011574074074074075,0.1,8.663956519420319e-06,1.9034677156998585
5.787037037037037e-05,0.2,1.964000100917134e-05,1.7435648185644141
2.3148148148148147e-05,0.5,5.173613374082728e-05,1.5689527174259588
1.1574074074074073e-05,1.0,0.00011800829305841854,1.6383689149000236
5.787037037037037e-06,2.0,0.00038592549716176517,1.6856061633314916
1.6534391534391535e-06,7.0,0.0013409401251754693,1.7004302819983173
8.267195767195768e-07,14.0,0.0022293082002726784,1.8116538271268172
3.8580246913580245e-07,30.0,0.003843912317725575,1.5825227057018256
1.286008230452675e-07,90.0,0.009950746557538975,2.160674837358195
3.1709791983764586e-08,365.0,,
