  , room2 , room2 , room2 , wall1_IM , wall1_IM , wall1_IM , wall1_IM , wall1_IM , wall1_IM , room1 , room1 , room1 , opening1 , opening1 , Heat source , Moisture source , 
2022/05/04 08:00,23.65632571431297,0.853717854196612,0.015711111454176162,23.50412152513144,0.9133810822716351,0.016680960141804455,-19.71915367882048,-2.0568349273120937e-5,-0.0,24.28333333333336,0.8608072482731413,0.016469327341657746,9.888644022373228,1.7221702098418944e-5,0.0,0.0,
2022/05/04 08:10,23.689559064124012,0.8522707300024802,0.01571602216249569,23.522697792774636,0.9118845907369244,0.01667206079927297,-21.77769834825824,-1.9376959281915847e-5,-0.0,24.345000000000027,0.8524001555995775,0.016366214897622616,8.479807149599765,1.4616857741318195e-5,0.0,0.0,
2022/05/04 08:20,23.70417629893518,0.8503750284795488,0.0156943384073564,23.519589979048078,0.9098925124491584,0.016631465509970647,-23.107186071992487,-1.7862579401961355e-5,-0.0,24.394999999999982,0.8439974853689225,0.016250544588788125,7.254035456169731,1.2339516037150394e-5,0.0,0.0,
2022/05/04 08:30,23.709085923653504,0.8482424303792991,0.015658733359530483,23.511706636186886,0.9075015015165094,0.01657850398165786,-24.05657170569725,-1.639221785278185e-5,-0.0,24.444999999999993,0.8356384031814671,0.016134916190681737,6.210371722047057,1.0383179764973129e-5,0.0,0.0,
2022/05/04 08:40,23.70889062842116,0.8459556332775471,0.015615270585175766,23.502404097005865,0.9047566519148895,0.016517514116879354,-24.80761172106725,-1.4985794794214134e-5,-0.0,24.495000000000005,0.827322700204659,0.016019329680529364,5.269734681012778,8.609367225566658e-6,0.0,0.0,
2022/05/04 08:50,23.706118617132176,0.8435480658132929,0.015567054295667042,23.493120208154835,0.9016854605689721,0.016450505897611784,-25.442368573689578,-1.3649325690944735e-5,-0.0,24.545000000000016,0.8190501686133457,0.015903785035573405,4.391638942550344,6.947406898996037e-6,0.0,0.0,
2022/05/04 09:00,23.70222527794624,0.8410288926030194,0.015515676756418146,23.484619666852723,0.8983061603907756,0.016378609488118968,-26.004734949269164,-1.238414915664133e-5,-0.0,24.595000000000027,0.8108206015847924,0.015788282233072753,3.5553179004755293,5.361244919349455e-6,0.0,0.0,
2022/05/04 09:10,23.70983943638288,0.8387735581463408,0.015480305559677774,23.5188706536552,0.8949156233009563,0.016349786590096744,-26.72662363095981,-1.2364800589995982e-5,-0.0,24.720000000000027,0.8054176789581654,0.0158010029724267,4.182532450096005,6.3570228469592084e-6,0.0,0.0,
2022/05/04 09:20,23.736631989516013,0.8368805758487753,0.015470051170686155,23.577886824501775,0.8917086533456864,0.01634923959658838,-27.992637618541494,-1.276396145052384e-5,-0.0,24.853333333333353,0.8003606524937676,0.01582797038218704,4.667978777202734,7.105949190293727e-6,0.0,0.0,
2022/05/04 09:30,23.77450484255371,0.8351176261543777,0.015472754612873429,23.64479806360697,0.8885940276123389,0.016358174432522965,-29.564789035140393,-1.3179892725705073e-5,-0.0,24.98666666666668,0.7953396064874686,0.015854940072508046,4.984458942699348,7.559867481786247e-6,0.0,0.0,
