case_id,wall_id,wall_name,opening_id,opening_name,climate_id,climate_name,status,duration_sec,start_time,end_time,error_message
w01-base_o05-storage_kyoto,w01-base,RC単体,o05-storage,蔵換気,kyoto,京都,FAILED,49588.91,2026-01-08 14:40:18,2026-01-09 04:26:47,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w02-inner_o05-storage_kyoto,w02-inner,RC内断熱,o05-storage,蔵換気,kyoto,京都,FAILED,115424.092,2026-01-09 04:26:48,2026-01-10 12:30:32,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w03-outer_o05-storage_kyoto,w03-outer,RC外断熱,o05-storage,蔵換気,kyoto,京都,FAILED,111037.169,2026-01-10 12:30:33,2026-01-11 19:21:10,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
