  , room2 , room2 , room2 , wall1_IM , wall1_IM , wall1_IM , wall1_IM , wall1_IM , wall1_IM , room1 , room1 , room1 , opening1 , opening1 , Heat source , Moisture source , 
  , temp , rh , ah , temp , rh , ah , Hw , Jwv , Jwl , temp , rh , ah , Hv , Jv , Hin , Jin , 
2022/12/13 10:40,-2.6248537921348998,0.6387128702267756,0.0019826178397247167,1.97333676998295,0.8756575008821611,0.0038107435350960566,2.1761869517530386,-3.7533801565042255e-6,-0.0,5.800000000000011,0.6923743760095508,0.003945231397341861,1.9197289794230983,3.6107665661486266e-6,0.0,0.0,
2022/12/13 10:50,-2.4733664808651383,0.6387765371346666,0.0020052985333392395,2.1394837234452666,0.8762561397247012,0.003859174409960989,2.36377302545634,-3.5979614468237127e-6,-0.0,6.133333333333326,0.6669737183362023,0.0038888291767832646,1.8423740862366458,3.45258582195793e-6,0.0,0.0,
2022/12/13 11:00,-2.3188929053824836,0.6388385584531789,0.0020286555991276805,2.3037923185162867,0.8761427790605806,0.0039044512891539254,2.4577372257766688,-3.4416807085086847e-6,-0.0,6.46666666666664,0.6424112272282928,0.0038324371198099156,1.7643675416193219,3.293468479278227e-6,0.0,0.0,
2022/12/13 11:10,-2.162733565074177,0.6389418468272614,0.0020526451909694482,2.419580359234658,0.8754392387468839,0.003933820976685128,2.996367034863852,-3.3079142972545688e-6,-0.0,6.470000000000027,0.6370417975358501,0.0038010874538894446,1.7102374881434343,3.189353973577629e-6,0.0,0.0,
2022/12/13 11:20,-2.005068383342234,0.6390710376189489,0.002077204497885673,2.4987333737746553,0.8743662965837131,0.0039513144008383365,3.605419315687755,-3.2031717601709327e-6,-0.0,6.436666666666667,0.6337377000950527,0.003772522132484632,1.658273672794735,3.09041523097795e-6,0.0,0.0,
2022/12/13 11:30,-1.8462455263551192,0.6391993500052614,0.0021022037288573664,2.56202519969861,0.8729827976033316,0.003962942914106346,4.14415703715008,-3.0998211643234824e-6,-0.0,6.403333333333308,0.6304154200099351,0.003743959418746564,1.6058820967484735,2.9906801094374084e-6,0.0,0.0,
2022/12/13 11:40,-1.686891135476003,0.639324020038505,0.0021275433504592198,2.6150467658323464,0.8713201963106215,0.003970386678138829,4.583568397453633,-2.996863092814341e-6,-0.0,6.3700000000000045,0.627074883284268,0.003715399312318187,1.553160118200367,2.8903352864326665e-6,0.0,0.0,
2022/12/13 11:50,-1.527824392960781,0.6394431679311215,0.0021530916064810266,2.6606830357998774,0.8693999905686318,0.003974537335125404,4.902453425330009,-2.8942667588045016e-6,-0.0,6.336666666666645,0.6237160156359015,0.0036868418128425074,1.5002366140398635,2.7896264533802785e-6,0.0,0.0,
2022/12/13 12:00,-1.3699258841178903,0.6395558866881812,0.0021787043934356,2.7007112141649827,0.8672380049420716,0.003975957174135612,5.101699527629081,-2.79185542423785e-6,-0.0,6.303333333333342,0.6203387424956001,0.0036582869199626,1.4472525386355528,2.688821268914594e-6,0.0,0.0,
2022/12/13 12:10,-1.2142767128542005,0.6396372427272096,0.0022041158475626303,2.705058641343726,0.8647276142064577,0.003965607265797498,5.424037344771477,-2.633272069698674e-6,-0.0,6.149999999999977,0.6159222265402834,0.0035936130396875448,1.3591356363541536,2.5228493668367715e-6,0.0,0.0,
2022/12/13 12:20,-1.061380581691651,0.6397032986637424,0.002229286954868038,2.682531457998266,0.8617917792701211,0.003945696565588739,5.7219348874269835,-2.4554587866759067e-6,-0.0,5.9833333333333485,0.6112218033333048,0.0035249401052530184,1.2673421573092583,2.349953474895489e-6,0.0,0.0,
