Time [s],Original Data,inf Day_component,122.0 Day_component,1.0 Day_component,30.5 Day_component,61.0 Day_component,15.25 Day_component,13.56 Day_component,24.4 Day_component,7.18 Day_component,9.38 Day_component,7.62 Day_component,6.1 Day_component,20.33 Day_component,12.2 Day_component,5.55 Day_component,17.43 Day_component,0.5 Day_component,10.17 Day_component,3.7 Day_component,4.52 Day_component,2.54 Day_component,3.13 Day_component,11.09 Day_component,4.69 Day_component,5.3 Day_component,3.94 Day_component,4.88 Day_component,3.39 Day_component,3.59 Day_component,2.77 Day_component,2.18 Day_component,1.79 Day_component,3.3 Day_component,2.9 Day_component,8.13 Day_component,3.05 Day_component,2.22 Day_component,40.67 Day_component,1.69 Day_component,6.42 Day_component,1.33 Day_component,2.6 Day_component,1.08 Day_component,1.26 Day_component,6.78 Day_component,2.84 Day_component,1.39 Day_component,5.81 Day_component,5.08 Day_component,0.98 Day_component,2.26 Day_component
0.0,24.539,22.083337887067394,0.18858651475370122,-2.10510883109101,0.6691173111824493,-0.5165304515629259,-0.7242050703734617,-0.11466781940014502,-0.8298822358863837,0.37543630131837585,-0.631394534560624,-0.6668488949198033,0.4411625642947473,-0.5531254040410626,0.513951274039051,-0.4949980433229845,-0.369622700747153,0.5458015573869393,0.13926156221285843,0.3298324143139981,0.21497155532462744,0.034790739136820396,0.18394089228352606,0.43714976782310083,-0.15658602072610514,0.32503941672459236,-0.39187327418465334,0.28430366767232956,0.08509142716318618,-0.353874760905246,-0.16411556024036236,0.15630633180548625,-0.093427042498847,0.19487567349169316,6.897446369288646e-05,-0.1255132530418945,0.08481568411692053,-0.14763401893526795,-0.2758447845852625,-0.1085751591993272,0.29014580242483134,-0.006976903110788817,0.12596295915231076,0.19374651485006483,-0.054557188466069974,-0.12493897866101478,0.25391351124861583,-0.20812718538012057,0.1972074172619752,-0.09427805822200164,-0.0655014706405328,0.2542670244344406
600.0,11.284,22.083337887067394,0.1867118093862837,-2.1914204438191884,0.6665103895628454,-0.5177793136922718,-0.7285104604561093,-0.1197606194389191,-0.8321909997473264,0.3689387546111081,-0.6350330134247321,-0.6707131206263596,0.4360334426890234,-0.5544594867829834,0.5117573788445388,-0.4995007068784761,-0.3710511357457381,0.5644686260517506,0.136944615666821,0.32554862775434923,0.2111050018483931,0.027126857081670834,0.17828554136555638,0.437423170924492,-0.16037391817914814,0.3226341035222534,-0.3937817923897412,0.28160682719374436,0.08020377093161522,-0.35417574599655305,-0.16899590255076052,0.1504423385280444,-0.10088685159739841,0.1914885238786483,-0.00471649532038358,-0.12706965630552247,0.0890033674697823,-0.15285452658645,-0.27597573533242387,-0.1156276994704573,0.2903775595880412,-0.01641496191588548,0.12172081106544756,0.2017827701132375,-0.06398561587659848,-0.12652976509525776,0.25236666373023214,-0.20249650747408746,0.19579111908340524,-0.09641101759327214,-0.07684342034327932,0.25306826072746996
1200.0,11.133,22.083337887067394,0.18483708013597638,-2.273560563180361,0.6639021038567021,-0.5190279108985596,-0.7328098866358985,-0.12485217864345408,-0.8344971024053042,0.36242756942690807,-0.6386577646034672,-0.6745553833828811,0.43088201141924326,-0.5557910163107468,0.5095569376087183,-0.5039724465297535,-0.3724772450924292,0.5788397476368329,0.1346251466747811,0.32121949364779967,0.20721876326568514,0.019454980617228487,0.17259550451400799,0.437689803822962,-0.16414794831665758,0.32020695907075925,-0.3956419056575756,0.27888747361027266,0.0753028190712606,-0.3544243606275589,-0.1738343956133321,0.1445179994986642,-0.10828699206415457,0.18806784261338824,-0.009500900900394548,-0.12862240245578613,0.0931728356158736,-0.15801589104417402,-0.27610636837136027,-0.12260357106434801,0.2905959081439146,-0.025835250556719355,0.11744427034614209,0.20948949386881813,-0.07333704211140847,-0.12811530766690696,0.250760129805802,-0.19666526134685852,0.1943637764412455,-0.09853687364135233,-0.08803425978107202,0.2517751068453517
1800.0,11.037,22.083337887067394,0.18296232724258177,-2.3513728307887845,0.6612924594021623,-0.5202762425429417,-0.7371033137158605,-0.12994244426034052,-0.8368005364857993,0.35590298646331125,-0.6422687097395743,-0.6783755573719028,0.4257085340585409,-0.5571199864928313,0.50734997847809,-0.5084129854330671,-0.3739010198487442,0.5888055492294031,0.13230319796010717,0.31684561502442,0.2033132019602445,0.011777370680700932,0.16687188874091774,0.4379496623917089,-0.16790778480335808,0.31775814760443793,-0.3974533853369904,0.27614582432109136,0.07038938402816901,-0.354620568036676,-0.1786298412493507,0.1385356911008621,-0.11562308715180153,0.18461422869313857,-0.014283162749377014,-0.13017144680405662,0.09732323524226302,-0.16311611524899106,-0.27623668355168457,-0.1294981485249006,0.2908008380098887,-0.035227571015323145,0.11313454534563518,0.2168541002637314,-0.0826002135347435,-0.1296955406651995,0.24909428943135728,-0.19063922271613715,0.19292546985106745,-0.10065546973847347,-0.09905198250618971,0.2503880451125822
2400.0,10.968,22.083337887067394,0.1810875509459054,-2.4247091265705065,0.6586814615401487,-0.5215243079867058,-0.7413907065481372,-0.13503136354957176,-0.8391012946228277,0.34936524691312565,-0.6458657707742477,-0.6821735174992701,0.4205132753080394,-0.5584463912095017,0.5051365296825264,-0.512822048676294,-0.3753224510908337,0.5942901850618266,0.129978812291843,0.3124276011470025,0.19938868211761604,0.004096289898976271,0.16111580759119237,0.43820274260878017,-0.17165310253128008,0.3152878348237307,-0.39921600875501806,0.2733820985078113,0.06546428031776319,-0.35476433921154993,-0.18338105194012605,0.1324978129709515,-0.1228907979920956,0.18112828688197863,-0.019062201824067645,-0.13171674476824455,0.10145371693853472,-0.16815322579812692,-0.2763666807233758,-0.13630686029930855,0.2909923397230279,-0.04458175555093612,0.10879285379150008,0.22386456215687522,-0.09176398271790875,-0.13127039859942108,0.24736953658930247,-0.1844243602372058,0.19147628044691256,-0.10276664979176195,-0.10987492249969755,0.24890759287969577
3000.0,10.914,22.083337887067394,0.1792127514857556,-2.493429850718344,0.6560691156143551,-0.5227721065912764,-0.7456720300342702,-0.1401188837850905,-0.8413993694589627,0.342814592455516,-0.6494488699488179,-0.6859491393982371,0.415296500983307,-0.5597702243528356,0.5029166195349114,-0.5171993632959578,-0.37674152990953674,0.5952519137437047,0.12765203248391963,0.30796606742619387,0.19544556969118929,-0.0035859980781833556,0.1553283809259654,0.4384490405571348,-0.1753835776478713,0.31279618788397906,-0.4009295592442617,0.2705965171169548,0.060528324389817145,-0.35485565289334875,-0.18808685112107476,0.12640678703549524,-0.13008582616204847,0.17761062760494117,-0.023836939808372187,-0.13325825187408272,0.1055634353706266,-0.17312527370904018,-0.27649635973677866,-0.1430251917692941,0.29117040444046144,-0.05388767770718303,0.1044204224435693,0.2305094307606485,-0.10081732185424098,-0.13283981620161978,0.24558627919523526,-0.17802682959110772,0.19001628997671538,-0.10487025825473971,-0.12048179677701866,0.24733430233030151
3600.0,10.868,22.083337887067394,0.177337929101944,-2.5574041894280515,0.6534554269712334,-0.5240196377182142,-0.7499472491254868,-0.14520495225533478,-0.8436947536453581,0.3362512652470695,-0.6530179298064328,-0.6897022994335373,0.4100584780007571,-0.5610914798267531,0.500690276430778,-0.5215446582941279,-0.37815824741043697,0.5916834159390606,0.12532290139436694,0.3034616353347709,0.1914842323680738,-0.011267229245249817,0.14951073470472495,0.4386885524247045,-0.17909888758400017,0.31028337538411466,-0.4025938261695282,0.2677893028422919,0.05558233449311084,-0.35489449557990704,-0.1927460734730786,0.12026505653981738,-0.1372039162261913,0.1740618668411204,-0.028606299356670764,-0.13479592375640645,0.10965154945383443,-0.17803033517353212,-0.27662572044260436,-0.14964868824459343,0.2913350239397911,-0.06313526327456036,0.10001848674730948,0.2367778543379703,-0.10974933603012363,-0.13440372842931136,0.24374493900147162,-0.17145296738758373,0.18854558079769254,-0.10696614013878458,-0.13085174724028054,0.24566876027512824
4200.0,10.777,22.083337887067394,0.17546308403428482,-2.6165103639098297,0.6508404009599835,-0.525266900729217,-0.7542163288229877,-0.15028951626378445,-0.8459874398417718,0.3296755079128441,-0.6565728731937323,-0.6934328747054339,0.40479947436399133,-0.5624101515470437,0.49845752884794525,-0.525857664655196,-0.37957259471391797,0.5836118500709058,0.12299146192452409,0.2989149323210718,0.18750503953481323,-0.01894513990814172,0.1436640007662554,0.43892127450445206,-0.1827987110818476,0.3077495673552508,-0.40420860495372,0.2649606801070371,0.05062713053978643,-0.354880861527722,-0.19735756521105796,0.11407508506796346,-0.14424085825341415,0.1704826260158076,-0.03336920433690421,-0.13632971616043016,0.11371722252494593,-0.1828665123021152,-0.2767547626919306,-0.1561729579167057,0.2914861906194715,-0.0723145011963621,0.09558829048474209,0.24265959592425482,-0.11854927633607673,-0.13596207046817468,0.24184595149729868,-0.16470928488880315,0.18706423587169668,-0.10905414102454944,-0.14096438169513445,0.24391158793315396
4800.0,10.681,22.083337887067394,0.17358821652259543,-2.6706358622011783,0.6482240429325432,-0.5265138949861192,-0.7584792341782337,-0.15537252312950695,-0.8482774207165902,0.32308756353739965,-0.6601136232625159,-0.6971407430537426,0.3995197591500872,-0.5637262334413946,0.49621840534615325,-0.5301381153625321,-0.38098456295521915,0.5710986456292413,0.1206577570182494,0.29432659172159564,0.18350836224294081,-0.026617467351345514,0.13778931660843516,0.43914720319442896,-0.18648272822268577,0.3051949352491767,-0.40577369710298294,0.2621108750459081,0.045663533969428946,-0.3548147527528029,-0.20192018436968887,0.10783935555450225,-0.15119249030689239,0.16687353189167298,-0.03812458007338663,-0.1378595849430211,0.11775962251347036,-0.18763193385835375,-0.27688348633620163,-0.16259367477094758,0.29162389749916073,-0.08141545440623908,0.09113108542300838,0.24814505004540188,-0.12720655280214332,-0.13751477773473783,0.23988976580597848,-0.1578024615601057,0.1855723387605368,-0.11113410707333946,-0.15079981395138964,0.24206344069990177
5400.0,10.587,22.083337887067394,0.17171332680669596,-2.719677653339808,0.6456063582435755,-0.5277606198508936,-0.7627359302932306,-0.1604539201877033,-0.85056468894685,0.31648767565581126,-0.663640103471404,-0.7008257830618326,0.39421960249583043,-0.5650397194494192,0.4939729345666989,-0.5343857454150143,-0.38239414328449123,0.554239035655548,0.11832182966112928,0.289697252672781,0.1794945731743795,-0.034281950504748145,0.13188782516693312,0.43936633499783134,-0.1901506204545414,0.3026196519267569,-0.40728891023110525,0.2592401154870468,0.04069236761289362,-0.3546961790303729,-0.20643280108619344,0.1015603692885659,-0.15805470090562712,0.1632352164590131,-0.042871353589289236,-0.13938548607397,0.12177792211192784,-0.1923247559828914,-0.27701189122722847,-0.1689065814548819,0.2917481382200427,-0.09042827058565917,0.0866481309606785,0.2532252584044996,-0.13571074714200587,-0.1390617858790548,0.23787684457852734,-0.15073933845414178,0.18406997362126457,-0.11320588503844659,-0.1603387029286057,0.24012500790298855
