åé,ì˙,éû,ãCâ∑,ê‚ëŒéºìx,êÑíËì˙éÀó ,â∫å¸Ç´ëÂãCï˙éÀ,ìÏñkïó,ìåêºïó,ãCà≥,ç~êÖó ,ïóë¨,ïóå¸,ëæózçÇìx,ëæózï˚à ,ñ@ê¸ñ íºíBì˙éÀó ,êÖïΩñ ìVãÛì˙éÀó ,ñÈä‘ï˙éÀ
1,1,18,17.555287,6.950551,0.101942,1.166542,-2.391261,-1.863097,101871.624100,0.000000,3.008285,45.000000,3.438815,242.144709,0.212391,0.089202,0.291256
1,1,19,17.214740,7.234457,0.000000,1.174765,-3.237645,-1.822172,102013.288148,0.000000,3.688509,22.500000,-8.787958,248.564184,0.000000,0.000000,0.276214
1,1,20,16.948250,7.277039,0.000000,1.208821,-3.386904,-2.451464,102059.291775,0.000000,4.128350,45.000000,-21.529516,254.070472,0.000000,0.000000,0.236838
1,1,21,16.700077,7.681315,0.000000,1.207847,-2.157154,-3.235429,101979.505776,0.000000,3.814654,67.500000,-34.610802,259.075795,0.000000,0.000000,0.232872
1,1,22,17.004629,7.999335,0.000000,1.212661,-1.945433,-2.940979,102024.815756,0.000000,3.461595,67.500000,-47.911812,264.019020,0.000000,0.000000,0.234123
1,1,23,17.274875,8.112191,0.000000,1.259650,-2.230851,-2.332481,102040.021212,0.000000,3.226763,45.000000,-61.335127,269.703114,0.000000,0.000000,0.192532
1,2,0,17.030685,8.087778,0.000000,1.268672,-2.469246,-2.735809,101911.862603,0.000000,3.680530,45.000000,-74.600510,279.727533,0.000000,0.000000,0.178631
1,2,1,17.196165,8.131892,0.000000,1.246409,-2.252490,-2.616778,101886.315882,0.000000,3.443092,45.000000,-84.916126,202.669166,0.000000,0.000000,0.204199
1,2,2,17.385367,8.269788,0.000000,1.244060,-2.316314,-2.063532,101904.083624,0.000000,3.097019,45.000000,-77.267984,76.183009,0.000000,0.000000,0.210332
1,2,3,17.668512,8.483735,0.000000,1.256115,-1.143665,-2.553451,101827.671145,0.000000,2.796743,67.500000,-63.944939,88.741103,0.000000,0.000000,0.203955
1,2,4,17.999200,8.445751,0.000000,1.263949,-1.178996,-2.722480,101770.795620,0.000000,2.966426,67.500000,-50.509315,94.835742,0.000000,0.000000,0.202773
1,2,5,18.085062,8.450389,0.000000,1.255285,-1.115646,-2.616385,101792.049346,0.000000,2.844164,67.500000,-37.173369,99.865270,0.000000,0.000000,0.213168
1,2,6,18.221900,8.458669,0.000000,1.237811,-1.556901,-2.608503,101807.877530,0.000000,3.005742,67.500000,-24.036089,104.835039,0.000000,0.000000,0.233404
1,2,7,18.307393,8.589067,0.000000,1.222443,-1.162350,-2.575266,101880.921623,0.000000,2.824048,67.500000,-11.210643,110.220906,0.000000,0.000000,0.250500
1,2,8,18.495152,8.838434,0.048157,1.249335,-1.427759,-2.219516,101936.667230,0.000000,2.596945,67.500000,1.141564,116.431371,0.000000,0.048157,0.227407
1,2,9,19.361157,8.861444,0.333234,1.277942,-0.229855,-3.033790,101918.281934,0.000000,3.033790,90.000000,12.771459,123.947857,0.043831,0.323545,0.216418
1,2,10,20.308367,8.772252,0.677542,1.288883,0.160002,-3.221391,102013.345362,0.000000,3.221391,90.000000,23.281721,133.388819,0.111118,0.633622,0.224928
1,2,11,20.682964,8.724301,1.055305,1.315336,0.212185,-2.826235,102034.874319,0.000000,2.826235,90.000000,32.045709,145.462217,0.304606,0.893683,0.206218
1,2,12,21.514685,8.469554,1.492674,1.300287,0.463752,-3.422432,101868.310784,0.000000,3.422432,90.000000,38.165314,160.602139,0.643424,1.095081,0.238568
1,2,13,21.729626,8.595245,1.909872,1.264804,0.499308,-3.310746,101772.030275,0.000000,3.310746,90.000000,40.656284,178.155434,1.325919,1.046009,0.278547
1,2,14,21.915375,8.795305,1.891346,1.271116,0.188567,-2.803150,101772.488063,0.000000,2.803150,90.000000,38.993903,195.973151,1.499741,0.947652,0.276127
1,2,15,21.939874,8.805609,1.638072,1.268453,-0.055731,-2.935665,101680.596013,0.000000,2.935665,90.000000,33.537630,211.708182,1.629095,0.738022,0.279304
1,2,16,21.773460,9.132735,1.098850,1.261372,0.170140,-3.290634,101717.262544,0.000000,3.290634,90.000000,25.230768,224.391322,1.046761,0.652653,0.282897
1,2,17,21.429659,9.554535,0.478315,1.305808,-0.324926,-2.938619,101839.732762,0.000000,2.938619,90.000000,15.015969,234.310817,0.384827,0.378611,0.231272
1,2,18,20.679914,9.582771,0.077113,1.311099,-0.391232,-3.125015,101798.564893,0.000000,3.125015,90.000000,3.575375,242.163777,0.000000,0.077113,0.210392
1,2,19,20.617034,9.732915,0.000000,1.301539,-0.796738,-2.341555,101979.154491,0.000000,2.468213,67.500000,-8.653884,248.596933,0.000000,0.000000,0.218651
1,2,20,20.494090,9.863337,0.000000,1.301355,-0.984264,-2.512011,101952.379026,0.000000,2.697457,67.500000,-21.398335,254.116426,0.000000,0.000000,0.216291
1,2,21,20.737363,9.945811,0.000000,1.275972,-0.385555,-2.707942,101953.893210,0.000000,2.707942,90.000000,-34.482473,259.137555,0.000000,0.000000,0.246710
1,2,22,20.704757,10.215356,0.000000,1.276647,-0.545037,-2.960679,101906.155251,0.000000,2.960679,90.000000,-47.785899,264.103762,0.000000,0.000000,0.245359
1,2,23,20.684987,10.341458,0.000000,1.302131,-0.510193,-2.833113,101906.446350,0.000000,2.833113,90.000000,-61.210409,269.827958,0.000000,0.000000,0.219466
1,3,0,20.920099,10.613105,0.000000,1.326025,-0.532001,-3.486128,101839.238651,0.000000,3.486128,90.000000,-74.471475,279.955241,0.000000,0.000000,0.200447
1,3,1,20.891323,10.772976,0.000000,1.334595,-0.783498,-2.923977,101828.894606,0.000000,3.001235,67.500000,-84.828950,201.802301,0.000000,0.000000,0.191280
1,3,2,20.760901,10.930978,0.000000,1.338768,-0.852772,-2.352219,101897.430384,0.000000,2.499509,67.500000,-77.336695,75.555266,0.000000,0.000000,0.184402
1,3,3,20.324845,11.119420,0.000000,1.373683,-2.377265,-3.152335,101916.792451,0.000000,3.910018,45.000000,-64.027102,88.471473,0.000000,0.000000,0.140468
1,3,4,19.477836,11.440008,0.000000,1.432034,-4.271057,-4.076341,101919.723443,0.081074,5.902502,45.000000,-50.590161,94.650732,0.000000,0.000000,0.064712
1,3,5,18.951797,10.118472,0.000000,1.445638,-5.921537,-4.116739,101909.983216,0.258910,7.098133,45.000000,-37.249387,99.714256,0.000000,0.000000,0.040375
1,3,6,18.833667,10.257031,0.000000,1.471080,-6.731987,-3.454816,101949.796766,0.445220,7.541645,22.500000,-24.105054,104.698938,0.000000,0.000000,0.012530
1,3,7,18.389546,10.050564,0.000000,1.449410,-6.857390,-3.614949,102008.143475,0.168950,7.718784,22.500000,-11.270278,110.089456,0.000000,0.000000,0.025194
1,3,8,18.315444,9.747248,0.015579,1.412422,-6.303972,-3.450737,102091.780674,0.000000,7.144650,22.500000,1.094139,116.297474,0.000000,0.015579,0.060684
1,3,9,18.789913,9.688257,0.221051,1.388720,-6.971459,-4.042559,102164.684829,0.000000,7.987809,22.500000,12.740192,123.805840,0.000000,0.221051,0.094001
1,3,10,18.969094,9.504981,0.519940,1.376887,-6.722826,-3.776427,102235.171998,0.000000,7.656257,22.500000,23.272037,133.234687,0.013035,0.514790,0.109477
1,3,11,19.012593,9.662939,0.655425,1.398413,-6.533408,-3.527826,102199.053866,0.000000,7.386122,22.500000,32.064438,145.296490,0.010780,0.649702,0.088837
1,3,12,19.188741,9.234728,0.827590,1.399945,-6.763151,-3.968625,102022.918251,0.000000,7.767064,22.500000,38.218822,160.435620,0.020703,0.814781,0.090895
1,3,13,18.651904,9.258297,0.828416,1.412337,-7.396717,-3.111836,102022.465124,0.000000,8.024524,22.500000,40.745807,178.011256,0.046978,0.797753,0.067583
1,3,14,17.765591,9.333070,0.515716,1.434259,-7.923011,-2.721195,102021.094046,0.014572,8.361264,22.500000,39.112013,195.872900,0.000000,0.515716,0.027762
1,3,15,17.879954,9.550034,0.453156,1.423019,-6.856469,-3.043885,101959.360113,0.501145,7.499396,22.500000,33.672167,211.655150,0.000000,0.453156,0.041302
1,3,16,17.662001,9.524476,0.455922,1.381880,-6.802809,-2.694168,102048.764766,0.606779,7.315990,22.500000,25.371669,224.374991,0.000000,0.455922,0.078059
1,3,17,17.730050,9.476405,0.269955,1.371721,-6.335476,-2.633780,102011.162900,0.095332,6.861120,22.500000,15.157452,234.319533,0.000000,0.269955,0.089586
1,3,18,17.636366,9.133946,0.035952,1.395962,-7.856934,-2.934969,102050.721900,0.141148,8.382024,22.500000,3.714738,242.189953,0.000000,0.035952,0.063463
1,3,19,17.293280,9.024540,0.000000,1.401425,-6.779583,-3.194589,102219.023325,0.320740,7.486034,22.500000,-8.517707,248.637073,0.000000,0.000000,0.051124
1,3,20,17.192223,8.900131,0.000000,1.392317,-7.011783,-2.867740,102240.264461,0.121417,7.575480,22.500000,-21.265614,254.170324,0.000000,0.000000,0.058212
1,3,21,16.692356,8.923639,0.000000,1.373427,-6.466518,-4.150541,102200.856189,0.528863,7.562627,22.500000,-34.353043,259.208294,0.000000,0.000000,0.067139
1,3,22,16.548386,8.518741,0.000000,1.364862,-6.697745,-3.827784,102303.976515,0.034492,7.652739,22.500000,-47.659190,264.199427,0.000000,0.000000,0.072843
1,3,23,16.333460,8.210695,0.000000,1.386295,-5.872268,-3.906852,102211.977970,0.000640,6.920356,22.500000,-61.084993,269.967760,0.000000,0.000000,0.047148
1,4,0,16.059931,8.359116,0.000000,1.367742,-5.725260,-3.978081,102091.993865,0.000000,6.861298,45.000000,-74.341253,280.208470,0.000000,0.000000,0.060291
1,4,1,16.042635,8.337071,0.000000,1.349848,-5.585964,-3.546512,102135.846492,0.078949,6.517949,22.500000,-84.734645,200.980084,0.000000,0.000000,0.077844
1,4,2,15.816235,8.419453,0.000000,1.349105,-4.692065,-3.858975,102103.569017,0.112243,6.046499,45.000000,-77.400216,74.887905,0.000000,0.000000,0.074122
1,4,3,15.900582,8.427358,0.000000,1.350380,-4.683123,-3.801591,102063.919732,0.318848,5.999599,45.000000,-64.105737,88.183895,0.000000,0.000000,0.074509
1,4,4,15.910861,8.403650,0.000000,1.349655,-5.135798,-3.483813,102070.578297,0.018956,6.094985,45.000000,-50.667618,94.454033,0.000000,0.000000,0.075436
1,4,5,15.720130,8.250361,0.000000,1.355673,-5.219831,-3.159455,102057.168226,0.057173,6.031567,22.500000,-37.321847,99.554334,0.000000,0.000000,0.065661
1,4,6,16.031310,8.298422,0.000000,1.343283,-5.942903,-3.604400,102025.875244,0.057028,6.869871,22.500000,-24.170152,104.555430,0.000000,0.000000,0.084185
1,4,7,15.885412,8.291646,0.000000,1.343256,-5.774857,-3.279953,102150.267753,0.017440,6.590456,22.500000,-11.325638,109.951501,0.000000,0.000000,0.081334
1,4,8,15.635338,8.371504,0.021619,1.348108,-4.921181,-3.569557,102140.360901,0.243389,6.003858,45.000000,1.051489,116.157676,0.000000,0.021619,0.071558
1,4,9,15.328869,8.368096,0.204965,1.341909,-4.963731,-3.750492,102184.956519,0.089686,6.161886,45.000000,12.714287,123.658429,0.000000,0.204965,0.071740
1,4,10,15.319298,8.344748,0.461802,1.324442,-4.566879,-3.520372,102226.690988,0.671031,5.718550,45.000000,23.268382,133.075791,0.000000,0.461802,0.089019
1,4,11,15.669213,8.392563,0.732855,1.312045,-4.109489,-3.180866,102106.579283,0.386784,5.155059,45.000000,32.089875,145.127073,0.027816,0.718078,0.108287
1,4,12,16.679510,8.598281,0.886560,1.326495,-3.179553,-3.581149,101894.269400,0.205303,4.780538,45.000000,38.279561,160.267306,0.036072,0.864214,0.113815
1,4,13,16.669684,8.560150,0.919807,1.353158,-3.481742,-2.539823,101830.595090,0.153767,4.257890,45.000000,40.842640,177.868046,0.033632,0.897813,0.086957
1,4,14,16.648857,8.669064,0.947182,1.338331,-3.690986,-1.827737,101756.678322,0.450478,4.109471,22.500000,39.236881,195.776458,0.036589,0.924039,0.101370
1,4,15,16.708363,8.439681,0.776701,1.337980,-4.274828,-2.935140,101684.561976,0.144223,5.098217,45.000000,33.812439,211.607861,0.029116,0.760499,0.102903
1,4,16,16.659144,8.603377,0.365657,1.381162,-3.846486,-2.620495,101709.497122,0.090978,4.572846,45.000000,25.517163,224.365302,0.000000,0.365657,0.058743
1,4,17,16.398768,8.572582,0.196719,1.371679,-4.220558,-2.377524,101717.505947,0.005087,4.809126,22.500000,15.302491,234.335213,0.000000,0.196719,0.063059
1,4,18,16.953891,8.250746,0.051736,1.335464,-3.996201,-3.276592,101695.099117,0.032015,5.142641,45.000000,3.856793,242.223258,0.000000,0.051736,0.110308
1,4,19,16.835696,8.215003,0.000000,1.309064,-3.894415,-3.158114,101821.031798,0.000000,4.986891,45.000000,-8.379535,248.684601,0.000000,0.000000,0.134353
1,4,20,16.732992,8.263889,0.000000,1.308618,-3.728486,-2.805330,101869.600463,0.000000,4.620106,45.000000,-21.131454,254.232138,0.000000,0.000000,0.132755
1,4,21,17.229438,8.383819,0.000000,1.340019,-3.644961,-3.487245,101723.681109,0.000000,5.043232,45.000000,-34.222604,259.287955,0.000000,0.000000,0.111253
1,4,22,17.248027,8.373314,0.000000,1.386444,-3.562432,-3.279108,101758.071345,0.000000,4.837699,45.000000,-47.531767,264.305909,0.000000,0.000000,0.065200
1,4,23,17.298514,8.375997,0.000000,1.403581,-3.889955,-2.688395,101747.766010,0.000972,4.651596,45.000000,-60.958942,270.122291,0.000000,0.000000,0.049073
1,5,0,17.546755,9.021226,0.000000,1.427446,-4.305981,-3.273744,101592.329152,0.074096,5.359675,45.000000,-74.209864,280.486404,0.000000,0.000000,0.030180
1,5,1,17.199019,9.291190,0.000000,1.415414,-3.684385,-3.540757,101584.243975,0.300477,5.108946,45.000000,-84.633238,200.204552,0.000000,0.000000,0.035250
1,5,2,17.357325,9.521668,0.000000,1.383871,-2.948768,-3.750237,101558.247537,0.072792,4.736912,45.000000,-77.458230,74.181779,0.000000,0.000000,0.069960
1,5,3,18.399305,9.295360,0.000000,1.366564,-2.832695,-5.052825,101434.260171,0.001944,5.752227,67.500000,-64.180659,87.878480,0.000000,0.000000,0.108238
1,5,4,18.562860,9.411436,0.000000,1.383214,-3.125411,-4.288735,101472.559230,0.000340,5.242593,45.000000,-50.741547,94.245737,0.000000,0.000000,0.094900
1,5,5,18.366258,9.448870,0.000000,1.395943,-3.677886,-3.146982,101501.762804,0.020082,4.825910,45.000000,-37.390632,99.385591,0.000000,0.000000,0.078190
1,5,6,18.757685,9.743715,0.000000,1.390457,-2.999886,-3.514122,101430.244832,0.037992,4.606099,45.000000,-24.231283,104.404601,0.000000,0.000000,0.091609
1,5,7,18.954556,9.729225,0.000000,1.395540,-2.869840,-3.550956,101497.647043,0.000000,4.540188,45.000000,-11.376641,109.807128,0.000000,0.000000,0.090528
1,5,8,19.110338,9.733353,0.014645,1.421427,-2.967854,-3.189005,101558.726977,0.000000,4.353556,45.000000,1.013676,116.012066,0.000000,0.014645,0.067814
1,5,9,19.448349,10.303306,0.153333,1.447904,-2.083537,-3.565034,101600.532525,0.019639,4.090997,67.500000,12.693789,123.505714,0.000000,0.153333,0.048239
1,5,10,19.717793,10.487274,0.327529,1.463699,-1.507768,-3.701617,101607.926260,0.089989,3.996846,67.500000,23.270779,132.912223,0.000000,0.327529,0.037962
1,5,11,19.967679,10.368887,0.588046,1.432396,-2.313722,-3.666117,101579.424645,0.197297,4.272474,67.500000,32.122022,144.954053,0.000000,0.588046,0.074397
1,5,12,19.665087,10.530359,0.680733,1.441714,-2.001344,-4.918102,101370.672485,0.069790,5.309615,67.500000,38.347512,160.097281,0.004306,0.678062,0.058867
1,5,13,19.355774,10.661293,0.493319,1.471028,-3.458582,-3.831103,101414.467187,0.503084,5.154586,45.000000,40.946746,177.725892,0.000000,0.493319,0.023222
1,5,14,19.064854,10.500170,0.571469,1.451266,-4.015003,-3.979512,101395.565682,0.682624,5.652976,45.000000,39.368446,195.683925,0.000000,0.571469,0.037049
1,5,15,20.098262,10.471033,0.530260,1.444079,-3.302439,-5.240114,101244.140548,0.357054,6.105022,67.500000,33.958364,211.566409,0.000000,0.530260,0.065401
1,5,16,19.449173,10.563308,0.377084,1.437281,-3.933843,-4.483327,101309.758203,0.612841,5.951838,45.000000,25.667150,224.362327,0.000000,0.377084,0.058879
1,5,17,18.863354,10.563879,0.195494,1.434953,-4.980053,-3.717161,101415.831652,0.358531,6.149859,45.000000,15.450979,234.357898,0.000000,0.195494,0.049261
1,5,18,17.961453,10.364046,0.024948,1.437448,-5.455109,-4.077076,101434.977837,0.772826,6.740273,45.000000,4.001433,242.263706,0.000000,0.024948,0.028514
1,5,19,17.991008,10.132457,0.000000,1.412575,-5.307434,-3.927098,101588.132959,0.101233,6.529800,45.000000,-8.239475,248.739508,0.000000,0.000000,0.053983
1,5,20,17.962290,10.096377,0.000000,1.425386,-4.681849,-3.900667,101607.972137,0.429443,6.068756,45.000000,-20.995957,254.301837,0.000000,0.000000,0.040593
1,5,21,17.761661,10.022794,0.000000,1.427133,-4.826852,-3.932657,101646.207125,1.724948,6.193908,45.000000,-34.091248,259.376477,0.000000,0.000000,0.034809
1,5,22,17.526820,10.184034,0.000000,1.376619,-4.730305,-4.456537,101618.981512,1.217471,6.496079,45.000000,-47.403707,264.423096,0.000000,0.000000,0.080608
1,5,23,17.679943,10.285393,0.000000,1.373011,-4.212280,-4.147317,101589.882461,0.199692,5.911128,45.000000,-60.832310,270.291319,0.000000,0.000000,0.087289
1,6,0,18.203245,10.230318,0.000000,1.396972,-4.485538,-3.696305,101560.407431,0.259351,5.785437,45.000000,-74.077319,280.788234,0.000000,0.000000,0.073867
1,6,1,18.099960,10.066802,0.000000,1.406343,-5.063143,-3.110936,101584.839735,0.088044,5.868237,22.500000,-84.524765,199.477403,0.000000,0.000000,0.062411
1,6,2,17.905441,10.169838,0.000000,1.420536,-4.216755,-3.428523,101571.053172,0.713608,5.406028,45.000000,-77.510414,73.437968,0.000000,0.000000,0.044298
1,6,3,18.105286,10.122001,0.000000,1.385154,-4.956948,-3.883341,101492.018500,0.378887,6.251029,45.000000,-64.251679,87.555371,0.000000,0.000000,0.083708
1,6,4,18.052103,10.149629,0.000000,1.356840,-4.556459,-3.653922,101513.665534,0.000000,5.805616,45.000000,-50.811803,94.025948,0.000000,0.000000,0.110949
1,6,5,18.095119,10.106581,0.000000,1.394610,-4.496553,-3.592016,101564.079484,0.000000,5.719482,45.000000,-37.455625,99.208120,0.000000,0.000000,0.074046
1,6,6,18.639863,10.259263,0.000000,1.379429,-4.944168,-4.277629,101490.037433,0.000000,6.520795,45.000000,-24.288352,104.246540,0.000000,0.000000,0.100246
1,6,7,18.476260,10.031916,0.000000,1.348969,-4.818943,-3.387932,101639.190774,0.000000,5.803137,45.000000,-11.423209,109.656425,0.000000,0.000000,0.127390
1,6,8,18.408658,9.969666,0.030201,1.359932,-4.224947,-3.356096,101691.488064,0.000000,5.360607,45.000000,0.980761,115.860733,0.000000,0.030201,0.115059
1,6,9,19.014567,10.185792,0.270273,1.365754,-3.784649,-4.127102,101654.527236,0.000000,5.594453,45.000000,12.678740,123.347786,0.000000,0.270273,0.121536
1,6,10,19.343455,10.084271,0.581990,1.369218,-4.124083,-3.666107,101737.663963,0.000000,5.508496,45.000000,23.279248,132.744072,0.022286,0.573183,0.124780
1,6,11,19.546107,9.883448,0.862895,1.375026,-3.745101,-3.017710,101682.690512,0.000000,4.782030,45.000000,32.160878,144.777514,0.035468,0.844015,0.123118
1,6,12,20.396987,10.025953,1.054846,1.368846,-3.293550,-3.981265,101537.222980,0.000000,5.144071,45.000000,38.422655,159.925627,0.184351,0.940279,0.146794
1,6,13,20.640448,10.047117,1.463028,1.353858,-2.814335,-3.477529,101418.742223,0.000000,4.449020,45.000000,41.058082,177.584883,0.394740,1.203754,0.166817
1,6,14,20.835757,10.053714,1.406746,1.376830,-2.638381,-2.625119,101387.516795,0.000000,3.721857,45.000000,39.506645,195.595398,0.393135,1.156646,0.147892
1,6,15,20.485407,10.202571,0.992507,1.415094,-2.640060,-2.797095,101365.962139,0.000000,3.844649,45.000000,34.109855,211.530885,0.136592,0.915909,0.102373
1,6,16,20.360971,10.153971,0.620691,1.427135,-2.922930,-3.221870,101381.041575,0.000000,4.345030,45.000000,25.821529,224.366131,0.033777,0.605979,0.087762
1,6,17,20.131198,9.924759,0.342102,1.422671,-3.372401,-2.899764,101498.258974,0.000000,4.435090,45.000000,15.602806,234.387627,0.000328,0.342014,0.087487
1,6,18,19.513283,9.662596,0.076426,1.406379,-3.821282,-2.639336,101537.518288,0.000000,4.568347,45.000000,4.148546,242.311310,0.000000,0.076426,0.091092
1,6,19,19.205750,9.716062,0.000000,1.371525,-3.512941,-2.650501,101680.478763,0.000000,4.358212,45.000000,-8.097632,248.801785,0.000000,0.000000,0.119662
1,6,20,18.990886,9.763125,0.000000,1.333680,-3.673949,-2.867124,101727.905150,0.000000,4.625237,45.000000,-20.859220,254.379386,0.000000,0.000000,0.153128
1,6,21,19.408373,9.667467,0.000000,1.311983,-3.535042,-4.325416,101644.320386,0.000000,5.558183,45.000000,-33.959064,259.473794,0.000000,0.000000,0.183342
1,6,22,19.338423,9.698563,0.000000,1.305477,-3.524375,-3.278949,101695.915344,0.000000,4.810677,45.000000,-47.275084,264.550871,0.000000,0.000000,0.188419
1,6,23,19.174426,9.694308,0.000000,1.305535,-3.005379,-3.465478,101693.509225,0.000000,4.575587,45.000000,-60.705150,270.474607,0.000000,0.000000,0.185013
1,7,0,19.254791,9.883780,0.000000,1.272324,-2.669329,-3.461609,101585.977429,0.000000,4.335228,45.000000,-73.943624,281.113160,0.000000,0.000000,0.219864
1,7,1,19.127551,9.942872,0.000000,1.236340,-2.916463,-3.276048,101527.577800,0.000000,4.378767,45.000000,-84.409274,198.799980,0.000000,0.000000,0.253252
1,7,2,19.031221,10.000858,0.000000,1.244420,-3.215981,-2.298211,101574.129641,0.000000,3.899122,45.000000,-77.556445,72.657784,0.000000,0.000000,0.243209
1,7,3,18.921244,9.858592,0.000000,1.273157,-3.314358,-2.543877,101572.616072,0.000000,4.142398,45.000000,-64.318610,87.214740,0.000000,0.000000,0.212234
1,7,4,18.814634,9.805044,0.000000,1.277045,-2.043416,-3.080142,101552.237376,0.000000,3.627661,67.500000,-50.878245,93.794785,0.000000,0.000000,0.206178
1,7,5,18.826701,9.849733,0.000000,1.265500,-2.709975,-2.663360,101600.620497,0.000000,3.799522,45.000000,-37.516711,99.022024,0.000000,0.000000,0.217968
1,7,6,19.181482,10.319039,0.000000,1.268136,-2.149653,-2.758965,101532.577647,0.000000,3.470917,45.000000,-24.341263,104.081343,0.000000,0.000000,0.222556
1,7,7,19.207659,10.469145,0.000000,1.268788,-2.119865,-2.453625,101613.446267,0.000000,3.233946,45.000000,-11.465264,109.499485,0.000000,0.000000,0.222438
1,7,8,19.319889,10.675942,0.043650,1.274897,-1.675391,-2.330229,101676.599436,0.000000,2.832401,45.000000,0.952801,115.703769,0.000000,0.043650,0.218620
1,7,9,20.665358,10.777088,0.343423,1.329343,-1.146297,-3.312721,101706.064517,0.000000,3.499224,67.500000,12.669176,123.184738,0.166702,0.306862,0.191847
1,7,10,21.404830,10.752894,0.630041,1.383463,-0.259829,-3.606518,101708.835167,0.000000,3.606518,90.000000,23.293806,132.571426,0.070751,0.602063,0.153099
1,7,11,21.758310,10.670956,1.048761,1.404411,0.401279,-3.630246,101621.345322,0.000000,3.630246,90.000000,32.206440,144.597542,0.290076,0.894159,0.139540
1,7,12,22.607339,10.600340,1.339555,1.391782,1.474820,-4.330220,101489.701438,0.000000,4.564990,112.500000,38.504965,159.752422,0.357906,1.116728,0.170026
1,7,13,22.666617,10.704665,1.261642,1.392655,1.338561,-3.537975,101507.717173,0.000000,3.780907,112.500000,41.176606,177.445107,0.300713,1.063658,0.170406
1,7,14,22.569682,10.814198,1.031404,1.428414,1.441710,-3.578624,101396.193900,0.000000,3.857936,112.500000,39.651410,195.510978,0.145884,0.938314,0.132599
1,7,15,22.258709,11.152674,0.795062,1.446026,3.102223,-2.817822,101276.053954,0.003823,4.186104,135.000000,34.266824,211.501382,0.031330,0.777422,0.108431
1,7,16,22.492298,11.222090,0.513116,1.443752,3.115731,-2.560575,101344.129981,0.000000,4.013755,135.000000,25.980196,224.376780,0.000000,0.513116,0.115628
