period_days,w01-base_o01-base_kyoto,w01-base_o01-base_okinawa,w01-base_o02-low_kyoto,w01-base_o02-low_okinawa,w01-base_o03-high_kyoto,w01-base_o03-high_okinawa,w01-base_o04-none_kyoto,w01-base_o04-none_okinawa,w01-base_o05-storage_kyoto,w01-base_o05-storage_okinawa,w02-inner_o01-base_kyoto,w02-inner_o01-base_okinawa,w02-inner_o02-low_kyoto,w02-inner_o02-low_okinawa,w02-inner_o03-high_kyoto,w02-inner_o03-high_okinawa,w02-inner_o04-none_kyoto,w02-inner_o04-none_okinawa,w02-inner_o05-storage_kyoto,w02-inner_o05-storage_okinawa,w03-outer_o01-base_kyoto,w03-outer_o02-low_kyoto,w03-outer_o03-high_kyoto,w03-outer_o04-none_kyoto,w03-outer_o05-storage_kyoto,w04-hygro_o01-base_kyoto,w04-hygro_o02-low_kyoto,w04-hygro_o03-high_kyoto,w04-hygro_o04-none_kyoto,w04-hygro_o05-storage_kyoto
0.1,0.9020334623475046,2.376165041201755,0.7937641261834779,2.4609318596921805,0.9636510199407888,2.953213702516636,0.5737562828772483,1.607935730473646,0.7163624185175682,0.7803426436467431,-1.9242863201856755,0.12453961111244616,-1.1483881333807324,-0.15887344751264879,-1.3319673710755924,0.06209770273025606,-0.9146045593495313,-0.42728028236487914,-1.5121865780623645,0.0694046469228855,,,,,,0.0666857650499626,0.017736004694249408,0.15695660314036486,-0.10745999574458742,0.1018828821742368
0.2,0.7465524178180207,2.4558235450131223,0.26048214864537367,2.6883961676711117,0.7183314263933617,2.9019380541065702,0.47227667778559185,2.6063457821699085,0.545520974539446,2.7239829576465446,-0.3915651785911829,0.40785866071099314,-0.8360450275744952,-0.05271020246367142,0.9738470197284652,0.1431576331005593,0.22322140311139016,-0.21887112142624465,0.1295565116011949,0.3569798328637861,,,,,,0.06156494580370042,0.03183316711812956,0.30907113794917995,-0.0843632818126352,0.20439969644369516
0.5,0.3777798925254829,-0.5365347823277202,0.12195686296026921,-0.2787537044943007,0.3785537946361235,0.08178314803031861,0.1427892859399078,2.3951532694164035,0.17224747508108895,0.8697309391558732,1.8760965049726972,0.278860958088192,1.5842355955226357,0.004835540991750209,-3.076795050076117,0.12517285559284752,1.0995646620860222,0.620114835131166,2.41596599285963,0.32550847346889955,,,,,,0.02596576036795928,-0.15724561857137442,0.09704152784079789,-0.1652627832671767,0.016822790974914348
1.0,0.8229730187975508,1.9669025038265555,1.181641743426592,2.0444646656131398,0.6055846296938465,2.328817137327536,1.6090672778882413,1.8241592863094875,1.5774439155426436,2.4611990258879284,-1.3272859542039313,2.512463633648793,-2.092976065039369,0.4177467784121705,-0.45430212033821893,0.5338554336708297,-2.2087441649418507,0.5517578440513704,-0.8471437586303947,2.7615786306111705,,,,,,-1.6883984739698041,-1.1269570850213015,-0.7551798969244007,-2.2178580560263192,-1.3147591582194544
2.0,0.03872695259312442,0.9567138910885921,-1.3505431689316096,1.1139918196407819,-1.1323780461063417,0.7386373048226442,-1.192068525370058,0.5219995977742407,-0.5368048615676266,1.122932081049108,-0.5347934818651756,0.4482577750407837,-0.2754304434675614,0.47948155404775306,-0.12285498328362188,0.1748054560763992,0.7554023854237657,0.4811005118703104,-0.24168127120419822,0.4744138300257147,,,,,,-1.6348468044844229,1.4376132228082648,1.53902357089995,3.105273061932574,0.5248026527722811
7.0,-0.13875646485226079,-0.06741768721400043,0.29878937328548133,0.04031040437212208,-0.38760707357633284,-0.20510363463120584,0.42011334262109434,0.31090078732116555,-0.22960261669214854,-0.16154693022836789,0.10709576779633234,0.00933984627513551,0.23446207084110038,-0.370379137365046,0.0320404892729691,-0.06447628566035468,0.22791858624948458,-0.167153731980771,0.08273804888576364,0.012079477421140572,,,,,,-0.12287345826668748,0.20873432838817085,-0.05274918686174712,-0.08730660605744278,-0.06866510421213179
14.0,-0.0961980771752039,-0.07781415021377036,-0.3944288523333003,-0.07670205146647291,-0.0917487981971552,0.031022440807269902,-0.42280324221004784,0.4108842710950305,-0.4339369566806552,-0.034047665390957604,0.6922341343586931,-0.3014984252244459,1.2077666484044411,-0.21408395082863763,0.16731588087300045,-0.05668232826959363,1.040546086393355,-0.3399068397866314,0.40850002461843893,-0.2015486819107184,,,,,,0.035135378160890074,0.32728524427844685,0.04199769861623848,0.02369664805294691,0.0977302820344201
30.0,-1.3449755524064755,-0.8029548847031096,-1.9490950824053515,-1.188250932635601,-0.3994878303876116,-0.3311410368783978,-2.925328544874272,-0.4237775545487806,-1.9141958504299295,-0.532152010369344,0.11758590924715451,-0.2888390108606584,0.18048461581744757,-0.1392127570934667,0.04944201619658383,-0.0061544668003747915,-0.12788692724867468,-0.8555502646048696,0.08167196276142352,-0.1769653603739867,,,,,,-0.6457800967495834,-1.0034083981453679,0.3000508216497682,-2.211378818955181,-0.6918063576951246
90.0,0.3841101976676349,-0.0032309588232966036,0.5358857543056552,-0.03475007391402941,0.1234468274106284,0.014589312199298154,0.6977652293308231,-0.23748468097712896,0.21854844437451512,0.002169260537310258,0.14926356194580312,-0.05068051098749038,0.34999523023515544,-0.020317478068908823,0.03778351843046446,0.004636034704410763,0.836804138687942,-0.06622736085787162,0.07714553115207012,-0.030369402294427417,,,,,,0.18282489039843508,0.3500124999730492,0.08301172273843749,0.6903455426043954,0.10348374064096033
365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
