period_days,w01-base_o01-base_kyoto,w01-base_o01-base_okinawa,w01-base_o02-low_kyoto,w01-base_o02-low_okinawa,w01-base_o03-high_kyoto,w01-base_o03-high_okinawa,w01-base_o04-none_kyoto,w01-base_o04-none_okinawa,w01-base_o05-storage_kyoto,w01-base_o05-storage_okinawa,w02-inner_o01-base_kyoto,w02-inner_o01-base_okinawa,w02-inner_o02-low_kyoto,w02-inner_o02-low_okinawa,w02-inner_o03-high_kyoto,w02-inner_o03-high_okinawa,w02-inner_o04-none_kyoto,w02-inner_o04-none_okinawa,w02-inner_o05-storage_kyoto,w02-inner_o05-storage_okinawa,w03-outer_o01-base_kyoto,w03-outer_o02-low_kyoto,w03-outer_o03-high_kyoto,w03-outer_o04-none_kyoto,w03-outer_o05-storage_kyoto,w04-hygro_o01-base_kyoto,w04-hygro_o02-low_kyoto,w04-hygro_o03-high_kyoto,w04-hygro_o04-none_kyoto,w04-hygro_o05-storage_kyoto
0.1,-2.631600747894297,2.6434988022483674,-2.426209794581861,-2.910121115111741,-2.5995889347503276,-2.5260231674769877,-1.2812225488918305,-2.444831191033127,-2.5699549351879662,-3.084658197382088,-3.045987005212996,-3.0102513181139092,-2.946124038190607,2.8588990961333645,-3.0818644958852417,2.791076463854925,0.9392673600257045,2.9763182972997537,-3.020935146691688,-2.991038008927557,,,,,,-2.9143490206034,3.1154787791438823,3.0575101131453986,-0.21369308047146163,-2.967145750877535
0.2,-2.2628602030806007,2.207864275461033,-0.4690633597299685,2.3418365616354246,-2.1365776278040123,2.4979505685350953,-0.014394874150172932,-2.8290795256727703,-2.1298548224565788,2.955999997164137,-2.279089703966241,3.066490862025141,-1.5926557289406438,2.7251203645798956,-2.6318562699678694,2.5823887219502595,-1.8898414925713658,2.9904681091256355,-2.2487861036301315,-3.0727125283747734,,,,,,-2.3946585610521387,-2.506730979318811,-2.5286484025621694,0.1744903873396666,-2.3415629849857407
0.5,-2.7631525084066415,-1.6136699317184366,-2.6330680441634824,-1.472637316306557,-2.3301094176105206,-1.1989501896866341,0.2733336088008398,-2.455993395764605,-2.7085426037308054,-0.5644087910681428,-2.6629395658474935,-2.9385198309073934,-2.9362531498661975,1.869439463423529,-2.0985913567841705,2.6383449185500076,1.7729412883838593,-0.49813476480853347,-2.4299594919561636,-2.68667158510002,,,,,,-2.6944002260098276,-2.6440621315607196,-2.2562451794917706,0.1671309286046103,-2.541520428186676
1.0,0.7379209017697073,2.1702579316043558,1.2560539069442136,2.2196442831156857,0.389208036918985,2.628807125159532,2.303954865049802,0.9175592561550687,0.7973957703413939,2.8209044632175226,-0.5016275227564257,-2.948216749096599,-0.32313564987289034,2.8551167489462568,-0.5144253399932205,-2.2476244878180798,-2.037495771541259,2.3969008536772023,-0.5810554925812051,-2.49822495725081,,,,,,0.5170975302716083,0.8436299922689757,-0.17674160043420528,-0.16539483197063698,0.4845688726207707
2.0,0.06756644467076045,1.2555763033504337,0.6963621204088735,1.2304795847098788,-0.013081115812958455,1.0012763611754676,2.9878069735458204,2.0589412710620714,0.43327553453850487,1.0588748215416728,0.3794035701525864,1.2638532859297569,0.4284189310418474,1.1686335195162219,0.3109746880548314,0.5399901981066177,1.166529141387951,1.503248291029685,0.350610352681485,1.0096645547213197,,,,,,0.014308568816140621,-1.1877680929318513,0.39441977671887996,-0.1512406606036525,0.4521768488177967
7.0,-2.7161653766734584,-0.4223479078691956,-1.0912243281762974,-0.07765261669495982,-1.3678002927229393,-0.511392120644969,2.189271771550495,0.2464932708226988,-1.294253329272801,-0.5479898420003445,-0.16161469988464505,-0.022041509780688306,1.5439219306793102,-0.16199955996924564,-0.19191271104200192,-0.041959890608361805,0.848300362388569,0.3147741617532991,-0.23313977641337957,-0.019652948964060668,,,,,,-2.968204679252913,0.1442958809055488,-1.3923070544666716,0.8158064078795263,-0.6076196024236391
14.0,-2.6534315888888007,-1.5247163832481159,2.320252936955211,-1.8094540901877993,-0.9445454367138567,-0.8657900717184124,-0.4868597777164012,-0.10683450777522328,-1.0641351403233363,-1.287673981940282,-0.49071906138582855,-1.0478696016666016,-1.093714095964717,-0.39986185107200267,-0.17375582391438193,-0.15725714790986656,-1.3512641300925454,-0.882516550724946,-0.2975894640323118,-0.487614871471572,,,,,,-1.4085261328078253,2.7970413868554678,-1.0884708729996062,2.172525033750397,0.46870963163298646
30.0,0.08404719854350784,-1.0270890733757148,0.07538963886878557,-1.674730725654473,0.1865009580997321,-0.4017474103140013,3.0880216303107173,-0.6240352455011706,-0.10962079533356328,-0.665416568920143,0.36515255685601034,-0.6920071243009186,0.27722943111302767,-0.52411462592617,0.34635054564320344,0.016153051683629904,0.5384856517042904,-1.1312832258622854,0.36460601768074885,-0.4263515389851371,,,,,,0.5646089976901869,-0.09767420561480655,0.23190197648661723,2.128685169587236,0.35640600999400296
90.0,-0.022845493578987686,0.9281260226691015,-0.13826206309378253,0.8467404584291769,0.04820912047082326,0.12455552558432048,2.1200477785370655,-0.17078705688500828,-0.030957681159754724,0.6864431540872574,-0.25472932561871087,-0.3266296734209755,-0.45662380592729607,-0.3051135202245204,-0.08158467362106946,-0.03639239621110102,2.7251457020431573,-0.5283096490188246,-0.1523421033659806,-0.20938958345278946,,,,,,0.17130292151709756,0.16024922024879107,0.13785248863205046,2.1335044821228637,0.09404975354663715
365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
