period_days,w01-base_o01-base_kyoto,w01-base_o01-base_okinawa,w01-base_o01-base_sapporo,w01-base_o02-low_kyoto,w01-base_o02-low_okinawa,w01-base_o02-low_sapporo,w01-base_o03-high_kyoto,w01-base_o03-high_okinawa,w01-base_o03-high_sapporo,w01-base_o04-none_kyoto,w01-base_o04-none_okinawa,w01-base_o04-none_sapporo
0.1,0.0007842600759607,0.0007256037531846,0.0013049658831603,0.0007700641249348,0.0007387195201912,0.00131702400191,0.0007869880611893,0.0006981176108085,0.0012966661049557,0.0007842126612243,0.0007518452087979,0.0012978121609383
0.2,0.0017379161401213,0.0016548903917441,0.0029536766361679,0.0017439445139661,0.0016760589187016,0.0030083238091498,0.0017378139825362,0.0015758432659888,0.0029306656395186,0.0017456923640354,0.001625352546425,0.0028361557468739
0.5,0.0126819011509439,0.0045648340407074,0.0149466215680067,0.0124675547083155,0.0046523149532749,0.0149475938189828,0.0124292418814637,0.0045157589915866,0.0146973815361525,0.0127746804050832,0.004842042289054,0.0151646362333908
1.0,0.0329127530624024,0.0117470646198864,0.0313986738364503,0.0332133748459578,0.0117270936599871,0.0311879628853714,0.0324605846278324,0.0116000335535599,0.0314968135377823,0.0331847740873957,0.011804226580958,0.0323595409060173
2.0,0.0668832635094374,0.0347833183116625,0.0885584635864602,0.0663707446756935,0.0344452461796353,0.0882472942951688,0.0676941120410187,0.0359824134074076,0.0892049288785416,0.0665647709268198,0.0345282581452943,0.0889823937023082
7.0,0.1383970544503011,0.0817145246735242,0.1869207659709789,0.1379384276658698,0.0803834119690199,0.1867074104402118,0.1405942545682015,0.0860907112527248,0.1875947993470927,0.1375857674413346,0.0789776514945358,0.1863302623666018
14.0,0.1757249735583683,0.1248393858835365,0.2035018808943121,0.175873166977452,0.1235947667118661,0.203373519619345,0.1763397861366007,0.1255348108946685,0.2043434560444105,0.1757852607872354,0.1221877701044269,0.2027852004472627
30.0,0.241526685804305,0.1770847940568142,0.2589030154141976,0.2411936299969811,0.1761707878631707,0.2585250273198633,0.2418509240536325,0.1765601359767692,0.2589792422356161,0.2410366642914179,0.1760691234637254,0.2585970862925856
90.0,1.984762755312864,0.8945173946520845,2.3452402042459104,1.9833213307171516,0.8948943900372047,2.345753212758765,1.9848642238040568,0.8929668427949431,2.3453702126895646,1.9842764395734651,0.898454851528979,2.343453528737139
365.0,,,,,,,,,,,,
