period_days,w01-base_o01-base_kyoto,w01-base_o01-base_okinawa,w01-base_o01-base_sapporo,w01-base_o02-low_kyoto,w01-base_o02-low_okinawa,w01-base_o02-low_sapporo,w01-base_o03-high_kyoto,w01-base_o03-high_okinawa,w01-base_o03-high_sapporo,w01-base_o04-none_kyoto,w01-base_o04-none_okinawa,w01-base_o04-none_sapporo
0.1,1.644950849434214e-06,1.972765907476294e-06,1.2346245787769376e-06,1.63794735655098e-06,1.9734693946885797e-06,1.2373998089748586e-06,1.644950849434214e-06,1.9734693946885797e-06,1.2364814516133102e-06,1.6402094624673517e-06,1.974675706714552e-06,1.2306901075861209e-06
0.2,4.952643233217903e-06,4.309172677488041e-06,3.737823424643255e-06,4.93101181352258e-06,4.3059475728504345e-06,3.738051598830895e-06,4.952643233217903e-06,4.3059475728504345e-06,3.7377759896393215e-06,4.952521062186913e-06,4.320993646899609e-06,3.7384562190632217e-06
0.5,1.3957302653652012e-05,1.0554453035380854e-05,1.189029426658002e-05,1.3963444241741083e-05,1.0577932647347442e-05,1.1891770388849383e-05,1.3957302653652012e-05,1.0577932647347442e-05,1.1890772726175886e-05,1.3960481236414462e-05,1.0509065325310972e-05,1.1892252905989312e-05
1.0,2.702488772197114e-05,2.110934762146268e-05,2.2700268414089108e-05,2.7110928027952993e-05,2.1177008427276703e-05,2.267177916590851e-05,2.702488772197114e-05,2.1177008427276703e-05,2.269086043131285e-05,2.7046988384848997e-05,2.0875200977986775e-05,2.2814665700952447e-05
2.0,7.062691268574581e-05,6.385089172098631e-05,6.065657509241556e-05,7.05083001123817e-05,6.38210305751011e-05,6.063476593925113e-05,7.062691268574581e-05,6.38210305751011e-05,6.064930211112452e-05,7.060650071239235e-05,6.382604838763061e-05,6.076722204685422e-05
7.0,0.000136343995102,0.0001592180736639,0.0001205179052531,0.0001364961785489,0.0001592663658297,0.0001205198050157,0.000136343995102,0.0001592663658297,0.0001205185539764,0.0001363725493783,0.0001587210695014,0.000120506276807
14.0,0.0001247388663582,0.0002308074629819,0.0001154195712686,0.0001249079606081,0.0002308590197495,0.0001154513439179,0.0001247388663582,0.0002308590197495,0.0001154302115824,0.0001247708366394,0.0002306099806801,0.000115258931758
30.0,0.0001517514211586,0.0002483625623236,0.0001357547427793,0.0001518530465828,0.0002482948857451,0.0001357424005033,0.0001517514211586,0.0002482948857451,0.0001357506341267,0.0001517704638595,0.0002490993701103,0.000135816882692
90.0,0.0011832103281564,0.0009114514046297,0.0009999095744341,0.001182821831185,0.0009112165466146,0.0009999769268981,0.0011832103281564,0.0009112165466146,0.0009999320790241,0.0011831381765233,0.0009136415978396,0.0009995732836478
365.0,,,,,,,,,,,,
