period_days,w01-base_o01-base_kyoto,w01-base_o01-base_okinawa,w01-base_o01-base_sapporo,w01-base_o02-low_kyoto,w01-base_o02-low_okinawa,w01-base_o02-low_sapporo,w01-base_o03-high_kyoto,w01-base_o03-high_okinawa,w01-base_o03-high_sapporo,w01-base_o04-none_kyoto,w01-base_o04-none_okinawa,w01-base_o04-none_sapporo
0.1,-1.44791441873821,-1.5467863226844922,-1.4977965003343128,-1.6213218218399648,-1.2831507394573145,-1.592304216838879,-1.44791441873821,-1.3046653605042942,-1.5139541872341535,-1.4722470580063596,-1.4113212578815824,-1.5759957263582036
0.2,-1.9450746801239511,-1.0262290295476304,-1.663519532588099,-2.22375835559799,-1.2841527232409855,-1.5808487624692098,-1.9450746801239511,-1.315494223802887,-1.609970696430612,-1.9980640723962717,-1.4985618676856085,-1.5728639951675267
0.5,-1.8174202601934932,-2.195523979862931,-1.7833452617267656,-1.772004257439659,-2.2614586125994474,-1.7312581254164183,-1.8174202601934932,-2.2552729401404257,-1.76681070962415,-1.8107093777769327,-2.068760223731654,-1.916284186505072
1.0,0.5154438173348453,-0.8136915807767047,2.0828174626635207,0.366324287269288,-0.8803471845810454,2.13927603364224,0.5154438173348453,-0.9030108643294666,2.1016796979990713,0.4871447452681867,-0.7773284328840713,1.8118215429818216
2.0,2.7641967448724425,-0.304166919013295,0.3608658148868068,2.5015138058059128,-0.3282262277591294,0.3863840137896911,2.7641967448724425,-0.3330051940890958,0.3693079262175092,2.7389891699487903,-0.0528935275805168,0.2421639785888161
7.0,0.8362708425189747,2.5356189185609592,-2.393985569813878,0.7475668977374846,2.5434368448765,-2.386555762668507,0.8362708425189747,2.5448309075706246,-2.3915139814090964,0.8181002449731776,2.492990843100107,-2.428028769472224
14.0,-0.28347890845734,2.9360513158765476,-3.039966321012047,-0.274420172627347,2.939858410548553,-2.9790019327907538,-0.28347890845734,2.9406000611785132,-3.019155872530679,-0.2815152964294138,2.9059758391013433,2.865087901933745
30.0,0.7381745853248363,-2.2977271189255912,1.0459320587277274,0.7270625685379778,-2.299950318355065,1.0493602093659031,0.7381745853248363,-2.300380622541722,1.0470730461003268,0.7360747377968673,-2.286161836672815,1.0271472262073056
90.0,1.6305620968734431,-2.48690884703354,2.263586418546959,1.6271844177115529,-2.4862236284484305,2.264858444410956,1.6305620968734431,-2.486025536107845,2.264010697294927,1.629593322725252,-2.5337803732861652,2.2567827570717856
365.0,,,,,,,,,,,,
