period_days,w01-base_o01-base_kyoto,w01-base_o01-base_okinawa,w01-base_o01-base_sapporo,w01-base_o02-low_kyoto,w01-base_o02-low_okinawa,w01-base_o02-low_sapporo,w01-base_o03-high_kyoto,w01-base_o03-high_okinawa,w01-base_o03-high_sapporo,w01-base_o04-none_kyoto,w01-base_o04-none_okinawa,w01-base_o04-none_sapporo
0.1,2.0869891243733436,2.021182129100482,1.9198187524807155,2.1177714072677216,1.9482314694613507,2.0131156450996337,2.122389862157876,2.462219805128857,1.890490884517632,-2.7892329722555256,2.7285414287630365,-2.555736417393519
0.2,1.879597012960607,1.8340709102182964,1.7319024233170806,1.8643884517660108,1.7820956391295415,1.788330784241476,2.006898868314098,2.311472855939155,1.712484322428845,-2.542595879408872,2.6012954535306996,-2.07008013316308
0.5,1.7049411456251815,1.7537224039545236,1.6277297083494693,1.6242410867537826,1.6936991160924455,1.5743794272148357,2.24025332746816,2.2246080278202083,1.766062840814001,-1.6436989557793011,2.49422702348482,-1.4038070467618788
1.0,1.5066116987434937,1.7835571725148478,1.700122602885535,1.6379228800374073,1.6884636505926016,1.696756766130689,0.9216100354330722,3.023643550727805,1.778470229078242,-2.843026946644885,2.595166306939991,-2.156038872721213
2.0,1.7351333384282033,1.6425400500350116,1.5733909726916386,1.781570029859297,1.5901321826395771,1.5339447579476062,1.7976443919443252,-1.861020750220621,1.509981048357408,-2.5738435208199557,2.2467309186639426,-1.2789486955225189
7.0,1.2953804862004543,1.5662629310639955,1.6633240017989646,1.3349684836446616,1.4975125353090883,1.5551138141624594,1.0625959223300376,1.7625752029764652,1.878095646795061,-1.1407909820019158,-2.5121754536506407,0.2014265444290836
14.0,1.831616468992432,2.007620616441997,1.6386433238073548,1.7338830917003485,1.7649731377001314,1.582050524053428,-0.5378831573586653,2.430373059937107,2.110760619528421,-0.5836224981584712,-3.0790232271953735,-2.183793873111021
30.0,1.2402033698155908,3.0053566192238814,1.7899438540150248,1.2787873837283723,2.373681025444439,1.6713642875263115,0.544382412722212,-2.64917626404256,1.7814521077025238,-1.7241597073795354,-2.381288657140495,-1.4904767670004215
90.0,1.710453271625831,2.952440930025829,1.9873989289072087,1.662763370816955,2.458719207806136,1.847934348204868,1.7554085966174862,-2.699330777485057,2.121596524957547,-2.5167740954326434,-3.016793415575919,-2.488051758985814
365.0,,,,,,,,,,,,
