period_days,w01-base_o01-base_kyoto,w01-base_o01-base_okinawa,w01-base_o01-base_sapporo,w01-base_o02-low_kyoto,w01-base_o02-low_okinawa,w01-base_o02-low_sapporo,w01-base_o03-high_kyoto,w01-base_o03-high_okinawa,w01-base_o03-high_sapporo,w01-base_o04-none_kyoto,w01-base_o04-none_okinawa,w01-base_o04-none_sapporo
0.1,0.0001433100746413,0.0001131588964926,0.000164866844228,0.0001421404893579,0.0001124188548338,0.0001653840467717,0.0001433100746413,0.0001124889783418,0.0001649205765931,0.0001432819572094,0.0001141450129024,0.0001659695148741
0.2,0.0004475392661656,0.0002572347623516,0.0005165423837023,0.0004475480596502,0.0002562027930065,0.0005161297690545,0.0004475392661656,0.0002559198665471,0.0005164140477749,0.0004473170391066,0.0002581812083394,0.0005096855687041
0.5,0.0016475067389346,0.0007054653400826,0.0016825397454323,0.0016244455900131,0.0006987057553232,0.0016793315900641,0.0016475067389346,0.000697342285732,0.0016816847526616,0.0016425547968878,0.0007518184243712,0.0016779498028294
1.0,0.0033635650536849,0.001299147915067,0.002888207335538,0.0033921455717248,0.0012951679872675,0.0028716855399305,0.0033635650536849,0.0012943806290737,0.0028827346854844,0.0033725238534419,0.001273642258322,0.0029646224201053
2.0,0.0043816934030722,0.0025567086360485,0.004588602272441,0.0043787038888108,0.0025531792354217,0.00458573657847,0.0043816934030722,0.0025524390958271,0.0045876505280717,0.0043807514639747,0.0025427604336694,0.0046028712217434
7.0,0.0069435731819882,0.0061460829289093,0.0069016436119994,0.0069376971296142,0.006146584297368,0.0069022386640941,0.0069435731819882,0.006146652284065,0.0069018428356551,0.0069427135076817,0.0061508308270914,0.0068979962807217
14.0,0.004656907998002,0.0079364803510017,0.0064357017794808,0.0046648117139871,0.007940456077025,0.0064366848687714,0.004656907998002,0.00794119733508,0.006436025978579,0.0046591275191152,0.0079388589712373,0.0064311493590017
30.0,0.0074052679991804,0.0082786262028184,0.0069784547709955,0.0074055831076601,0.0082776517655493,0.0069761549894499,0.0074052679991804,0.0082773712221931,0.0069776880250327,0.0074060822415432,0.008342864032246,0.0069907696726962
90.0,0.0137421845716885,0.014349003079289,0.0135833008422456,0.0137378601484735,0.0143492258451045,0.0135853535387399,0.0137421845716885,0.0143492264970174,0.0135839848477416,0.0137413233973345,0.0143779508831576,0.0135716096421963
365.0,,,,,,,,,,,,
