period_days,w01-base_o01-base_kyoto,w01-base_o01-base_okinawa,w01-base_o01-base_sapporo,w01-base_o02-low_kyoto,w01-base_o02-low_okinawa,w01-base_o02-low_sapporo,w01-base_o03-high_kyoto,w01-base_o03-high_okinawa,w01-base_o03-high_sapporo,w01-base_o04-none_kyoto,w01-base_o04-none_okinawa,w01-base_o04-none_sapporo
0.1,-0.890052588586112,1.14785447625268,-1.119287214283528,-0.8927159340550367,1.151512064271153,-1.123905887815427,-0.8953375240281899,1.1484986459993134,-1.1093028304128094,-0.8900113790754413,1.14026766359459,-1.1100111093298946
0.2,-1.276379029558049,1.5536203028269324,-1.3565480352504935,-1.276237106416092,1.5447912353298343,-1.361622668175843,-1.2729369900982184,1.564633542254647,-1.3530145705846317,-1.274022491508937,1.5050800741818526,-1.3132753154437151
0.5,-1.31373298968853,2.125603534567302,-1.1173833592998832,-1.3097512161429616,2.1069612162072544,-1.1226583189925077,-1.2828860743928132,2.153687754968049,-1.094169199077897,-1.3170444407163482,1.8886699749024944,-1.17572013356302
1.0,-2.522290339868393,2.216477032552323,-1.8698197218120485,-2.568853642312339,2.1923687364982736,-1.8680856818467515,-2.4730129030719454,2.2444963725961036,-1.8643308995240415,-2.539846322391816,2.4187508907263378,-1.9793684817600783
2.0,-2.505941762785867,1.811833509329024,-1.1475755287393028,-2.5351615753970855,1.762663573351654,-1.1315323546113407,-2.494522781141754,1.6895368829314086,-1.1319382754709264,-2.51253582313752,2.0331524429232273,-1.2436710582723465
7.0,-1.1304388546601485,-2.643204131806829,0.1148768532451372,-1.1375627736278515,-2.6731246936298403,0.1718454558727011,-1.1089927879295132,-2.694792289069248,-0.0374230837358352,-1.1360752373553762,-2.3352393041760102,0.2071017582828267
14.0,-0.5233098857589683,-3.0380495142059427,-2.130761440235323,-0.5067153264900667,-3.057160111696749,-2.1231207647622954,-0.50352327896134,-3.0047957535300096,-2.1550646911892484,-0.5316562787043808,-3.0287344222083443,-2.1239678895593945
30.0,-1.6962149043511898,-2.324975790362249,-1.4676829720656563,-1.7010605785466069,-2.336724690520939,-1.467706205622333,-1.6910376906088314,-2.310153573677429,-1.4672426162585166,-1.706001880227756,-2.322461440957439,-1.469737380060758
90.0,-2.485712483867764,-2.9437625122178535,-2.4741341415133493,-2.4857703254410475,-2.946240206854995,-2.4739203286034073,-2.4855520915849647,-2.9438546317882963,-2.4737560928780566,-2.485135469967975,-2.941470317932936,-2.4760286383375933
365.0,,,,,,,,,,,,
