period_days,w01-base_o01-base_kyoto,w01-base_o01-base_okinawa,w01-base_o01-base_sapporo,w01-base_o02-low_kyoto,w01-base_o02-low_okinawa,w01-base_o02-low_sapporo,w01-base_o03-high_kyoto,w01-base_o03-high_okinawa,w01-base_o03-high_sapporo,w01-base_o04-none_kyoto,w01-base_o04-none_okinawa,w01-base_o04-none_sapporo
0.1,-1.3472276757461883,-1.2866383877847585,-1.381171837429466,-1.2513544713513955,-1.461437679198405,-1.3604170011962071,-1.3472276757461883,-1.461437679198405,-1.3982065057372852,-1.3534272565422414,-1.3976123938169511,-1.4004628441172573
0.2,-1.5016154948381526,-1.2708154409327637,-1.679485784821319,-1.4834517118909614,-1.404723757831046,-1.6739988890959057,-1.5016154948381526,-1.404723757831046,-1.6731389834808703,-1.4847183126961314,-1.4028382294569577,-1.5310335256435603
0.5,-1.4553367750133055,-1.248481239785053,-2.1082530912046717,-1.5017392378270151,-1.184241152931843,-1.9981444045678012,-1.4553367750133055,-1.184241152931843,-2.06422734412479,-1.4580471175962548,-1.4338555778547766,-1.5473733232383535
1.0,0.2348083790065337,-1.237358600576404,-2.388830175112635,0.1832089124133989,-1.3010928937106423,-2.3781157280705543,0.2348083790065337,-1.3010928937106423,-2.381877454555506,0.2203044915989382,-1.1843175460283075,-2.5707784562965124
2.0,-2.5874706087520805,-0.2043630556711176,-0.620103646794901,-2.649369769918949,-0.1809707274768413,-0.5666017949984689,-2.5874706087520805,-0.1809707274768413,-0.6023876304445589,-2.5940790956621633,-0.061296980955107,-0.8828668091305844
7.0,-0.6908743943889963,-3.106037307093751,-1.5315127488348963,-0.7184981101426828,-3.122426995324344,-1.5103587038639168,-0.6908743943889963,-3.122426995324344,-1.5244627781574382,-0.6957684865924517,-2.983610229329962,-1.639031316473731
14.0,0.0535372397093261,2.7901798960431052,2.9811944152533423,0.0556028334001299,2.793767857874002,2.9839090526554024,0.0535372397093261,2.793767857874002,2.9821001363249526,0.0539564589463883,2.774961813103326,2.967607702443845
30.0,-0.1876589147947789,-2.199909591859113,-1.7088038261962712,-0.1886766419334875,-2.201743116427664,-1.7090920908539706,-0.1876589147947789,-2.201743116427664,-1.7089044643117413,-0.1877289654106289,-2.186847552391158,-1.7073977101127482
90.0,-3.05103106657673,2.9823450344559648,-2.697096181919984,-3.0530563942685176,2.9801263934367515,-2.6968370311550824,-3.05103106657673,2.9801263934367515,-2.6970101417090446,-3.0514109271311995,3.0031834934293102,-2.6983988462542254
365.0,,,,,,,,,,,,
