case_id,wall_id,wall_name,opening_id,opening_name,climate_id,climate_name,status,duration_sec,start_time,end_time,error_message
w01-base_o04-none_okinawa,w01-base,RC単体,o04-none,無換気,okinawa,沖縄,FAILED,44274.253,2026-01-13 15:22:26,2026-01-14 03:40:21,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w02-inner_o04-none_sapporo,w02-inner,RC内断熱,o04-none,無換気,sapporo,札幌,FAILED,61785.837,2026-01-15 15:19:31,2026-01-16 08:29:16,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w03-outer_o04-none_sapporo,w03-outer,RC外断熱,o04-none,無換気,sapporo,札幌,FAILED,94369.117,2026-01-16 08:29:17,2026-01-17 10:42:06,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w04-hygro_o04-none_sapporo,w04-hygro,RC内断熱+調湿,o04-none,無換気,sapporo,札幌,FAILED,97867.013,2026-01-17 10:42:06,2026-01-18 13:53:13,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w05-mud_o04-none_sapporo,w05-mud,土壁,o04-none,無換気,sapporo,札幌,FAILED,28156.327,2026-01-18 13:53:14,2026-01-18 21:42:30,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w04-hygro_o01-base_okinawa,w04-hygro,RC内断熱+調湿,o01-base,基準換気,okinawa,沖縄,FAILED,99153.599,2026-01-20 13:06:52,2026-01-21 16:39:26,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w04-hygro_o02-low_okinawa,w04-hygro,RC内断熱+調湿,o02-low,低換気,okinawa,沖縄,FAILED,97259.817,2026-01-21 16:39:27,2026-01-22 19:40:27,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w04-hygro_o03-high_okinawa,w04-hygro,RC内断熱+調湿,o03-high,高換気,okinawa,沖縄,FAILED,106160.862,2026-01-22 19:40:27,2026-01-24 01:09:48,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
w04-hygro_o04-none_okinawa,w04-hygro,RC内断熱+調湿,o04-none,無換気,okinawa,沖縄,FAILED,108438.497,2026-01-24 01:09:48,2026-01-25 07:17:06,"BoundsError: attempt to access 0-element Vector{Float64} at index [1]"
