period_days,w01-base_o01-base_kyoto,w01-base_o02-low_kyoto,w01-base_o03-high_kyoto,w01-base_o04-none_kyoto,w01-base_o05-storage_kyoto
0.1,0.0005199524381438,0.0006812520514618,0.0005176504602282,0.0006984374529662,0.0007081705264404
0.2,0.0012234659556829,0.001550842970457,0.0011953851679631,0.0016074241092155,0.0015904157647984
0.5,0.0116291844657993,0.0117694741223928,0.0113411795618018,0.0121751583095662,0.0120001440907195
1.0,0.0323374813218451,0.0320048515116681,0.031816714607492,0.032135041882087,0.0316515445360726
2.0,0.0619403375702922,0.0645572129230918,0.0624944573166944,0.0642921285939301,0.0645983748506975
7.0,0.1639066089540444,0.1351383261237567,0.1653188132353502,0.1356436285814755,0.13673249359023
14.0,0.1716628036534981,0.1639461604244048,0.1728048070847168,0.1640907314881526,0.164321988777675
30.0,0.2214206586290793,0.2124633127273376,0.2215365598978403,0.2121716716701876,0.2131789291520479
90.0,2.139307401073618,2.189357473166621,2.1393643572041197,2.1899295119135553,2.190864848616996
365.0,,,,,
