period_days,w01-base_o01-base_kyoto,w01-base_o02-low_kyoto,w01-base_o03-high_kyoto,w01-base_o04-none_kyoto,w01-base_o05-storage_kyoto
0.1,-1.5894532183341596,-1.7323925501514017,-1.6251704675822014,-1.624730051165464,-1.5848627523280712
0.2,-2.177187129787106,2.329089652335139,-2.216626201186759,-2.531018238128563,-2.2370307098655635
0.5,-1.8336605409106863,-2.002159900678963,-1.8351054021808433,-1.7907627353779576,-1.716924347960469
1.0,0.7714857738157721,0.3534979459490613,0.7700674204213938,0.397120716739671,0.4539828701703333
2.0,1.4687329616510003,0.953158412514481,1.4556753502047968,1.0533524192411898,1.1396660575275996
7.0,-1.3554136717616887,2.684162125214888,-1.3582540267225378,2.701281870871536,2.707150244421054
14.0,-0.5932962222650875,-0.5070825881331809,-0.5939459317649148,-0.5004936430284788,-0.4995315919235669
30.0,1.3342295561833113,1.4767672437480144,1.333871826305674,1.469556645855281,1.4724802257493568
90.0,1.7718111978791682,1.8548137049512092,1.7716389900183844,1.8534305910324889,1.8547615097594976
365.0,,,,,
