period_days,w01-base_o01-base_kyoto,w01-base_o02-low_kyoto,w01-base_o03-high_kyoto,w01-base_o04-none_kyoto,w01-base_o05-storage_kyoto
0.1,-1.205156627775405,-1.3720758757453702,-1.2398687445544485,-1.2582116436942945,-1.3218147226750596
0.2,-1.4068381474526734,-1.2778114129700826,-1.4163685509227015,-1.5566931452212212,-1.5508500091951158
0.5,-1.4645774432235847,-1.4679744217824555,-1.46574425485422,-1.3911494839473657,-1.3713935946299094
1.0,1.3401112170448397,1.1707084323911003,1.3458557908284678,0.993396708131668,0.8988847109523427
2.0,2.1259316747795336,-0.7022954935250317,2.1133309628245067,-0.7305695917466043,-0.8829865889909843
7.0,-0.9028708977105004,-1.578757078942405,-0.9033073896904724,-1.5659003745741795,-1.5595861734397418
14.0,-0.7820159935303362,-0.2097106821204253,-0.7831949061786262,-0.21017659971006,-0.2109043098784565
30.0,1.1931625199914904,1.754116201035103,1.193563664488983,1.7592499072886163,1.764286977063313
90.0,-2.8449712305874035,-2.8130081293025,-2.845079193204327,-2.812171684271887,-2.811809211167553
365.0,,,,,
