  , room1 , room1 , room1 , wall1_IP , wall1_IP , wall1_IP , wall1_IP , wall1_IP , wall1_IP , room2 , room2 , room2 , opening1 , opening1 , Heat source , Moisture source , 
  , temp , rh , ah , temp , rh , ah , Hw , Jwv , Jwl , temp , rh , ah , Hv , Jv , Hin , Jin , 
2022/04/01 00:00,19.899999999999977,0.83,0.012072661900957864,20.0,0.5000000000000001,0.00726237937927264,234.00000000005318,-0.008205354170373127,-0.0,25.0,0.5,0.009881917493743442,-28.57166665144632,-5.689077416494467e-5,0.0,0.0,
2022/04/01 00:10,19.810000000000002,0.8315169563317767,0.012026536241764483,21.06878592759523,0.7184786289459307,0.011217029688601332,2945.559070572831,-0.001372327895981677,-0.0,20.30925604799853,0.5181962349686767,0.0076771322875368074,-56.72488287699707,-0.00010520485561699988,0.0,0.0,
2022/04/01 00:20,19.70999999999998,0.8331956746648114,0.01197529337941602,20.59772149738194,0.758858741963484,0.011514296263423252,2077.2683038737873,-0.0007812085704517831,-0.0,20.28891566970134,0.5298903371492831,0.00784257952544554,-53.89881275634434,-0.00010007148669316206,0.0,0.0,
2022/04/01 00:30,19.610000000000014,0.8348670773184783,0.01192405879942984,20.3199311809351,0.77846242853924,0.01161274519070525,1661.2389633881025,-0.0005275146323212933,-0.0,20.301214719743484,0.5383821899726084,0.007976010688277387,-51.490403985168996,-9.572923793534066e-5,0.0,0.0,
2022/04/01 00:40,19.50999999999999,0.8365309864849017,0.011872832499798097,20.121340618740362,0.7900761681709826,0.011642689915871076,1430.5370478524685,-0.0003899850523156546,-0.0,20.320506486689737,0.5459817760680171,0.008099837171043778,-49.20736734766069,-9.162255483625682e-5,0.0,0.0,
2022/04/01 00:50,19.410000000000025,0.8381872219901558,0.01182161447851359,19.963747452501252,0.7977055424368773,0.011640927556087312,1295.7690388528715,-0.00030620621297034167,-0.0,20.34260211772397,0.5528253180487812,0.008214056423043539,-47.04973608386172,-8.774884171036519e-5,0.0,0.0,
2022/04/01 01:00,19.310000000000002,0.839835601266045,0.011770404733569762,19.8300349255054,0.8030610511208373,0.011621991541526036,1216.8817256826344,-0.00025154046108529415,-0.0,20.363538282288687,0.5589987650185837,0.008317903065616732,-45.027492228427036,-8.412384281263042e-5,0.0,0.0,
2022/04/01 01:10,19.254999999999995,0.8400163295136385,0.01173196222099486,19.72946814637544,0.8070479658666838,0.011606755512872926,1110.255462518537,-0.00021222655826081592,-0.0,20.381994684298547,0.5645944625801973,0.008412005367465824,-43.29884408415728,-8.099613707322279e-5,0.0,0.0,
2022/04/01 01:20,19.204999999999984,0.8400277790069199,0.01169494189348756,19.64730083953509,0.8099684775241617,0.01158915426663785,1034.9839645121517,-0.00017932648815537343,-0.0,20.39587375263153,0.5696874076168923,0.008496300610438804,-41.71664762711134,-7.813076247531632e-5,0.0,0.0,
2022/04/01 01:30,19.154999999999973,0.8400321335137421,0.011657925890914697,19.57463202304757,0.8121002330327061,0.011566905416128582,981.9389339313783,-0.00015430829954080506,-0.0,20.404124242480123,0.5743439802388316,0.008571131048308143,-40.25794746932752,-7.548922486380242e-5,0.0,0.0,
2022/04/01 01:40,19.105000000000018,0.8400293428483463,0.011620914212518417,19.50868062941754,0.8136587403449151,0.011541219784977004,944.6126728370018,-0.00013512046126317012,-0.0,20.406777025252154,0.5786167319293138,0.008637214464356542,-38.91338227852975,-7.305414901849779e-5,0.0,0.0,
2022/04/01 01:50,19.055000000000007,0.8400193565319293,0.011583906857541048,19.447625127107187,0.8147939376194232,0.011513005379928064,918.7427974308024,-0.00012022454928238183,-0.0,20.40425206407093,0.582550175917746,0.008695376492346021,-37.672184137569275,-7.08058670970943e-5,0.0,0.0,
2022/04/01 02:00,19.004999999999995,0.8400021237910476,0.011546903825225087,19.3901953010826,0.8156119715030803,0.011482909489447956,901.3570045332926,-0.0001085239029017867,-0.0,20.39711358448767,0.5861822108011469,0.008746441646201666,-36.523599734201525,-6.872487007903599e-5,0.0,0.0,
2022/04/01 02:10,19.0,0.837,0.011501215739411536,19.344976417656767,0.8159405426838363,0.011454736536361542,807.2448173168345,-7.883029945208971e-5,-0.0,20.38700446409814,0.5894983519616498,0.008791053966767793,-35.34590273720187,-6.654378195371195e-5,0.0,0.0,
2022/04/01 02:20,19.0,0.8336666666666667,0.011454568910486743,19.309658144728417,0.8155521700058356,0.0114235709383783,724.6000586644948,-5.258006684737508e-5,-0.0,20.373814228392973,0.5925335791256695,0.008829662325541575,-34.23400543178741,-6.447693594806948e-5,0.0,0.0,
2022/04/01 02:30,19.0,0.8303333333333334,0.011407928950582517,19.280607936790148,0.8146007384782699,0.011388996177997218,656.6225720889452,-3.211868473940808e-5,-0.0,20.357716652143438,0.5953343315177784,0.008863050115220645,-33.19028432200048,-6.253372108333064e-5,0.0,0.0,
2022/04/01 02:40,19.0,0.8269999999999998,0.011361295858181712,19.256485839399545,0.8132077848063315,0.011351782018972287,600.1768641949354,-1.6141981078383172e-5,-0.0,20.33916802261689,0.5979235290434591,0.008891807709411627,-32.20703974137905,-6.070025443364937e-5,0.0,0.0,
2022/04/01 02:50,19.0,0.8236666666666665,0.011314669631767634,19.236303152669677,0.8114644656524709,0.011312509654614415,552.9493772470448,-3.6652962879082057e-6,-0.0,20.318616702556312,0.6003206367192168,0.008916475111115024,-31.27722895640545,-5.896386689160842e-5,0.0,0.0,
